name,id,lat,lon,capacity,number,geometry,index_right,FID,lsoa11cd,lsoa11nm,IMDRank,IMDDecil,Shape__Are,Shape__Len,LSOA Code,LSOA Name,Mid-2020 population,Area Sq Km,People per Sq Km
"Baker Street, Marylebone",121,51.51891348,-0.156166631,22,25.0,POINT (-0.156166631 51.51891348),5377,5378,E01004714,Westminster 011B,24181,8,873229.905105591,4841.10927854841,E01004714,Westminster 011B,2629,0.34,7737
"Norton Folgate, Liverpool Street",122,51.52111369,-0.078869751,23,21.0,POINT (-0.078869751 51.52111369),32592,32593,E01032739,City of London 001F,20391,7,4277196.94448853,11949.5288116141,E01032739,City of London 001F,1688,1.65,1021
"St. John Street, Finsbury",123,51.52836014,-0.104724625,18,19.0,POINT (-0.104724625 51.52836014),1666,1667,E01002723,Islington 022C,8750,3,266774.371986389,2639.18859559353,E01002723,Islington 022C,2075,0.1,20244
"Eaton Square, Belgravia",124,51.49654462,-0.150905245,20,17.0,POINT (-0.150905245 51.49654462),5354,5355,E01004690,Westminster 019D,30073,10,601558.680152893,5471.73324017299,E01004690,Westminster 019D,1862,0.24,7876
"Borough High Street, The Borough",125,51.50069491,-0.094524319,21,49.0,POINT (-0.094524319 51.50069491),4632,4633,E01003929,Southwark 002B,12077,4,607749.926811218,5997.60000416066,E01003929,Southwark 002B,2450,0.23,10448
"Museum of London, Barbican",126,51.51782144,-0.096496865,52,17.0,POINT (-0.096496865 51.51782144),0,1,E01000001,City of London 001A,29199,9,343894.195701599,3682.36705493404,E01000001,City of London 001A,1749,0.13,13475
"Wood Street, Guildhall",127,51.51700801,-0.09388536,17,8.0,POINT (-0.09388536 51.51700801),1,2,E01000002,City of London 001B,30379,10,583453.103057861,3910.31435668285,E01000002,City of London 001B,1678,0.23,7347
"Emperor's Gate, South Kensington",128,51.49536226,-0.185296516,22,45.0,POINT (-0.185296516 51.49536226),1828,1829,E01002888,Kensington and Chelsea 013E,23449,8,214658.262077332,2879.85682933813,E01002888,Kensington and Chelsea 013E,2473,0.08,31068
"Golden Square, Soho",129,51.5118973,-0.137043852,18,47.0,POINT (-0.137043852 51.5118973),31671,31672,E01033595,Westminster 013E,16446,6,1329157.0711441,10920.308563619,E01033595,Westminster 013E,1508,0.51,2938
"Tower Gardens , Tower",130,51.50950627,-0.075459482,24,226.0,POINT (-0.07545948199999999 51.50950627),4970,4971,E01004293,Tower Hamlets 027B,26059,8,841952.41059494,5728.91726490858,E01004293,Tower Hamlets 027B,2403,0.33,7364
"Eversholt Street , Camden Town",131,51.53300545,-0.136792671,16,37.0,POINT (-0.136792671 51.53300545),934,935,E01000952,Camden 022A,6511,2,220146.385559082,3130.42135313897,E01000952,Camden 022A,1937,0.09,22264
"Bethnal Green Road, Shoreditch",132,51.52364804,-0.074754872,38,97.0,POINT (-0.074754872 51.52364804),4993,4994,E01004317,Tower Hamlets 009D,9244,3,707675.860996246,4287.80483007628,E01004317,Tower Hamlets 009D,3930,0.27,14523
"Derry Street, Kensington",133,51.50136494,-0.191462381,18,38.0,POINT (-0.191462381 51.50136494),1829,1830,E01002889,Kensington and Chelsea 010B,26867,9,298400.03074646,3099.07899797056,E01002889,Kensington and Chelsea 010B,1187,0.12,9925
"Wapping High Street, Wapping",134,51.504904,-0.06797,20,73.0,POINT (-0.06797 51.504904),4970,4971,E01004293,Tower Hamlets 027B,26059,8,841952.41059494,5728.91726490858,E01004293,Tower Hamlets 027B,2403,0.33,7364
"Clerkenwell Green, Clerkenwell",135,51.52326004,-0.104708922,21,51.0,POINT (-0.104708922 51.52326004),1667,1668,E01002724,Islington 022D,19372,6,674841.376960754,4622.62171995784,E01002724,Islington 022D,2741,0.26,10379
"Queen Victoria Street, St. Paul's",136,51.51196176,-0.097441687,32,23.0,POINT (-0.097441687 51.51196176),32592,32593,E01032739,City of London 001F,20391,7,4277196.94448853,11949.5288116141,E01032739,City of London 001F,1688,1.65,1021
"Green Street, Mayfair",138,51.51227622,-0.157436972,19,127.0,POINT (-0.157436972 51.51227622),5423,5424,E01004762,Westminster 011E,23921,8,769382.550598145,6659.29304218535,E01004762,Westminster 011E,2902,0.29,9898
"Lambeth Road, Vauxhall",139,51.49488108,-0.117974901,18,29.0,POINT (-0.117974901 51.49488108),3736,3737,E01003013,Lambeth 036A,21865,7,885914.38394928,7163.3954672149,E01003013,Lambeth 036A,2909,0.34,8461
"Finsbury Square , Moorgate",140,51.52096262,-0.085634242,33,34.0,POINT (-0.085634242 51.52096262),1648,1649,E01002704,Islington 023D,12549,4,859190.52620697,4856.38792350764,E01002704,Islington 023D,2669,0.34,7965
"Chapel Place, Marylebone",141,51.51530805,-0.147203711,29,34.0,POINT (-0.147203711 51.51530805),5425,5426,E01004765,Westminster 013D,15472,5,678545.659439087,5064.16815154045,E01004765,Westminster 013D,2687,0.27,10022
"West Cromwell Road, Earl's Court",142,51.49372451,-0.198286569,24,33.0,POINT (-0.198286569 51.49372451),1754,1755,E01002814,Kensington and Chelsea 015A,10748,4,374197.167724609,3951.9200428899,E01002814,Kensington and Chelsea 015A,2400,0.15,16405
"Pont Street, Knightsbridge",143,51.4968865,-0.161203828,24,70.0,POINT (-0.161203828 51.4968865),1803,1804,E01002863,Kensington and Chelsea 012E,24615,8,323007.667137146,2929.39075311687,E01002863,Kensington and Chelsea 012E,1378,0.12,11095
"Kennington Cross, Kennington",144,51.48894022,-0.111435796,47,42.0,POINT (-0.111435796 51.48894022),3828,3829,E01003106,Lambeth 003C,9487,3,310453.023109436,4109.38675317996,E01003106,Lambeth 003C,2140,0.12,17983
"Ilchester Place, Kensington",145,51.50074359,-0.202759212,24,12.0,POINT (-0.202759212 51.50074359),1804,1805,E01002864,Kensington and Chelsea 009A,25115,8,768715.871017456,4530.96919590422,E01002864,Kensington and Chelsea 009A,1515,0.3,5099
"Vauxhall Bridge , Pimlico",146,51.48836528,-0.129361842,35,21.0,POINT (-0.129361842 51.48836528),5400,5401,E01004737,Westminster 024C,14145,5,211851.922149658,2498.48972649822,E01004737,Westminster 024C,1500,0.08,18587
"Portugal Street, Holborn",147,51.51494305,-0.11614642,16,0.0,POINT (-0.11614642 51.51494305),5398,5399,E01004735,Westminster 018B,5794,2,1256274.06907654,7390.7938430654,E01004735,Westminster 018B,1426,0.48,2977
"Tachbrook Street, Victoria",148,51.49211134,-0.138364847,16,43.0,POINT (-0.138364847 51.49211134),5403,5404,E01004740,Westminster 021A,6426,2,124949.696151733,1850.6192605474,E01004740,Westminster 021A,1759,0.05,36045
"Kennington Road Post Office, Oval",149,51.48478899,-0.110683213,18,53.0,POINT (-0.110683213 51.48478899),3824,3825,E01003101,Lambeth 003A,8915,3,300029.047225952,3959.70719615596,E01003101,Lambeth 003A,1534,0.12,13236
"Holy Trinity Brompton, Knightsbridge",150,51.49705603,-0.168917077,28,31.0,POINT (-0.168917077 51.49705603),1759,1760,E01002819,Kensington and Chelsea 012B,23245,8,558469.09928894,4734.39554783979,E01002819,Kensington and Chelsea 012B,1511,0.21,7048
"Chepstow Villas, Notting Hill",151,51.51213691,-0.201554966,26,42.0,POINT (-0.201554966 51.51213691),1822,1823,E01002882,Kensington and Chelsea 006A,16904,6,304821.578125,2550.37725071689,E01002882,Kensington and Chelsea 006A,1369,0.12,11572
"Hampton Street, Walworth",152,51.49217002,-0.101536865,21,40.0,POINT (-0.101536865 51.49217002),32575,32576,E01032719,Southwark 014G,10176,4,105756.716873169,1999.34236842559,E01032719,Southwark 014G,1909,0.04,46000
"Bayswater Road, Hyde Park",153,51.511933,-0.174411,27,250.0,POINT (-0.174411 51.511933),5348,5349,E01004683,Westminster 015B,26341,9,338566.307189941,2893.0985853008,E01004683,Westminster 015B,1855,0.13,14280
"Waterloo Station 3, Waterloo",154,51.50379168,-0.11282408,35,45.0,POINT (-0.11282408 51.50379168),32439,32440,E01032582,Lambeth 036E,8211,3,812142.792541504,5772.03613710718,E01032582,Lambeth 036E,1987,0.32,6252
"Lexham Gardens, Kensington",155,51.49586666,-0.191933711,19,55.0,POINT (-0.191933711 51.49586666),1752,1753,E01002812,Kensington and Chelsea 013A,22698,7,232879.844024658,2274.25444938449,E01002812,Kensington and Chelsea 013A,1982,0.09,21709
"New Kent Road, The Borough",156,51.49443626,-0.092921165,33,41.0,POINT (-0.092921165 51.49443626),32576,32577,E01032720,Southwark 009F,2298,1,427050.837989807,3698.82645565221,E01032720,Southwark 009F,1593,0.17,9371
"Wright's Lane, Kensington",157,51.50039792,-0.193068385,37,66.0,POINT (-0.193068385 51.50039792),1829,1830,E01002889,Kensington and Chelsea 010B,26867,9,298400.03074646,3099.07899797056,E01002889,Kensington and Chelsea 010B,1187,0.12,9925
"Trebovir Road, Earl's Court",158,51.49085368,-0.196170309,18,31.0,POINT (-0.196170309 51.49085368),1787,1788,E01002847,Kensington and Chelsea 015B,12666,4,185445.483123779,3563.45366844052,E01002847,Kensington and Chelsea 015B,1602,0.07,22219
"Waterloo Place, St. James's",160,51.50663341,-0.131773845,20,128.0,POINT (-0.131773845 51.50663341),5399,5400,E01004736,Westminster 018C,24862,8,3073166.35762024,11771.4038600084,E01004736,Westminster 018C,2155,1.19,1810
"Guildhouse Street, Victoria",161,51.49234577,-0.141334487,16,32.0,POINT (-0.141334487 51.49234577),5412,5413,E01004749,Westminster 022B,20814,7,354371.458366394,3212.0686101253,E01004749,Westminster 022B,3182,0.14,23108
"Southampton Place, Holborn",162,51.51760685,-0.121328408,20,23.0,POINT (-0.121328408 51.51760685),896,897,E01000914,Camden 028B,20943,7,1156360.75086212,7709.70774967855,E01000914,Camden 028B,2512,0.45,5611
"Sloane Avenue, Knightsbridge",163,51.4931848,-0.167894973,27,38.0,POINT (-0.167894973 51.4931848),1798,1799,E01002858,Kensington and Chelsea 014C,11753,4,148294.422447205,2251.89611271357,E01002858,Kensington and Chelsea 014C,1350,0.06,22959
"Cleveland Gardens, Bayswater",164,51.515607,-0.183118788,16,35.0,POINT (-0.183118788 51.515607),5360,5361,E01004696,Westminster 017D,6924,3,172408.675392151,1943.88056353884,E01004696,Westminster 017D,1804,0.07,27046
"Orsett Terrace, Bayswater",165,51.517932,-0.183716959,15,13.0,POINT (-0.183716959 51.517932),5325,5326,E01004656,Westminster 014D,11625,4,392300.80052948,3318.36352096266,E01004656,Westminster 014D,2509,0.15,16583
"Seville Street, Knightsbridge",166,51.50185512,-0.159237081,27,48.0,POINT (-0.159237081 51.50185512),1758,1759,E01002818,Kensington and Chelsea 012A,21429,7,483716.524261475,3692.92198492417,E01002818,Kensington and Chelsea 012A,1884,0.19,9963
"Eccleston Place, Victoria",167,51.49395092,-0.147624377,19,36.0,POINT (-0.147624377 51.49395092),5413,5414,E01004750,Westminster 023E,15320,5,661135.080421448,4583.08197511005,E01004750,Westminster 023E,1779,0.26,6936
"Argyll Road, Kensington",168,51.50040123,-0.195455928,19,17.0,POINT (-0.195455928 51.50040123),1805,1806,E01002865,Kensington and Chelsea 011E,27993,9,336371.411529541,2710.96286683094,E01002865,Kensington and Chelsea 011E,1689,0.13,12893
"Porchester Place, Paddington",169,51.51474612,-0.165164288,18,87.0,POINT (-0.165164288 51.51474612),5345,5346,E01004680,Westminster 015A,23309,8,294361.315307617,2628.26701221249,E01004680,Westminster 015A,1581,0.11,13881
"Hardwick Street, Clerkenwell",170,51.52784273,-0.108068155,30,9.0,POINT (-0.108068155 51.52784273),1670,1671,E01002727,Islington 021C,10165,4,295869.085411072,3311.07157459982,E01002727,Islington 021C,1696,0.12,14646
"Collingham Gardens, Earl's Court",171,51.4916156,-0.186753859,14,28.0,POINT (-0.186753859 51.4916156),1776,1777,E01002836,Kensington and Chelsea 016D,23221,8,190058.446083069,1770.83780625825,E01002836,Kensington and Chelsea 016D,1464,0.07,20277
"Sumner Place, South Kensington",172,51.49121192,-0.173715911,19,21.0,POINT (-0.173715911 51.49121192),1762,1763,E01002822,Kensington and Chelsea 016B,21201,7,288761.594322205,2494.63186155596,E01002822,Kensington and Chelsea 016B,1208,0.11,10873
"Waterloo Road, South Bank",173,51.50486,-0.113001,15,37.0,POINT (-0.113001 51.50486),3739,3740,E01003016,Lambeth 036C,20774,7,415433.656707764,3265.26657375469,E01003016,Lambeth 036C,2888,0.16,17685
"Strand, Strand",174,51.512582,-0.1150573,35,5.0,POINT (-0.1150573 51.512582),5398,5399,E01004735,Westminster 018B,5794,2,1256274.06907654,7390.7938430654,E01004735,Westminster 018B,1426,0.48,2977
"Worship Street, Shoreditch",175,51.521668,-0.079608554,51,41.0,POINT (-0.079608554 51.521668),32592,32593,E01032739,City of London 001F,20391,7,4277196.94448853,11949.5288116141,E01032739,City of London 001F,1688,1.65,1021
"Gloucester Terrace, Bayswater",176,51.51791921,-0.188098863,23,21.0,POINT (-0.188098863 51.51791921),5325,5326,E01004656,Westminster 014D,11625,4,392300.80052948,3318.36352096266,E01004656,Westminster 014D,2509,0.15,16583
"Ashley Place, Victoria",177,51.49616092,-0.140947636,25,37.0,POINT (-0.140947636 51.49616092),5411,5412,E01004748,Westminster 020E,26006,8,227357.198875427,1997.60071302895,E01004748,Westminster 020E,1839,0.09,21065
"Warwick Square, Pimlico",178,51.48985626,-0.141923621,19,51.0,POINT (-0.141923621 51.48985626),5416,5417,E01004753,Westminster 022E,17568,6,153432.992301941,1946.78934504504,E01004753,Westminster 022E,1948,0.06,32905
"North Audley Street, Mayfair",180,51.5129118,-0.153645496,17,58.0,POINT (-0.153645496 51.5129118),5423,5424,E01004762,Westminster 011E,23921,8,769382.550598145,6659.29304218535,E01004762,Westminster 011E,2902,0.29,9898
"Belgrave Square, Belgravia",181,51.49941247,-0.152317537,21,24.0,POINT (-0.152317537 51.49941247),5354,5355,E01004690,Westminster 019D,30073,10,601558.680152893,5471.73324017299,E01004690,Westminster 019D,1862,0.24,7876
"Bell Street , Marylebone",182,51.52202903,-0.165842551,18,23.0,POINT (-0.165842551 51.52202903),31679,31680,E01033603,Westminster 009I,4851,2,125002.167068481,1843.19370632944,E01033603,Westminster 009I,1513,0.05,30382
"Riverlight North, Nine Elms",183,51.482362,-0.13612398,24,67.0,POINT (-0.13612398 51.482362),5234,5235,E01004562,Wandsworth 002B,8087,3,1712516.30181885,7941.73744634351,E01004562,Wandsworth 002B,3188,0.66,4849
"Portland Place, Marylebone",184,51.52071513,-0.14521173,34,30.0,POINT (-0.14521173 51.52071513),5376,5377,E01004713,Westminster 011A,27672,9,461129.634605408,4754.93674585819,E01004713,Westminster 011A,2356,0.17,13548
"Alderney Street, Pimlico",185,51.48805753,-0.140741432,14,72.0,POINT (-0.140741432 51.48805753),5416,5417,E01004753,Westminster 022E,17568,6,153432.992301941,1946.78934504504,E01004753,Westminster 022E,1948,0.06,32905
"South Wharf Road, Paddington",186,51.51733558,-0.175810943,16,24.0,POINT (-0.175810943 51.51733558),31670,31671,E01033594,Westminster 015G,8369,3,540080.662452698,4642.28282325148,E01033594,Westminster 015G,1449,0.21,6897
"Queen's Gate (South), South Kensington",187,51.49247977,-0.178433004,25,35.0,POINT (-0.178433004 51.49247977),1760,1761,E01002820,Kensington and Chelsea 016A,25054,8,435205.028045654,4201.47378307597,E01002820,Kensington and Chelsea 016A,1364,0.17,8081
"Nutford Place, Marylebone",188,51.5165179,-0.164393768,18,38.0,POINT (-0.164393768 51.5165179),5327,5328,E01004658,Westminster 012B,18296,6,261109.51701355,3898.76360397719,E01004658,Westminster 012B,1991,0.1,19577
"Claremont Square, Angel",189,51.53166681,-0.109914711,18,12.0,POINT (-0.109914711 51.53166681),1671,1672,E01002728,Islington 021D,9446,3,235745.38067627,3028.56498499262,E01002728,Islington 021D,2000,0.09,21978
"Rampayne Street, Pimlico",190,51.48997562,-0.132845681,21,36.0,POINT (-0.132845681 51.48997562),5400,5401,E01004737,Westminster 024C,14145,5,211851.922149658,2498.48972649822,E01004737,Westminster 024C,1500,0.08,18587
"Hyde Park Corner, Hyde Park",191,51.50311799,-0.153520935,36,1488.0,POINT (-0.153520935 51.50311799),5355,5356,E01004691,Westminster 019E,23381,8,901768.196563721,6030.549043755,E01004691,Westminster 019E,1844,0.35,5287
"Wardour Street, Soho",192,51.51251523,-0.133201961,16,64.0,POINT (-0.133201961 51.51251523),5424,5425,E01004763,Westminster 013B,11768,4,759310.434432983,7071.01922320993,E01004763,Westminster 013B,3030,0.29,10317
"Bankside Mix, Bankside",193,51.50581776,-0.100186337,60,40.0,POINT (-0.100186337 51.50581776),4631,4632,E01003927,Southwark 002A,17545,6,735685.661155701,4720.37859936348,E01003927,Southwark 002A,3710,0.28,13123
"Hop Exchange, The Borough",194,51.50462759,-0.091773776,56,125.0,POINT (-0.091773776 51.50462759),4632,4633,E01003929,Southwark 002B,12077,4,607749.926811218,5997.60000416066,E01003929,Southwark 002B,2450,0.23,10448
"Milroy Walk, South Bank",195,51.50724437,-0.106237501,30,26.0,POINT (-0.106237501 51.50724437),4636,4637,E01003934,Southwark 002C,15563,5,600479.952110291,4096.04241582242,E01003934,Southwark 002C,2229,0.24,9469
"Union Street, The Borough",196,51.50368837,-0.098497684,17,32.0,POINT (-0.098497684 51.50368837),4631,4632,E01003927,Southwark 002A,17545,6,735685.661155701,4720.37859936348,E01003927,Southwark 002A,3710,0.28,13123
"Stamford Street, South Bank",197,51.50556905,-0.111606696,27,31.0,POINT (-0.111606696 51.50556905),3739,3740,E01003016,Lambeth 036C,20774,7,415433.656707764,3265.26657375469,E01003016,Lambeth 036C,2888,0.16,17685
"Great Tower Street, Monument",199,51.51048489,-0.082989638,24,58.0,POINT (-0.082989638 51.51048489),32592,32593,E01032739,City of London 001F,20391,7,4277196.94448853,11949.5288116141,E01032739,City of London 001F,1688,1.65,1021
"LMU Commercial Road, Whitechapel",200,51.51492456,-0.066078037,14,48.0,POINT (-0.06607803700000001 51.51492456),5000,5001,E01004325,Tower Hamlets 021D,11050,4,349323.119358063,3512.72297162883,E01004325,Tower Hamlets 021D,3956,0.14,28982
"Dorset Square, Marylebone",201,51.5225965,-0.161113413,16,33.0,POINT (-0.161113413 51.5225965),5331,5332,E01004662,Westminster 012D,22170,7,232680.318405151,3665.98145414218,E01004662,Westminster 012D,2356,0.09,26324
"Leman Street, Aldgate",202,51.51236389,-0.06954201,37,81.0,POINT (-0.06954201 51.51236389),32613,32614,E01032767,Tower Hamlets 021F,22328,7,344689.756961823,2911.17079266679,E01032767,Tower Hamlets 021F,3206,0.13,23872
"West Smithfield Rotunda, Farringdon",203,51.51821864,-0.100791005,15,25.0,POINT (-0.100791005 51.51821864),32593,32594,E01032740,City of London 001G,18089,6,1648997.79118347,6600.51920623275,E01032740,City of London 001G,1742,0.64,2733
"Margery Street, Clerkenwell",204,51.52659961,-0.112432615,19,20.0,POINT (-0.112432615 51.52659961),1669,1670,E01002726,Islington 022F,11070,4,427590.456718445,3792.38857017368,E01002726,Islington 022F,1742,0.17,10332
"New Road 1 , Whitechapel",206,51.518154,-0.062697,36,50.0,POINT (-0.062697 51.518154),4997,4998,E01004322,Tower Hamlets 017A,6983,3,360944.363334656,4045.42916486007,E01004322,Tower Hamlets 017A,1552,0.14,10945
"Grosvenor Crescent, Belgravia",207,51.50135267,-0.153194766,18,28.0,POINT (-0.153194766 51.50135267),5355,5356,E01004691,Westminster 019E,23381,8,901768.196563721,6030.549043755,E01004691,Westminster 019E,1844,0.35,5287
"Mallory Street, Marylebone",208,51.52505151,-0.166304359,20,20.0,POINT (-0.166304359 51.52505151),31677,31678,E01033601,Westminster 009G,7015,3,139674.301811218,2697.4042088443,E01033601,Westminster 009G,1696,0.05,31119
"Denyer Street, Knightsbridge",209,51.49358391,-0.165101392,30,38.0,POINT (-0.165101392 51.49358391),1798,1799,E01002858,Kensington and Chelsea 014C,11753,4,148294.422447205,2251.89611271357,E01002858,Kensington and Chelsea 014C,1350,0.06,22959
"Hinde Street, Marylebone",210,51.51681444,-0.151926305,21,45.0,POINT (-0.151926305 51.51681444),5377,5378,E01004714,Westminster 011B,24181,8,873229.905105591,4841.10927854841,E01004714,Westminster 011B,2629,0.34,7737
"Cadogan Place, Knightsbridge",211,51.49464523,-0.158105512,34,47.0,POINT (-0.158105512 51.49464523),1803,1804,E01002863,Kensington and Chelsea 012E,24615,8,323007.667137146,2929.39075311687,E01002863,Kensington and Chelsea 012E,1378,0.12,11095
"Campden Hill Road, Notting Hill",212,51.50658458,-0.199004026,17,17.0,POINT (-0.199004026 51.50658458),1765,1766,E01002825,Kensington and Chelsea 008B,24885,8,494517.720626831,4801.90515869425,E01002825,Kensington and Chelsea 008B,2207,0.19,11513
"Wellington Arch, Hyde Park",213,51.50274025,-0.149569201,36,391.0,POINT (-0.149569201 51.50274025),5399,5400,E01004736,Westminster 018C,24862,8,3073166.35762024,11771.4038600084,E01004736,Westminster 018C,2155,1.19,1810
"Endsleigh Gardens, Euston",214,51.52683806,-0.130504336,32,26.0,POINT (-0.130504336 51.52683806),834,835,E01000852,Camden 026C,19304,6,320812.011169434,3911.880616774,E01000852,Camden 026C,2151,0.12,17263
"Moorfields, Moorgate",215,51.51906932,-0.088285377,54,14.0,POINT (-0.088285377 51.51906932),32592,32593,E01032739,City of London 001F,20391,7,4277196.94448853,11949.5288116141,E01032739,City of London 001F,1688,1.65,1021
"Old Brompton Road, South Kensington",216,51.49094565,-0.181190899,30,46.0,POINT (-0.181190899 51.49094565),1777,1778,E01002837,Kensington and Chelsea 016E,20942,7,163803.430641174,2160.12270371545,E01002837,Kensington and Chelsea 016E,1360,0.06,21151
"Wormwood Street, Liverpool Street",217,51.51615461,-0.082422399,16,46.0,POINT (-0.08242239899999999 51.51615461),32592,32593,E01032739,City of London 001F,20391,7,4277196.94448853,11949.5288116141,E01032739,City of London 001F,1688,1.65,1021
"St. Luke's Church, Chelsea",218,51.48971651,-0.170194408,20,21.0,POINT (-0.170194408 51.48971651),1854,1855,E01002914,Kensington and Chelsea 019E,25957,8,458433.831474304,3032.73880371956,E01002914,Kensington and Chelsea 019E,1650,0.18,9264
"Bramham Gardens, Earl's Court",219,51.49016361,-0.19039362,29,71.0,POINT (-0.19039362 51.49016361),1834,1835,E01002894,Kensington and Chelsea 017D,14414,5,254193.407730103,2921.27781735597,E01002894,Kensington and Chelsea 017D,1771,0.1,17448
"Chelsea Green, Chelsea",220,51.49066456,-0.166485083,27,29.0,POINT (-0.166485083 51.49066456),1801,1802,E01002861,Kensington and Chelsea 014D,18886,6,224738.12625885,2713.50186533589,E01002861,Kensington and Chelsea 014D,1258,0.09,14577
"Horseferry Road, Westminster",221,51.49481649,-0.13045856,16,31.0,POINT (-0.13045856 51.49481649),5406,5407,E01004743,Westminster 021B,13668,5,124350.065803528,2052.5637965537,E01004743,Westminster 021B,1868,0.05,38122
"Knightsbridge, Hyde Park",222,51.50275704,-0.155349725,43,92.0,POINT (-0.155349725 51.50275704),5355,5356,E01004691,Westminster 019E,23381,8,901768.196563721,6030.549043755,E01004691,Westminster 019E,1844,0.35,5287
"Rodney Road , Walworth",223,51.49148474,-0.090220911,24,60.0,POINT (-0.090220911 51.49148474),4661,4662,E01003961,Southwark 012B,4927,2,312858.093055725,3649.54943630237,E01003961,Southwark 012B,2098,0.12,17498
"Queensway, Kensington Gardens",224,51.51031,-0.18740235,17,145.0,POINT (-0.18740235 51.51031),5359,5360,E01004695,Westminster 017C,21342,7,148108.271408081,2584.87037871468,E01004695,Westminster 017C,1551,0.06,27598
"Notting Hill Gate Station, Notting Hill",225,51.50935342,-0.196422,30,32.0,POINT (-0.196422 51.50935342),1824,1825,E01002884,Kensington and Chelsea 006C,13100,4,198337.393966675,3433.96190417903,E01002884,Kensington and Chelsea 006C,1359,0.08,17672
"Charles II Street, West End",226,51.50844614,-0.131961389,24,72.0,POINT (-0.131961389 51.50844614),5399,5400,E01004736,Westminster 018C,24862,8,3073166.35762024,11771.4038600084,E01004736,Westminster 018C,2155,1.19,1810
"Great Percy Street, Clerkenwell",227,51.52891573,-0.115480888,23,31.0,POINT (-0.115480888 51.52891573),1672,1673,E01002729,Islington 021E,7539,3,342214.391845703,3001.1302528291,E01002729,Islington 021E,1726,0.13,13116
"St. James's Square, St. James's",228,51.50742485,-0.134621209,40,78.0,POINT (-0.134621209 51.50742485),5399,5400,E01004736,Westminster 018C,24862,8,3073166.35762024,11771.4038600084,E01004736,Westminster 018C,2155,1.19,1810
"Whitehall Place, Strand",229,51.50654321,-0.123179697,46,181.0,POINT (-0.123179697 51.50654321),5399,5400,E01004736,Westminster 018C,24862,8,3073166.35762024,11771.4038600084,E01004736,Westminster 018C,2155,1.19,1810
"Poured Lines, Bankside",230,51.50669284,-0.103137426,31,29.0,POINT (-0.103137426 51.50669284),4636,4637,E01003934,Southwark 002C,15563,5,600479.952110291,4096.04241582242,E01003934,Southwark 002C,2229,0.24,9469
"Queen's Gate (Central), South Kensington",231,51.49396755,-0.17873226,31,34.0,POINT (-0.17873226 51.49396755),1760,1761,E01002820,Kensington and Chelsea 016A,25054,8,435205.028045654,4201.47378307597,E01002820,Kensington and Chelsea 016A,1364,0.17,8081
"Carey Street, Holborn",232,51.51501025,-0.112753217,16,8.0,POINT (-0.112753217 51.51501025),896,897,E01000914,Camden 028B,20943,7,1156360.75086212,7709.70774967855,E01000914,Camden 028B,2512,0.45,5611
"Pall Mall East, West End",233,51.50777049,-0.130699733,22,111.0,POINT (-0.130699733 51.50777049),5399,5400,E01004736,Westminster 018C,24862,8,3073166.35762024,11771.4038600084,E01004736,Westminster 018C,2155,1.19,1810
"Liverpool Road (N1 Centre), Angel",234,51.53450449,-0.106992706,24,40.0,POINT (-0.106992706 51.53450449),1734,1735,E01002794,Islington 020B,12607,4,471995.355461121,4207.50251948957,E01002794,Islington 020B,2140,0.18,11849
"Kennington Road  , Vauxhall",235,51.49571828,-0.110889274,36,42.0,POINT (-0.110889274 51.49571828),4635,4636,E01003933,Southwark 034C,6417,2,568240.476203918,4580.27889505802,E01003933,Southwark 034C,1930,0.22,8733
"Fashion Street, Whitechapel",236,51.51838043,-0.073438925,30,17.0,POINT (-0.073438925 51.51838043),4983,4984,E01004307,Tower Hamlets 015B,19910,7,546235.005001068,4599.93851190285,E01004307,Tower Hamlets 015B,3646,0.21,16990
"Dock Street, Wapping",237,51.5097860151,-0.0681619805156,30,45.0,POINT (-0.0681619805156 51.5097860151),4971,4972,E01004294,Tower Hamlets 026B,15535,5,553264.79593277,4352.86104412385,E01004294,Tower Hamlets 026B,2435,0.21,11416
"Frampton Street, Paddington",238,51.5233534,-0.175116099,32,40.0,POINT (-0.175116099 51.5233534),5366,5367,E01004702,Westminster 009E,3687,2,428452.82358551,3521.58899657643,E01004702,Westminster 009E,2878,0.16,17517
"Warren Street Station, Euston",239,51.52443845,-0.138019439,26,59.0,POINT (-0.138019439 51.52443845),836,837,E01000854,Camden 026D,18104,6,491916.878074646,5417.62765132379,E01000854,Camden 026D,2112,0.19,11192
"Beaumont Street, Marylebone",242,51.52200801,-0.151359288,23,25.0,POINT (-0.151359288 51.52200801),5379,5380,E01004716,Westminster 011C,27864,9,462260.345726013,4197.79988485815,E01004716,Westminster 011C,1953,0.18,10935
"Gloucester Street, Pimlico",243,51.49096258,-0.139625122,25,65.0,POINT (-0.139625122 51.49096258),5412,5413,E01004749,Westminster 022B,20814,7,354371.458366394,3212.0686101253,E01004749,Westminster 022B,3182,0.14,23108
"Earnshaw Street , Covent Garden",244,51.51611887,-0.128585022,18,43.0,POINT (-0.128585022 51.51611887),901,902,E01000919,Camden 028D,12962,4,386705.43006134,2885.0771622903,E01000919,Camden 028D,2261,0.15,14797
"Grosvenor Road, Pimlico",245,51.4853572,-0.142207481,29,15.0,POINT (-0.142207481 51.4853572),5333,5334,E01004665,Westminster 024A,5376,2,119808.354881287,1710.43084651123,E01004665,Westminster 024A,1775,0.05,37134
