name,id,lat,lon,capacity,number,geometry,index_right,FID,lsoa11cd,lsoa11nm,IMDRank,IMDDecil,Shape__Are,Shape__Len,LSOA Code,LSOA Name,Mid-2020 population,Area Sq Km,People per Sq Km
"Berry Street, Clerkenwell",246,51.52285301,-0.099994052,41,29.0,POINT (-0.099994052 51.52285301),31583,31584,E01033489,Islington 022G,21648,7,239472.477653503,3048.94403303808,E01033489,Islington 022G,3085,0.09,32680
"St. John's Wood Church, The Regent's Park",247,51.530529,-0.167515,50,58.0,POINT (-0.167515 51.530529),5388,5389,E01004725,Westminster 003B,9498,3,698508.740646362,5309.40528699766,E01004725,Westminster 003B,1740,0.27,6376
"Triangle Car Park, Hyde Park",248,51.50645179,-0.170279555,27,602.0,POINT (-0.170279555 51.50645179),5353,5354,E01004689,Westminster 019C,17986,6,4957465.90625,12198.3965535383,E01004689,Westminster 019C,1715,1.92,891
"Harper Road, The Borough",249,51.49859784,-0.096191134,42,28.0,POINT (-0.096191134 51.49859784),4639,4640,E01003937,Southwark 009B,11190,4,236233.658737183,2711.42471176852,E01003937,Southwark 009B,1489,0.1,15510
"Royal Avenue 1, Chelsea",250,51.489932,-0.162727,10,30.0,POINT (-0.162727 51.489932),1843,1844,E01002903,Kensington and Chelsea 018E,27528,9,282982.017601013,2868.97166922692,E01002903,Kensington and Chelsea 018E,1641,0.11,14837
"Brushfield Street, Liverpool Street",251,51.518908,-0.079249,34,89.0,POINT (-0.079249 51.518908),4983,4984,E01004307,Tower Hamlets 015B,19910,7,546235.005001068,4599.93851190285,E01004307,Tower Hamlets 015B,3646,0.21,16990
"Jubilee Gardens, South Bank",252,51.5046364,-0.116542278,30,297.0,POINT (-0.116542278 51.5046364),32439,32440,E01032582,Lambeth 036E,8211,3,812142.792541504,5772.03613710718,E01032582,Lambeth 036E,1987,0.32,6252
"Shoreditch Park, Hoxton",253,51.53404294,-0.086379717,30,84.0,POINT (-0.08637971699999999 51.53404294),2628,2629,E01001781,Hackney 026B,3123,1,389209.264854431,3345.07622461086,E01001781,Hackney 026B,1707,0.15,11282
"Chadwell Street, Angel",254,51.53051587,-0.106408455,18,32.0,POINT (-0.106408455 51.53051587),1670,1671,E01002727,Islington 021C,10165,4,295869.085411072,3311.07157459982,E01002727,Islington 021C,1696,0.12,14646
"Clifton Road, Maida Vale",255,51.52557531,-0.179592915,22,37.0,POINT (-0.179592915 51.52557531),5368,5369,E01004705,Westminster 007D,30175,10,175805.334877014,2486.25740133737,E01004705,Westminster 007D,1853,0.07,27130
"Houghton Street, Strand",256,51.51362054,-0.116764211,15,8.0,POINT (-0.116764211 51.51362054),5398,5399,E01004735,Westminster 018B,5794,2,1256274.06907654,7390.7938430654,E01004735,Westminster 018B,1426,0.48,2977
"Westminster University, Marylebone",257,51.52248185,-0.154907218,16,32.0,POINT (-0.154907218 51.52248185),5375,5376,E01004712,Westminster 008C,23263,8,256587.038696289,3200.34482623284,E01004712,Westminster 008C,2377,0.1,23675
"Kensington Gore, Knightsbridge",258,51.50143293,-0.178656971,23,23.0,POINT (-0.178656971 51.50143293),5352,5353,E01004688,Westminster 019B,30198,10,1933088.50206757,9118.15349271166,E01004688,Westminster 019B,3073,0.75,4109
"Bourne Street, Belgravia",259,51.490959,-0.1532331,16,36.0,POINT (-0.1532331 51.490959),5334,5335,E01004666,Westminster 023B,10123,4,224618.962310791,2315.26024113707,E01004666,Westminster 023B,1182,0.09,13792
"Broadwick Street, Soho",260,51.5136846,-0.135580879,18,51.0,POINT (-0.135580879 51.5136846),31672,31673,E01033596,Westminster 013F,10393,4,277252.304023743,3826.8311296923,E01033596,Westminster 013F,1566,0.11,14540
"Princes Square, Bayswater",261,51.5134891,-0.191351186,16,30.0,POINT (-0.191351186 51.5134891),5363,5364,E01004699,Westminster 017F,19200,6,301117.950241089,2754.75842085495,E01004699,Westminster 017F,2572,0.12,22058
"LSBU (Borough Road), Elephant & Castle",262,51.49874469,-0.103132904,35,58.0,POINT (-0.103132904 51.49874469),4633,4634,E01003930,Southwark 034A,8533,3,277957.731086731,3246.5428708618,E01003930,Southwark 034A,1940,0.11,18013
"St. Mary Axe, Aldgate",263,51.51422502,-0.080660083,21,12.0,POINT (-0.08066008299999999 51.51422502),32592,32593,E01032739,City of London 001F,20391,7,4277196.94448853,11949.5288116141,E01032739,City of London 001F,1688,1.65,1021
"Tysoe Street, Clerkenwell",264,51.52644342,-0.109256828,20,38.0,POINT (-0.109256828 51.52644342),1669,1670,E01002726,Islington 022F,11070,4,427590.456718445,3792.38857017368,E01002726,Islington 022F,1742,0.17,10332
"Southwick Street, Paddington",265,51.51595344,-0.169249375,17,49.0,POINT (-0.169249375 51.51595344),5349,5350,E01004684,Westminster 015C,13307,5,204961.822929382,2582.25396099266,E01004684,Westminster 015C,1962,0.08,24494
"Queen's Gate (North), Kensington",266,51.50102668,-0.180246101,41,36.0,POINT (-0.180246101 51.50102668),1831,1832,E01002891,Kensington and Chelsea 010D,25103,8,255333.842514038,2330.86311335568,E01002891,Kensington and Chelsea 010D,1462,0.1,14798
"Regency Street, Westminster",267,51.49206037,-0.132224622,22,46.0,POINT (-0.132224622 51.49206037),5410,5411,E01004747,Westminster 021E,12655,4,276326.24937439,3275.32242502923,E01004747,Westminster 021E,2625,0.11,24216
"Empire Square, The Borough",269,51.50082346,-0.089740764,46,46.0,POINT (-0.089740764 51.50082346),4640,4641,E01003938,Southwark 006A,7465,3,200609.101608276,2267.27237726151,E01003938,Southwark 006A,1505,0.08,19495
"Kennington Lane Rail Bridge, Vauxhall",270,51.4863434,-0.122492418,31,53.0,POINT (-0.122492418 51.4863434),3831,3832,E01003109,Lambeth 003E,9248,3,679402.764007568,4522.04276189039,E01003109,Lambeth 003E,3087,0.27,11597
"London Zoo,  The Regent's Park",271,51.53583617,-0.156285395,32,173.0,POINT (-0.156285395 51.53583617),5393,5394,E01004730,Westminster 001D,28806,9,1157923.80548859,6794.53637474525,E01004730,Westminster 001D,2262,0.45,5024
"Baylis Road, Waterloo",272,51.50144456,-0.110699309,22,66.0,POINT (-0.110699309 51.50144456),32439,32440,E01032582,Lambeth 036E,8211,3,812142.792541504,5772.03613710718,E01032582,Lambeth 036E,1987,0.32,6252
"Belvedere Road 1, South Bank",273,51.50613324,-0.114686385,38,119.0,POINT (-0.114686385 51.50613324),32439,32440,E01032582,Lambeth 036E,8211,3,812142.792541504,5772.03613710718,E01032582,Lambeth 036E,1987,0.32,6252
"Warwick Road, Olympia",274,51.49671237,-0.20528437,36,53.0,POINT (-0.20528437 51.49671237),1754,1755,E01002814,Kensington and Chelsea 015A,10748,4,374197.167724609,3951.9200428899,E01002814,Kensington and Chelsea 015A,2400,0.15,16405
"Barbican Centre, Barbican",275,51.52004497,-0.092176447,19,25.0,POINT (-0.09217644699999999 51.52004497),1,2,E01000002,City of London 001B,30379,10,583453.103057861,3910.31435668285,E01000002,City of London 001B,1678,0.23,7347
"Kensington Church Street, Kensington",277,51.50315739,-0.191496313,17,42.0,POINT (-0.191496313 51.50315739),1766,1767,E01002826,Kensington and Chelsea 008C,23594,8,573383.420166016,4700.47920711116,E01002826,Kensington and Chelsea 008C,1610,0.22,7318
"Tooley Street, Bermondsey",278,51.5034938,-0.07962099,27,210.0,POINT (-0.07962099 51.5034938),4713,4714,E01004027,Southwark 003E,14772,5,764207.812400818,5516.89017851895,E01004027,Southwark 003E,2779,0.3,9193
"North Wharf Road, Paddington",279,51.51862243,-0.176645823,25,28.0,POINT (-0.176645823 51.51862243),31670,31671,E01033594,Westminster 015G,8369,3,540080.662452698,4642.28282325148,E01033594,Westminster 015G,1449,0.21,6897
"Royal Avenue 2, Chelsea",280,51.490083,-0.162418,10,73.0,POINT (-0.162418 51.490083),1843,1844,E01002903,Kensington and Chelsea 018E,27528,9,282982.017601013,2868.97166922692,E01002903,Kensington and Chelsea 018E,1641,0.11,14837
"Smith Square, Westminster",281,51.49580589,-0.127575233,18,32.0,POINT (-0.127575233 51.49580589),5396,5397,E01004733,Westminster 020C,15991,5,1172288.57663727,8303.31755917911,E01004733,Westminster 020C,3149,0.45,6973
"Royal London Hospital, Whitechapel",282,51.518675,-0.06111,42,31.0,POINT (-0.06111 51.518675),4997,4998,E01004322,Tower Hamlets 017A,6983,3,360944.363334656,4045.42916486007,E01004322,Tower Hamlets 017A,1552,0.14,10945
"Kingsway, Covent Garden",283,51.51440928,-0.118478757,16,14.0,POINT (-0.118478757 51.51440928),5398,5399,E01004735,Westminster 018B,5794,2,1256274.06907654,7390.7938430654,E01004735,Westminster 018B,1426,0.48,2977
"Lambeth North Station, Waterloo",284,51.49914063,-0.112031483,20,42.0,POINT (-0.112031483 51.49914063),32439,32440,E01032582,Lambeth 036E,8211,3,812142.792541504,5772.03613710718,E01032582,Lambeth 036E,1987,0.32,6252
"St. John's Wood Road, St. John's Wood",286,51.5272947,-0.174653609,35,18.0,POINT (-0.174653609 51.5272947),5392,5393,E01004729,Westminster 003E,10420,4,150325.220626831,2082.31085684411,E01004729,Westminster 003E,2040,0.06,33719
"Bedford Way, Bloomsbury",287,51.52367314,-0.128377673,23,24.0,POINT (-0.128377673 51.52367314),837,838,E01000855,Camden 028A,19276,6,830022.943870544,7214.70140277257,E01000855,Camden 028A,1757,0.32,5482
"Elizabeth Bridge, Victoria",288,51.49236962,-0.147478734,34,60.0,POINT (-0.147478734 51.49236962),5413,5414,E01004750,Westminster 023E,15320,5,661135.080421448,4583.08197511005,E01004750,Westminster 023E,1779,0.26,6936
"South Audley Street, Mayfair",289,51.50923022,-0.151296092,15,14.0,POINT (-0.151296092 51.50923022),5423,5424,E01004762,Westminster 011E,23921,8,769382.550598145,6659.29304218535,E01004762,Westminster 011E,2902,0.29,9898
"St Mary's Hospital, Paddington",290,51.518268,-0.17110323,20,104.0,POINT (-0.17110323 51.518268),31669,31670,E01033593,Westminster 015F,9625,3,238949.789413452,2850.23485239916,E01033593,Westminster 015F,2695,0.09,29198
"Claverton Street, Pimlico",291,51.48483991,-0.138089062,32,17.0,POINT (-0.138089062 51.48483991),5401,5402,E01004738,Westminster 024D,25164,8,221568.749649048,4356.52389847681,E01004738,Westminster 024D,1894,0.09,20587
"Montpelier Street, Knightsbridge",292,51.49888404,-0.165471605,16,57.0,POINT (-0.165471605 51.49888404),5353,5354,E01004689,Westminster 019C,17986,6,4957465.90625,12198.3965535383,E01004689,Westminster 019C,1715,1.92,891
"Kensington Olympia Station, Olympia",293,51.49815779,-0.209494128,25,13.0,POINT (-0.209494128 51.49815779),1807,1808,E01002867,Kensington and Chelsea 009C,12519,4,269533.871963501,2787.76801685976,E01002867,Kensington and Chelsea 009C,1825,0.11,17233
"St. George's Square, Pimlico",294,51.488226,-0.135635511,16,62.0,POINT (-0.135635511 51.488226),5401,5402,E01004738,Westminster 024D,25164,8,221568.749649048,4356.52389847681,E01004738,Westminster 024D,1894,0.09,20587
"Swan Street, The Borough",295,51.50029631,-0.092762704,27,29.0,POINT (-0.092762704 51.50029631),4638,4639,E01003936,Southwark 009A,19694,6,248366.920219421,2472.5005220383,E01003936,Southwark 009A,3472,0.09,36858
"Knaresborough Place, Earl's Court",296,51.49363156,-0.190603326,18,57.0,POINT (-0.190603326 51.49363156),1790,1791,E01002850,Kensington and Chelsea 013D,11573,4,195184.34753418,2161.41253298573,E01002850,Kensington and Chelsea 013D,1471,0.07,19718
"Geraldine Street, Elephant & Castle",297,51.49612799,-0.106000855,17,7.0,POINT (-0.106000855 51.49612799),4635,4636,E01003933,Southwark 034C,6417,2,568240.476203918,4580.27889505802,E01003933,Southwark 034C,1930,0.22,8733
"Curlew Street, Shad Thames",298,51.50227992,-0.074189225,21,58.0,POINT (-0.074189225 51.50227992),32494,32495,E01032637,Southwark 003F,24490,8,100032.197128296,1669.5659626523,E01032637,Southwark 003F,1630,0.04,40648
"Vincent Square, Westminster",299,51.49398524,-0.136928582,19,10.0,POINT (-0.136928582 51.49398524),5410,5411,E01004747,Westminster 021E,12655,4,276326.24937439,3275.32242502923,E01004747,Westminster 021E,2625,0.11,24216
"Serpentine Car Park, Hyde Park",300,51.505014,-0.17306032,17,312.0,POINT (-0.17306032 51.505014),5353,5354,E01004689,Westminster 019C,17986,6,4957465.90625,12198.3965535383,E01004689,Westminster 019C,1715,1.92,891
"Marylebone Lane, Marylebone",301,51.51475963,-0.148105415,24,97.0,POINT (-0.148105415 51.51475963),5377,5378,E01004714,Westminster 011B,24181,8,873229.905105591,4841.10927854841,E01004714,Westminster 011B,2629,0.34,7737
"Putney Pier, Wandsworth",302,51.466907,-0.216573,28,78.0,POINT (-0.216573 51.466907),5278,5279,E01004608,Wandsworth 006E,18238,6,247588.67640686,2861.9260975979,E01004608,Wandsworth 006E,1699,0.1,17661
"Albert Gate, Hyde Park",303,51.50295379,-0.158456089,34,627.0,POINT (-0.158456089 51.50295379),5355,5356,E01004691,Westminster 019E,23381,8,901768.196563721,6030.549043755,E01004691,Westminster 019E,1844,0.35,5287
"Rathbone Street, Fitzrovia",306,51.51816295,-0.135025698,16,19.0,POINT (-0.135025698 51.51816295),5424,5425,E01004763,Westminster 013B,11768,4,759310.434432983,7071.01922320993,E01004763,Westminster 013B,3030,0.29,10317
"Black Lion Gate, Kensington Gardens",307,51.50990837,-0.187842717,24,739.0,POINT (-0.187842717 51.50990837),1767,1768,E01002827,Kensington and Chelsea 008D,22084,7,652327.026229858,4196.27272199729,E01002827,Kensington and Chelsea 008D,1850,0.25,7324
"Long Lane , Bermondsey",308,51.49907558,-0.085666316,20,44.0,POINT (-0.08566631600000001 51.49907558),4642,4643,E01003940,Southwark 006B,6510,2,139223.014644623,1855.73099832134,E01003940,Southwark 006B,1368,0.05,25147
"Embankment (Savoy), Strand",309,51.50963123,-0.119047563,41,44.0,POINT (-0.119047563 51.50963123),5398,5399,E01004735,Westminster 018B,5794,2,1256274.06907654,7390.7938430654,E01004735,Westminster 018B,1426,0.48,2977
"Black Prince Road, Vauxhall",310,51.4908679,-0.116911864,19,49.0,POINT (-0.116911864 51.4908679),3827,3828,E01003105,Lambeth 003B,8374,3,252266.794464111,3661.81960708744,E01003105,Lambeth 003B,1864,0.1,19457
"Foley Street, Fitzrovia",311,51.51918144,-0.140485596,24,38.0,POINT (-0.140485596 51.51918144),5425,5426,E01004765,Westminster 013D,15472,5,678545.659439087,5064.16815154045,E01004765,Westminster 013D,2687,0.27,10022
"Grove End Road, St. John's Wood",312,51.53088935,-0.176770502,20,39.0,POINT (-0.176770502 51.53088935),5321,5322,E01004651,Westminster 003A,25503,8,259527.526542664,2615.72373684823,E01004651,Westminster 003A,2990,0.1,29960
"Wells Street, Fitzrovia",313,51.51734403,-0.138072691,38,39.0,POINT (-0.138072691 51.51734403),5425,5426,E01004765,Westminster 013D,15472,5,678545.659439087,5064.16815154045,E01004765,Westminster 013D,2687,0.27,10022
"Tyers Gate, Bermondsey",314,51.50088934,-0.083159352,36,35.0,POINT (-0.08315935200000001 51.50088934),32645,32646,E01032803,Southwark 003J,17880,6,156198.220062256,2012.42041118334,E01032803,Southwark 003J,1447,0.06,23957
"The Tennis Courts, The Regent's Park",315,51.52536703,-0.153463612,16,189.0,POINT (-0.153463612 51.52536703),5390,5391,E01004727,Westminster 008D,24363,8,2920325.78225708,9345.10099580739,E01004727,Westminster 008D,3862,1.13,3413
"Warwick Row, Westminster",316,51.497998,-0.14296064,21,72.0,POINT (-0.14296064 51.497998),5394,5395,E01004731,Westminster 020A,24520,8,1749275.85891724,9704.52238708399,E01004731,Westminster 020A,2688,0.68,3982
"Dickens Square, Borough",317,51.49679128,-0.093913472,32,31.0,POINT (-0.093913472 51.49679128),4645,4646,E01003943,Southwark 009C,4225,2,165497.690727234,2376.82583732737,E01003943,Southwark 009C,1125,0.06,18534
"Sackville Street, Mayfair",318,51.51004801,-0.138846453,18,25.0,POINT (-0.138846453 51.51004801),31671,31672,E01033595,Westminster 013E,16446,6,1329157.0711441,10920.308563619,E01033595,Westminster 013E,1508,0.51,2938
"Baldwin Street, St. Luke's",319,51.52702563,-0.088542771,21,27.0,POINT (-0.08854277100000001 51.52702563),1645,1646,E01002701,Islington 023A,9154,3,214503.97467804,2172.61340268239,E01002701,Islington 023A,1904,0.08,22967
"Queen Mother Sports Centre, Victoria",320,51.49357351,-0.139956043,26,39.0,POINT (-0.139956043 51.49357351),5412,5413,E01004749,Westminster 022B,20814,7,354371.458366394,3212.0686101253,E01004749,Westminster 022B,3182,0.14,23108
"Bermondsey Street, Bermondsey",321,51.49785559,-0.081608045,24,89.0,POINT (-0.081608045 51.49785559),4643,4644,E01003941,Southwark 006C,15923,5,247336.083534241,2647.0638231636,E01003941,Southwark 006C,2122,0.09,22671
"Palissy Street, Shoreditch",322,51.526293,-0.073955,26,47.0,POINT (-0.07395500000000001 51.526293),4991,4992,E01004315,Tower Hamlets 006C,6850,3,242741.619895935,3305.91220666971,E01004315,Tower Hamlets 006C,1858,0.1,19435
"Clifton Street, Shoreditch",323,51.523196,-0.083067,24,8.0,POINT (-0.083067 51.523196),31784,31785,E01033708,Hackney 027G,14243,5,917923.22769165,5911.8229212978,E01033708,Hackney 027G,2424,0.36,6784
"Ontario Street, Elephant & Castle",324,51.49652013,-0.101384068,15,52.0,POINT (-0.101384068 51.49652013),4634,4635,E01003932,Southwark 034B,4581,2,316960.516685486,3477.88009218226,E01003932,Southwark 034B,1555,0.12,12715
"St. Martin's Street, West End",325,51.50908747,-0.129697889,18,50.0,POINT (-0.129697889 51.50908747),5397,5398,E01004734,Westminster 018A,7933,3,825953.980491638,7044.84635475906,E01004734,Westminster 018A,1825,0.33,5614
"Graham Street, Angel",326,51.53266186,-0.099981142,26,74.0,POINT (-0.099981142 51.53266186),1742,1743,E01002802,Islington 020D,10255,4,280601.054359436,4421.63909323624,E01002802,Islington 020D,1622,0.11,14759
"New North Road 1, Hoxton",327,51.53095,-0.085603,22,11.0,POINT (-0.085603 51.53095),31785,31786,E01033709,Hackney 027H,6366,2,224473.313064575,4186.5422917151,E01033709,Hackney 027H,1824,0.09,20774
"New North Road 2, Hoxton",328,51.53114,-0.086016,22,11.0,POINT (-0.086016 51.53114),31785,31786,E01033709,Hackney 027H,6366,2,224473.313064575,4186.5422917151,E01033709,Hackney 027H,1824,0.09,20774
"Prince Albert Road, The Regent's Park",329,51.53589283,-0.160854428,24,57.0,POINT (-0.160854428 51.53589283),5390,5391,E01004727,Westminster 008D,24363,8,2920325.78225708,9345.10099580739,E01004727,Westminster 008D,3862,1.13,3413
"Eastbourne Mews, Paddington",330,51.51641749,-0.179135079,34,24.0,POINT (-0.179135079 51.51641749),5346,5347,E01004681,Westminster 016A,22113,7,457041.810020447,3885.84438816536,E01004681,Westminster 016A,2483,0.18,14124
"Bunhill Row, Moorgate",331,51.52085887,-0.089887855,30,50.0,POINT (-0.089887855 51.52085887),1648,1649,E01002704,Islington 023D,12549,4,859190.52620697,4856.38792350764,E01002704,Islington 023D,2669,0.34,7965
"Nevern Place, Earl's Court",332,51.49334336,-0.194757949,20,38.0,POINT (-0.194757949 51.49334336),1791,1792,E01002851,Kensington and Chelsea 015D,4330,2,152764.333969116,2748.67256209544,E01002851,Kensington and Chelsea 015D,1527,0.06,25323
"Palace Gardens Terrace, Notting Hill",333,51.50860544,-0.193764092,37,46.0,POINT (-0.193764092 51.50860544),1767,1768,E01002827,Kensington and Chelsea 008D,22084,7,652327.026229858,4196.27272199729,E01002827,Kensington and Chelsea 008D,1850,0.25,7324
"Concert Hall Approach 1, South Bank",334,51.505044,-0.115851,10,32.0,POINT (-0.115851 51.505044),3739,3740,E01003016,Lambeth 036C,20774,7,415433.656707764,3265.26657375469,E01003016,Lambeth 036C,2888,0.16,17685
"Tavistock Street, Covent Garden",335,51.51196803,-0.120718759,33,65.0,POINT (-0.120718759 51.51196803),5398,5399,E01004735,Westminster 018B,5794,2,1256274.06907654,7390.7938430654,E01004735,Westminster 018B,1426,0.48,2977
"Concert Hall Approach 2, South Bank",336,51.504942,-0.115533,18,19.0,POINT (-0.115533 51.504942),3739,3740,E01003016,Lambeth 036C,20774,7,415433.656707764,3265.26657375469,E01003016,Lambeth 036C,2888,0.16,17685
"Pembridge Villas, Notting Hill",337,51.51108452,-0.197524944,16,29.0,POINT (-0.197524944 51.51108452),1824,1825,E01002884,Kensington and Chelsea 006C,13100,4,198337.393966675,3433.96190417903,E01002884,Kensington and Chelsea 006C,1359,0.08,17672
"Wellington Street , Strand",338,51.51175646,-0.119643424,24,54.0,POINT (-0.119643424 51.51175646),5398,5399,E01004735,Westminster 018B,5794,2,1256274.06907654,7390.7938430654,E01004735,Westminster 018B,1426,0.48,2977
"Risinghill Street, Angel",339,51.5333196,-0.1117812,25,11.0,POINT (-0.1117812 51.5333196),1641,1642,E01002697,Islington 019B,7142,3,283955.346076965,3354.30270736472,E01002697,Islington 019B,2474,0.11,22228
"Bank of England Museum, Bank",340,51.51444134,-0.087587447,16,24.0,POINT (-0.087587447 51.51444134),32592,32593,E01032739,City of London 001F,20391,7,4277196.94448853,11949.5288116141,E01032739,City of London 001F,1688,1.65,1021
"Craven Street, Strand",341,51.50810309,-0.12602103,22,125.0,POINT (-0.12602103 51.50810309),5399,5400,E01004736,Westminster 018C,24862,8,3073166.35762024,11771.4038600084,E01004736,Westminster 018C,2155,1.19,1810
"London Zoo Car Park, The Regent's Park",343,51.53692216,-0.150181444,36,91.0,POINT (-0.150181444 51.53692216),930,931,E01000948,Camden 021D,8522,3,514190.793800354,5083.42649175152,E01000948,Camden 021D,2053,0.2,10443
"Goswell Road (City Uni), Finsbury",344,51.528246,-0.10102611,17,26.0,POINT (-0.10102611 51.528246),1666,1667,E01002723,Islington 022C,8750,3,266774.371986389,2639.18859559353,E01002723,Islington 022C,2075,0.1,20244
"Flood Street, Chelsea",345,51.48802358,-0.166878535,33,41.0,POINT (-0.166878535 51.48802358),1839,1840,E01002899,Kensington and Chelsea 018A,13213,5,183128.369033813,2529.19057713163,E01002899,Kensington and Chelsea 018A,1544,0.07,20725
"Lower Marsh, Waterloo",347,51.50013942,-0.113936001,17,48.0,POINT (-0.113936001 51.50013942),32439,32440,E01032582,Lambeth 036E,8211,3,812142.792541504,5772.03613710718,E01032582,Lambeth 036E,1987,0.32,6252
"Grosvenor Square, Mayfair",348,51.51217033,-0.150481272,17,49.0,POINT (-0.150481272 51.51217033),5423,5424,E01004762,Westminster 011E,23921,8,769382.550598145,6659.29304218535,E01004762,Westminster 011E,2902,0.29,9898
"St. George Street, Mayfair",349,51.51196,-0.142783033,18,25.0,POINT (-0.142783033 51.51196),31671,31672,E01033595,Westminster 013E,16446,6,1329157.0711441,10920.308563619,E01033595,Westminster 013E,1508,0.51,2938
"Queen's Gate, Kensington Gardens",350,51.5017154373867,-0.1798541843891,21,295.0,POINT (-0.1798541843891 51.5017154373867),5352,5353,E01004688,Westminster 019B,30198,10,1933088.50206757,9118.15349271166,E01004688,Westminster 019B,3073,0.75,4109
"Macclesfield Rd, St Lukes",351,51.529423,-0.097122,28,62.0,POINT (-0.097122 51.529423),1646,1647,E01002702,Islington 023B,8242,3,300380.204986572,2758.83838833381,E01002702,Islington 023B,2653,0.12,22930
"Vauxhall Street, Vauxhall",352,51.486965,-0.116625,19,49.0,POINT (-0.116625 51.486965),3831,3832,E01003109,Lambeth 003E,9248,3,679402.764007568,4522.04276189039,E01003109,Lambeth 003E,3087,0.27,11597
"Greycoat Street , Westminster",353,51.49459148,-0.134234258,17,21.0,POINT (-0.134234258 51.49459148),5407,5408,E01004744,Westminster 020D,10482,4,275447.195533752,3231.85200917921,E01004744,Westminster 020D,1628,0.11,15046
"Northumberland Avenue, Strand",354,51.506767,-0.123702,37,91.0,POINT (-0.123702 51.506767),5399,5400,E01004736,Westminster 018C,24862,8,3073166.35762024,11771.4038600084,E01004736,Westminster 018C,2155,1.19,1810
"Clapham Common Station, Clapham Common",355,51.461388,-0.13922146,21,140.0,POINT (-0.13922146 51.461388),3762,3763,E01003039,Lambeth 013C,23724,8,475755.656806946,3305.05882194154,E01003039,Lambeth 013C,2427,0.18,13133
"South Kensington Station, South Kensington",356,51.494412,-0.173881,15,81.0,POINT (-0.173881 51.494412),1761,1762,E01002821,Kensington and Chelsea 014A,23418,8,487076.870948792,4973.55853933068,E01002821,Kensington and Chelsea 014A,1549,0.19,8106
"Howland Street, Fitzrovia",357,51.520994,-0.139016,30,41.0,POINT (-0.139016 51.520994),833,834,E01000851,Camden 026B,18953,6,349733.861434937,4189.27787214671,E01000851,Camden 026B,2659,0.13,19918
"High Holborn , Covent Garden",358,51.516226,-0.124826,20,23.0,POINT (-0.124826 51.516226),901,902,E01000919,Camden 028D,12962,4,386705.43006134,2885.0771622903,E01000919,Camden 028D,2261,0.15,14797
"Butler Place, Westminster",359,51.49782999,-0.135440826,18,26.0,POINT (-0.135440826 51.49782999),5394,5395,E01004731,Westminster 020A,24520,8,1749275.85891724,9704.52238708399,E01004731,Westminster 020A,2688,0.68,3982
"Howick Place, Westminster",360,51.49675303,-0.138733562,27,20.0,POINT (-0.138733562 51.49675303),5411,5412,E01004748,Westminster 020E,26006,8,227357.198875427,1997.60071302895,E01004748,Westminster 020E,1839,0.09,21065
"Waterloo Station 2, Waterloo",361,51.50391973,-0.11342629,55,49.0,POINT (-0.11342629 51.50391973),32439,32440,E01032582,Lambeth 036E,8211,3,812142.792541504,5772.03613710718,E01032582,Lambeth 036E,1987,0.32,6252
"Royal College Street, Camden Town",362,51.536264,-0.133952,57,57.0,POINT (-0.133952 51.536264),941,942,E01000959,Camden 019E,4567,2,188328.116363525,2677.54740288015,E01000959,Camden 019E,1906,0.07,26038
"Lord's, St. John's Wood",363,51.5291212008901,-0.171185284853,24,8.0,POINT (-0.171185284853 51.5291212008901),5388,5389,E01004725,Westminster 003B,9498,3,698508.740646362,5309.40528699766,E01004725,Westminster 003B,1740,0.27,6376
"Store Street, Bloomsbury",364,51.519572,-0.13214036,32,25.0,POINT (-0.13214036 51.519572),832,833,E01000850,Camden 026A,19686,6,504726.595603943,5338.76699427144,E01000850,Camden 026A,2418,0.2,12381
"City Road, Angel",365,51.530344,-0.100168,47,16.0,POINT (-0.100168 51.530344),1650,1651,E01002707,Islington 022B,10377,4,305021.050567627,2978.02903612813,E01002707,Islington 022B,2491,0.12,20950
"Harrowby Street, Marylebone",367,51.5173721,-0.1642075,16,23.0,POINT (-0.1642075 51.5173721),5327,5328,E01004658,Westminster 012B,18296,6,261109.51701355,3898.76360397719,E01004658,Westminster 012B,1991,0.1,19577
"Harriet Street, Knightsbridge",368,51.50024195,-0.15934065,25,44.0,POINT (-0.15934065 51.50024195),1758,1759,E01002818,Kensington and Chelsea 012A,21429,7,483716.524261475,3692.92198492417,E01002818,Kensington and Chelsea 012A,1884,0.19,9963
"Paddington Green, Paddington",370,51.520205,-0.174593,20,11.0,POINT (-0.174593 51.520205),5366,5367,E01004702,Westminster 009E,3687,2,428452.82358551,3521.58899657643,E01004702,Westminster 009E,2878,0.16,17517
"King Edward Walk, Waterloo",371,51.49775,-0.10988,22,14.0,POINT (-0.10988 51.49775),3737,3738,E01003014,Lambeth 036B,10007,4,483300.680938721,4553.94249087316,E01003014,Lambeth 036B,1693,0.19,9068
"Sardinia Street, Holborn",372,51.515208,-0.117863,24,14.0,POINT (-0.117863 51.515208),896,897,E01000914,Camden 028B,20943,7,1156360.75086212,7709.70774967855,E01000914,Camden 028B,2512,0.45,5611
"Prince Consort Road, Knightsbridge",373,51.49980661,-0.176415994,18,19.0,POINT (-0.176415994 51.49980661),5352,5353,E01004688,Westminster 019B,30198,10,1933088.50206757,9118.15349271166,E01004688,Westminster 019B,3073,0.75,4109
