name,id,lat,lon,number,min_rail,min_rail_distance,min_park,min_park_distance,min_pier,min_pier_distance,population_density,intercept_95,min_rail_distance_95,min_park_distance_95,min_pier_distance_95,population_density_95,localR2
"Green Street, Mayfair",138,51.51227622,-0.157436972,86.0,Marylebone_diatance,1264.0,Hyde Park Marble Arch_diatance,88.0,Embankment Pier_diatance,2567.0,9898.0,-7.765637075892688,0.0,-7.127508677287249,2.7306605252734255,-5.513806872593993,0.40594115219283644
"Lambeth Road, Vauxhall",139,51.49488108,-0.117974901,9.0,Waterloo_diatance,972.0,Geraldine Mary Harmsworth Park West_diatance,506.0,Millbank Millennium Pier_diatance,579.0,8461.0,0.0,0.0,0.0,0.0,0.0,0.4545055949234018
"Finsbury Square , Moorgate",140,51.52096262,-0.085634242,16.0,Liverpool Street_diatance,376.0,Lincoln's Inn Fields South_distance,2195.0,Bankside Pier_diatance,1560.0,7965.0,0.0,0.0,0.0,0.0,0.0,0.06269885754621533
"Chapel Place, Marylebone",141,51.51530805,-0.147203711,7.0,Marylebone_diatance,1395.0,Hyde Park Marble Arch_diatance,870.0,Embankment Pier_diatance,2016.0,10022.0,-2.4823176005320775,0.0,0.0,0.0,0.0,0.3892779040623926
"West Cromwell Road, Earl's Court",142,51.49372451,-0.198286569,10.0,Paddington_diatance,2991.0,Holland Park Ilchester Gate_diatance,846.0,Cadogan Pier_diatance,2520.0,16405.0,0.0,0.0,0.0,0.0,0.0,-0.6426296847790562
"Pont Street, Knightsbridge",143,51.4968865,-0.161203828,20.0,Victoria_diatance,1136.0,Hyde Park Albert Gate_diatance,659.0,Cadogan Pier_diatance,1603.0,11095.0,0.0,0.0,-3.5235857798834385,0.0,0.0,0.31467985527595055
"Kennington Cross, Kennington",144,51.48894022,-0.111435796,46.0,Vauxhall_diatance,863.0,Geraldine Mary Harmsworth Park West_diatance,739.0,Millbank Millennium Pier_diatance,971.0,17983.0,0.0,0.0,0.0,0.0,0.0,0.15117565920451229
"Ilchester Place, Kensington",145,51.50074359,-0.202759212,14.0,Paddington_diatance,2552.0,Holland Park Ilchester Gate_diatance,7.0,Cadogan Pier_diatance,3211.0,5099.0,0.0,0.0,0.0,0.0,0.0,-2.4209418975124293
"Vauxhall Bridge , Pimlico",146,51.48836528,-0.129361842,10.0,Vauxhall_diatance,525.0,St. James's Park Queen Anne's Gate_distance,1430.0,St. George Wharf_diatance,270.0,18587.0,0.0,0.0,0.0,0.0,0.0,0.2154468958603234
"Portugal Street, Holborn",147,51.51494305,-0.11614642,0.0,Charing Cross_diatance,957.0,Lincoln's Inn Fields South_distance,78.0,Festival Pier_diatance,890.0,2977.0,0.0,0.0,0.0,0.0,0.0,0.43930226853706056
"Tachbrook Street, Victoria",148,51.49211134,-0.138364847,21.0,Victoria_diatance,669.0,St. James's Park Buckingham Gate_distance,931.0,Millbank Millennium Pier_diatance,947.0,36045.0,0.0,0.0,0.0,0.0,0.0,0.16015644130975662
"Kennington Road Post Office, Oval",149,51.48478899,-0.110683213,24.0,Vauxhall_diatance,855.0,Geraldine Mary Harmsworth Park West_diatance,1199.0,St. George Wharf_diatance,1160.0,13236.0,0.0,0.0,0.0,0.0,0.0,0.11242971790521393
"Holy Trinity Brompton, Knightsbridge",150,51.49705603,-0.168917077,30.0,Victoria_diatance,1670.0,Hyde Park Alexandra Gate_diatance,660.0,Cadogan Pier_diatance,1591.0,7048.0,0.0,-2.349727210789509,0.0,0.0,0.0,0.4322836716327086
"Chepstow Villas, Notting Hill",151,51.51213691,-0.201554966,25.0,Paddington_diatance,1793.0,Kensington Gardens Black Lion Gate_diatance,978.0,Cadogan Pier_diatance,4068.0,11572.0,0.0,-2.0837704691375984,0.0,0.0,0.0,0.36665304213447186
"Hampton Street, Walworth",152,51.49217002,-0.101536865,23.0,Waterloo East_diatance,1453.0,Geraldine Mary Harmsworth Park East_diatance,531.0,Millbank Millennium Pier_diatance,1604.0,46000.0,0.0,0.0,0.0,0.0,0.0,0.1684859663919902
"Bayswater Road, Hyde Park",153,51.511933,-0.174411,129.0,Paddington_diatance,600.0,Kensington Gardens Marlborough Gate_diatance,116.0,Cadogan Pier_diatance,3283.0,14280.0,-3.1766627584970477,2.3934422397327424,-4.71286951349529,3.162404646581534,-2.909172112053738,0.5606949548182348
"Waterloo Station 3, Waterloo",154,51.50379168,-0.11282408,10.0,Waterloo_diatance,81.0,Geraldine Mary Harmsworth Park North_diatance,794.0,Festival Pier_diatance,496.0,6252.0,0.0,0.0,0.0,0.0,0.0,0.36781943502139947
"Lexham Gardens, Kensington",155,51.49586666,-0.191933711,35.0,Paddington_diatance,2580.0,Kensington Gardens Palace Gate_diatance,853.0,Cadogan Pier_diatance,2288.0,21709.0,0.0,0.0,0.0,0.0,0.0,0.332382749492167
"New Kent Road, The Borough",156,51.49443626,-0.092921165,16.0,London Bridge_diatance,1324.0,Geraldine Mary Harmsworth Park East_diatance,926.0,London Bridge City Pier_diatance,1503.0,9371.0,0.0,0.0,0.0,0.0,0.0,0.23203942168172342
"Wright's Lane, Kensington",157,51.50039792,-0.193068385,17.0,Paddington_diatance,2168.0,Kensington Gardens Studio Gate_diatance,530.0,Cadogan Pier_diatance,2689.0,9925.0,1.9868011431416366,-2.8386945128324115,0.0,-2.440508356796979,0.0,0.40008752671620074
"Trebovir Road, Earl's Court",158,51.49085368,-0.196170309,18.0,Paddington_diatance,3209.0,Holland Park Ilchester Gate_diatance,1197.0,Chelsea Harbour Pier_diatance,2187.0,22219.0,0.0,0.0,0.0,0.0,0.0,-0.41035909573036394
"Waterloo Place, St. James's",160,51.50663341,-0.131773845,57.0,Charing Cross_diatance,608.0,St. James's Park Waterloo Place Gate_distance,121.0,Embankment Pier_diatance,723.0,1810.0,0.0,0.0,0.0,0.0,0.0,0.5969976956365984
"Guildhouse Street, Victoria",161,51.49234577,-0.141334487,11.0,Victoria_diatance,530.0,St. James's Park Buckingham Gate_distance,927.0,Battersea Power Station Pier_diatance,990.0,23108.0,0.0,1.9684805753217371,0.0,2.3329111334248838,0.0,0.27659720642648206
"Southampton Place, Holborn",162,51.51760685,-0.121328408,11.0,Charing Cross_diatance,1130.0,Lincoln's Inn Fields West_distance,298.0,Embankment Pier_diatance,1182.0,5611.0,0.0,0.0,0.0,0.0,0.0,0.5772282589704458
"Sloane Avenue, Knightsbridge",163,51.4931848,-0.167894973,35.0,Victoria_diatance,1643.0,Hyde Park Alexandra Gate_diatance,1069.0,Cadogan Pier_diatance,1156.0,22959.0,0.0,0.0,0.0,0.0,0.0,0.3757903926033747
"Cleveland Gardens, Bayswater",164,51.515607,-0.183118788,22.0,Paddington_diatance,461.0,Kensington Gardens Lancaster Gate_diatance,632.0,Cadogan Pier_diatance,3824.0,27046.0,-4.054443652417093,0.0,-5.457808485353709,3.818912203724815,-4.391222660657252,0.4695356479601633
"Orsett Terrace, Bayswater",165,51.517932,-0.183716959,8.0,Paddington_diatance,481.0,Kensington Gardens Lancaster Gate_diatance,892.0,Cadogan Pier_diatance,4083.0,16583.0,-2.4093743241595136,2.268937036198471,-4.219387844450647,2.469362438623591,-3.8697609620060915,0.4633358997506346
"Seville Street, Knightsbridge",166,51.50185512,-0.159237081,26.0,Victoria_diatance,1158.0,Hyde Park Albert Gate_diatance,94.0,Cadogan Pier_diatance,2172.0,9963.0,-3.1598672363100797,0.0,-3.673246651571894,0.0,-3.8433015112098117,0.28046445730992253
"Eccleston Place, Victoria",167,51.49395092,-0.147624377,17.0,Victoria_diatance,354.0,St. James's Park Buckingham Gate_distance,966.0,Battersea Power Station Pier_diatance,1121.0,6936.0,2.826061946978607,2.7319004122625885,0.0,4.3980210327884715,0.0,0.27974003095588
"Argyll Road, Kensington",168,51.50040123,-0.195455928,9.0,Paddington_diatance,2258.0,Holland Park Duchess of Bedford_diatance,433.0,Cadogan Pier_diatance,2806.0,12893.0,0.0,-2.2930086691873757,0.0,-2.1068273529470205,0.0,0.36484937484614344
"Porchester Place, Paddington",169,51.51474612,-0.165164288,26.0,Paddington_diatance,853.0,Hyde Park Marble Arch_diatance,535.0,Embankment Pier_diatance,3154.0,13881.0,0.0,2.7323418521755043,-4.3865782662143395,2.090355262473725,-2.9595512679435503,0.6145579089387598
"Hardwick Street, Clerkenwell",170,51.52784273,-0.108068155,12.0,Kings Cross_diatance,1169.0,Lincoln's Inn Fields South_distance,1468.0,Blackfriars Pier_diatance,1978.0,14646.0,0.0,0.0,0.0,0.0,0.0,0.15091704198725103
"Collingham Gardens, Earl's Court",171,51.4916156,-0.186753859,27.0,Paddington_diatance,2915.0,Kensington Gardens Palace Gate_diatance,1154.0,Cadogan Pier_diatance,1716.0,20277.0,0.0,0.0,0.0,0.0,0.0,0.28866007346912775
"Sumner Place, South Kensington",172,51.49121192,-0.173715911,9.0,Victoria_diatance,2090.0,Hyde Park Alexandra Gate_diatance,1188.0,Cadogan Pier_diatance,1061.0,10873.0,0.0,0.0,0.0,0.0,0.0,0.3488948534576494
"Waterloo Road, South Bank",173,51.50486,-0.113001,5.0,Waterloo_diatance,196.0,Geraldine Mary Harmsworth Park North_diatance,909.0,Festival Pier_diatance,408.0,17685.0,0.0,0.0,0.0,0.0,0.0,0.3834512389249685
"Strand, Strand",174,51.512582,-0.1150573,12.0,Charing Cross_diatance,793.0,Lincoln's Inn Fields South_distance,349.0,Festival Pier_diatance,649.0,2977.0,0.0,0.0,0.0,0.0,0.0,0.4676933256513714
"Worship Street, Shoreditch",175,51.521668,-0.079608554,13.0,Liverpool Street_diatance,386.0,Victoria Park Bonner Gate_diatance,2511.0,Tower Millennium Pier_diatance,1602.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.039467509274457566
"Gloucester Terrace, Bayswater",176,51.51791921,-0.188098863,13.0,Paddington_diatance,780.0,Kensington Gardens Black Lion Gate_diatance,869.0,Cadogan Pier_diatance,4181.0,16583.0,-4.695154921768704,0.0,-5.594725800187952,4.590293250379094,-4.768585995133802,0.44742766981971227
"Ashley Place, Victoria",177,51.49616092,-0.140947636,41.0,Victoria_diatance,271.0,St. James's Park Buckingham Gate_distance,512.0,Millbank Millennium Pier_diatance,1226.0,21065.0,0.0,0.0,0.0,2.0509635128693002,0.0,0.3178390746364946
"Warwick Square, Pimlico",178,51.48985626,-0.141923621,32.0,Victoria_diatance,776.0,Battersea Park Sopwith Way_diatance,1070.0,Battersea Power Station Pier_diatance,716.0,32905.0,0.0,0.0,0.0,0.0,0.0,0.22050072780722935
"North Audley Street, Mayfair",180,51.5129118,-0.153645496,20.0,Marylebone_diatance,1305.0,Hyde Park Marble Arch_diatance,359.0,Embankment Pier_diatance,2331.0,9898.0,-7.417881318175552,0.0,-6.305743618406334,2.786083443073073,-5.039434277511726,0.4004793181851569
"Belgrave Square, Belgravia",181,51.49941247,-0.152317537,19.0,Victoria_diatance,607.0,Green Park Wellington Arch_diatance,406.0,Battersea Power Station Pier_diatance,1778.0,7876.0,0.0,0.0,-3.1954547233950876,2.543877683396486,0.0,0.2722557479813944
"Bell Street , Marylebone",182,51.52202903,-0.165842551,9.0,Marylebone_diatance,230.0,The Regent's Park Clarence Gate_distance,607.0,Embankment Pier_diatance,3505.0,30382.0,0.0,0.0,0.0,0.0,0.0,0.6296783582263267
"Riverlight North, Nine Elms",183,51.482362,-0.13612398,25.0,Vauxhall_diatance,997.0,Battersea Park Sopwith Way_diatance,922.0,Battersea Power Station Pier_diatance,702.0,4849.0,0.0,0.0,0.0,0.0,0.0,0.1247647969861606
"Portland Place, Marylebone",184,51.52071513,-0.14521173,16.0,Euston_diatance,1157.0,The Regent's Park St. Andrew's Gate_distance,518.0,Embankment Pier_diatance,2250.0,13548.0,0.0,0.0,0.0,0.0,0.0,0.1803188369925468
"Alderney Street, Pimlico",185,51.48805753,-0.140741432,41.0,Victoria_diatance,991.0,Battersea Park Sopwith Way_diatance,949.0,Battersea Power Station Pier_diatance,584.0,32905.0,0.0,0.0,0.0,0.0,0.0,0.04047826141065812
"South Wharf Road, Paddington",186,51.51733558,-0.175810943,29.0,Paddington_diatance,80.0,Hyde Park Victoria Gate_diatance,654.0,Cadogan Pier_diatance,3892.0,6897.0,0.0,3.236147381700058,-2.123660036971807,0.0,-2.4280881419346083,0.5325341251853267
"Queen's Gate (South), South Kensington",187,51.49247977,-0.178433004,27.0,Victoria_diatance,2373.0,Kensington Gardens Albert Memorial Gate_diatance,1024.0,Cadogan Pier_diatance,1359.0,8081.0,0.0,0.0,0.0,0.0,0.0,0.393443642766875
"Nutford Place, Marylebone",188,51.5165179,-0.164393768,25.0,Marylebone_diatance,738.0,Hyde Park Marble Arch_diatance,628.0,Embankment Pier_diatance,3163.0,19577.0,0.0,2.351692401723996,-3.6655127531757623,0.0,-2.360922388965279,0.6636155868076494
"Claremont Square, Angel",189,51.53166681,-0.109914711,5.0,Kings Cross_diatance,929.0,Lincoln's Inn Fields South_distance,1834.0,Blackfriars Pier_diatance,2421.0,21978.0,0.0,0.0,0.0,0.0,0.0,0.12765147593125864
"Rampayne Street, Pimlico",190,51.48997562,-0.132845681,15.0,Vauxhall_diatance,824.0,St. James's Park Queen Anne's Gate_distance,1219.0,St. George Wharf_diatance,561.0,18587.0,0.0,0.0,0.0,0.0,0.0,0.03277785290547285
"Hyde Park Corner, Hyde Park",191,51.50311799,-0.153520935,971.0,Victoria_diatance,943.0,Hyde Park Queen Elizabeth Gate_diatance,136.0,Westminster Pier_diatance,2108.0,5287.0,-5.791299268754621,-3.193377542237793,-3.624437659840697,4.235941939612159,-5.435514854108674,0.28190430270243433
"Wardour Street, Soho",192,51.51251523,-0.133201961,26.0,Charing Cross_diatance,894.0,St. James's Park Waterloo Place Gate_distance,781.0,Embankment Pier_diatance,1026.0,10317.0,0.0,0.0,0.0,0.0,0.0,0.49604604213057074
"Bankside Mix, Bankside",193,51.50581776,-0.100186337,28.0,Blackfriars_diatance,672.0,Geraldine Mary Harmsworth Park North_diatance,1124.0,Bankside Pier_diatance,404.0,13123.0,0.0,0.0,0.0,0.0,0.0,0.1870042637100713
"Hop Exchange, The Borough",194,51.50462759,-0.091773776,49.0,London Bridge_diatance,468.0,Geraldine Mary Harmsworth Park East_diatance,1375.0,London Bridge City Pier_diatance,556.0,10448.0,0.0,0.0,0.0,0.0,0.0,0.20673832279662568
"Milroy Walk, South Bank",195,51.50724437,-0.106237501,13.0,Waterloo East_diatance,440.0,Geraldine Mary Harmsworth Park North_diatance,1133.0,Blackfriars Pier_diatance,524.0,9469.0,0.0,0.0,0.0,0.0,0.0,0.19239473525213815
"Union Street, The Borough",196,51.50368837,-0.098497684,8.0,Waterloo East_diatance,804.0,Geraldine Mary Harmsworth Park East_diatance,999.0,Bankside Pier_diatance,577.0,13123.0,0.0,0.0,0.0,0.0,0.0,0.17398608898259266
"Stamford Street, South Bank",197,51.50556905,-0.111606696,18.0,Waterloo East_diatance,194.0,Geraldine Mary Harmsworth Park North_diatance,958.0,Festival Pier_diatance,457.0,17685.0,0.0,0.0,0.0,0.0,0.0,0.29188027096801017
"Great Tower Street, Monument",199,51.51048489,-0.082989638,34.0,Fenchurch Street_diatance,340.0,Geraldine Mary Harmsworth Park East_diatance,2265.0,London Bridge City Pier_diatance,412.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.35281776640013657
"LMU Commercial Road, Whitechapel",200,51.51492456,-0.066078037,14.0,Fenchurch Street_diatance,932.0,Mile End Park Football Pitch_diatance,2206.0,Tower Bridge Quay_diatance,1121.0,28982.0,0.0,0.0,0.0,0.0,0.0,0.23538030992728545
"Dorset Square, Marylebone",201,51.5225965,-0.161113413,33.0,Marylebone_diatance,142.0,The Regent's Park Clarence Gate_distance,311.0,Embankment Pier_diatance,3255.0,26324.0,0.0,0.0,-2.4549017887262155,0.0,0.0,0.6610228461448046
"Leman Street, Aldgate",202,51.51236389,-0.06954201,48.0,Fenchurch Street_diatance,615.0,Mile End Park Football Pitch_diatance,2504.0,Tower Bridge Quay_diatance,762.0,23872.0,0.0,0.0,0.0,0.0,0.0,0.2665929575417781
"West Smithfield Rotunda, Farringdon",203,51.51821864,-0.100791005,15.0,Blackfriars_diatance,752.0,Lincoln's Inn Fields South_distance,1103.0,Blackfriars Pier_diatance,845.0,2733.0,0.0,0.0,0.0,0.0,0.0,0.2847522507039567
"Margery Street, Clerkenwell",204,51.52659961,-0.112432615,7.0,Kings Cross_diatance,991.0,Lincoln's Inn Fields West_distance,1246.0,Blackfriars Pier_diatance,1947.0,10332.0,0.0,0.0,0.0,0.0,0.0,0.07550828483934131
"New Road 1 , Whitechapel",206,51.518154,-0.062697,45.0,Fenchurch Street_diatance,1315.0,Mile End Park Solebay Street_diatance,1899.0,Tower Bridge Quay_diatance,1548.0,10945.0,0.0,0.0,0.0,0.0,0.0,0.15992885410971694
"Grosvenor Crescent, Belgravia",207,51.50135267,-0.153194766,12.0,Victoria_diatance,785.0,Hyde Park White Horse Gate_diatance,232.0,Battersea Power Station Pier_diatance,2002.0,5287.0,-3.1177211603631294,-2.0580074607679766,-3.273473637397444,2.966848586264271,-3.905236772521795,0.2777099817908552
"Mallory Street, Marylebone",208,51.52505151,-0.166304359,17.0,Marylebone_diatance,315.0,The Regent's Park Hanover Gate_distance,375.0,Embankment Pier_diatance,3704.0,31119.0,0.0,0.0,0.0,0.0,0.0,0.5731540499415716
"Denyer Street, Knightsbridge",209,51.49358391,-0.165101392,12.0,Victoria_diatance,1445.0,Hyde Park Albert Gate_diatance,1099.0,Cadogan Pier_diatance,1199.0,22959.0,0.0,0.0,-2.793932422934482,0.0,0.0,0.3349394721179308
"Hinde Street, Marylebone",210,51.51681444,-0.151926305,20.0,Marylebone_diatance,1037.0,Hyde Park Marble Arch_diatance,701.0,Embankment Pier_diatance,2383.0,7737.0,-3.729916179349697,0.0,-3.279319407074827,2.4567843654944985,-2.476809746277892,0.49162036875094833
"Cadogan Place, Knightsbridge",211,51.49464523,-0.158105512,23.0,Victoria_diatance,946.0,Hyde Park Albert Gate_diatance,882.0,Cadogan Pier_diatance,1433.0,11095.0,0.0,0.0,-4.32282359206666,2.0828692692877655,0.0,0.2903989084154068
"Campden Hill Road, Notting Hill",212,51.50658458,-0.199004026,12.0,Paddington_diatance,1925.0,Holland Park Duchess of Bedford_diatance,478.0,Cadogan Pier_diatance,3476.0,11513.0,0.0,-2.4357991838281907,0.0,0.0,0.0,0.37061522550657156
"Wellington Arch, Hyde Park",213,51.50274025,-0.149569201,299.0,Victoria_diatance,758.0,Green Park Wellington Arch_diatance,15.0,Westminster Pier_diatance,1833.0,1810.0,-3.9962400602920543,-3.948622677163836,-3.496969568787882,5.124692392292739,-2.720488691959521,0.28857046719151697
"Endsleigh Gardens, Euston",214,51.52683806,-0.130504336,20.0,Euston_diatance,345.0,The Regent's Park Chester Gate_distance,1072.0,Embankment Pier_diatance,2298.0,17263.0,0.0,0.0,0.0,0.0,0.0,0.13836649938148843
"Moorfields, Moorgate",215,51.51906932,-0.088285377,13.0,Liverpool Street_diatance,446.0,Lincoln's Inn Fields South_distance,1968.0,Blackfriars Pier_diatance,1285.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.1425981912326684
"Old Brompton Road, South Kensington",216,51.49094565,-0.181190899,33.0,Victoria_diatance,2597.0,Kensington Gardens Queen Gate_diatance,1192.0,Cadogan Pier_diatance,1366.0,21151.0,0.0,0.0,0.0,0.0,0.0,0.30737066308193406
"Wormwood Street, Liverpool Street",217,51.51615461,-0.082422399,22.0,Liverpool Street_diatance,263.0,Lincoln's Inn Fields South_distance,2337.0,Tower Millennium Pier_diatance,1017.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.22835913316259523
"St. Luke's Church, Chelsea",218,51.48971651,-0.170194408,4.0,Victoria_diatance,1917.0,Battersea Park Albert Gate_diatance,1179.0,Cadogan Pier_diatance,810.0,9264.0,0.0,0.0,0.0,0.0,0.0,0.037906256568446754
"Bramham Gardens, Earl's Court",219,51.49016361,-0.19039362,34.0,Paddington_diatance,3137.0,Kensington Gardens Palace Gate_diatance,1370.0,Cadogan Pier_diatance,1852.0,17448.0,0.0,0.0,0.0,0.0,0.0,0.18859613095518302
"Chelsea Green, Chelsea",220,51.49066456,-0.166485083,12.0,Victoria_diatance,1640.0,Battersea Park Albert Gate_diatance,1237.0,Cadogan Pier_diatance,871.0,14577.0,0.0,0.0,0.0,0.0,0.0,0.2672023654987989
"Horseferry Road, Westminster",221,51.49481649,-0.13045856,21.0,Victoria_diatance,1012.0,St. James's Park Queen Anne's Gate_distance,718.0,Millbank Millennium Pier_diatance,523.0,38122.0,0.0,0.0,0.0,0.0,0.0,0.4554326303286563
"Knightsbridge, Hyde Park",222,51.50275704,-0.155349725,57.0,Victoria_diatance,1001.0,Hyde Park White Horse Gate_diatance,36.0,Battersea Power Station Pier_diatance,2193.0,5287.0,-5.070904263518338,0.0,-4.053366815770797,2.0880240069211666,-4.8851084060064105,0.2830184735733958
"Rodney Road , Walworth",223,51.49148474,-0.090220911,34.0,London Bridge_diatance,1577.0,Geraldine Mary Harmsworth Park East_diatance,1207.0,London Bridge City Pier_diatance,1760.0,17498.0,0.0,0.0,0.0,0.0,0.0,0.24821302028449455
"Queensway, Kensington Gardens",224,51.51031,-0.18740235,0.0,Paddington_diatance,1048.0,Kensington Gardens Black Lion Gate_diatance,36.0,Cadogan Pier_diatance,3384.0,27598.0,-4.698396433052272,0.0,-6.433871358517657,3.168079142402744,-5.255241102682454,0.4385348189051758
"Notting Hill Gate Station, Notting Hill",225,51.50935342,-0.196422,25.0,Paddington_diatance,1602.0,Kensington Gardens Black Lion Gate_diatance,603.0,Cadogan Pier_diatance,3609.0,17672.0,0.0,-3.3704227125283324,0.0,0.0,-3.1689436667121935,0.41835248102913336
"Charles II Street, West End",226,51.50844614,-0.131961389,8.0,Charing Cross_diatance,622.0,St. James's Park Waterloo Place Gate_distance,321.0,Embankment Pier_diatance,753.0,1810.0,0.0,0.0,0.0,0.0,0.0,0.5823687258936849
"Great Percy Street, Clerkenwell",227,51.52891573,-0.115480888,21.0,Kings Cross_diatance,665.0,Lincoln's Inn Fields West_distance,1453.0,Blackfriars Pier_diatance,2270.0,13116.0,0.0,0.0,0.0,0.0,0.0,0.049594168202577574
"St. James's Square, St. James's",228,51.50742485,-0.134621209,46.0,Charing Cross_diatance,797.0,St. James's Park Waterloo Place Gate_distance,311.0,Embankment Pier_diatance,921.0,1810.0,0.0,0.0,0.0,0.0,0.0,0.23832183431753012
"Whitehall Place, Strand",229,51.50654321,-0.123179697,50.0,Charing Cross_diatance,107.0,St. James's Park Waterloo Place Gate_distance,567.0,Embankment Pier_diatance,136.0,1810.0,0.0,0.0,0.0,0.0,0.0,0.7331571523204492
"Poured Lines, Bankside",230,51.50669284,-0.103137426,12.0,Blackfriars_diatance,546.0,Geraldine Mary Harmsworth Park North_diatance,1125.0,Blackfriars Pier_diatance,462.0,9469.0,0.0,0.0,0.0,0.0,0.0,0.18539840274467512
"Queen's Gate (Central), South Kensington",231,51.49396755,-0.17873226,26.0,Victoria_diatance,2367.0,Kensington Gardens Queen Gate_diatance,860.0,Cadogan Pier_diatance,1505.0,8081.0,0.0,0.0,0.0,2.1168270629356427,0.0,0.41364504601366553
"Carey Street, Holborn",232,51.51501025,-0.112753217,0.0,Blackfriars_diatance,774.0,Lincoln's Inn Fields South_distance,248.0,Blackfriars Pier_diatance,952.0,5611.0,0.0,0.0,0.0,0.0,0.0,0.2933747640166843
"Pall Mall East, West End",233,51.50777049,-0.130699733,47.0,Charing Cross_diatance,527.0,St. James's Park Waterloo Place Gate_distance,244.0,Embankment Pier_diatance,654.0,1810.0,0.0,0.0,0.0,0.0,0.0,0.6364751375704507
"Liverpool Road (N1 Centre), Angel",234,51.53450449,-0.106992706,12.0,Kings Cross_diatance,1152.0,Lincoln's Inn Fields South_distance,2191.0,Blackfriars Pier_diatance,2689.0,11849.0,0.0,0.0,0.0,0.0,0.0,0.26264879977286915
"Kennington Road  , Vauxhall",235,51.49571828,-0.110889274,15.0,Waterloo_diatance,836.0,Geraldine Mary Harmsworth Park West_diatance,19.0,Millbank Millennium Pier_diatance,1052.0,8733.0,0.0,0.0,0.0,0.0,0.0,0.21983773283826039
"Fashion Street, Whitechapel",236,51.51838043,-0.073438925,8.0,Liverpool Street_diatance,586.0,Victoria Park Bonner Gate_diatance,2407.0,Tower Millennium Pier_diatance,1292.0,16990.0,0.0,0.0,0.0,0.0,0.0,0.19250348988270205
"Dock Street, Wapping",237,51.5097860151,-0.0681619805156,20.0,Fenchurch Street_diatance,724.0,Mile End Park Football Pitch_diatance,2508.0,Tower Bridge Quay_diatance,563.0,11416.0,0.0,0.0,0.0,0.0,0.0,0.2923277942478448
"Frampton Street, Paddington",238,51.5233534,-0.175116099,9.0,Paddington_diatance,706.0,The Regent's Park Hanover Gate_distance,863.0,Embankment Pier_diatance,4143.0,17517.0,0.0,2.087012725178242,0.0,0.0,0.0,0.44096691137097455
"Warren Street Station, Euston",239,51.52443845,-0.138019439,24.0,Euston_diatance,533.0,The Regent's Park St. Andrew's Gate_distance,556.0,Embankment Pier_diatance,2259.0,11192.0,0.0,0.0,0.0,0.0,0.0,0.13563315651354324
"Beaumont Street, Marylebone",242,51.52200801,-0.151359288,9.0,Marylebone_diatance,814.0,The Regent's Park York Gate_distance,316.0,Embankment Pier_diatance,2666.0,10935.0,-2.242949388355847,0.0,0.0,0.0,0.0,0.5988130650883394
"Gloucester Street, Pimlico",243,51.49096258,-0.139625122,27.0,Victoria_diatance,722.0,St. James's Park Buckingham Gate_distance,1062.0,Battersea Power Station Pier_diatance,897.0,23108.0,0.0,0.0,0.0,0.0,0.0,0.1360139563813549
"Earnshaw Street , Covent Garden",244,51.51611887,-0.128585022,16.0,Charing Cross_diatance,1031.0,Lincoln's Inn Fields West_distance,736.0,Embankment Pier_diatance,1134.0,14797.0,0.0,0.0,0.0,0.0,0.0,0.5446632546575318
"Grosvenor Road, Pimlico",245,51.4853572,-0.142207481,5.0,Victoria_diatance,1263.0,Battersea Park Sopwith Way_diatance,661.0,Battersea Power Station Pier_diatance,304.0,37134.0,0.0,0.0,0.0,0.0,0.0,-0.029227729893505593
"Berry Street, Clerkenwell",246,51.52285301,-0.099994052,36.0,Blackfriars_diatance,1268.0,Lincoln's Inn Fields South_distance,1378.0,Blackfriars Pier_diatance,1362.0,32680.0,0.0,0.0,0.0,0.0,0.0,0.25483517117735616
"St. John's Wood Church, The Regent's Park",247,51.530529,-0.167515,37.0,Marylebone_diatance,883.0,The Regent's Park Hanover Gate_distance,270.0,Embankment Pier_diatance,4131.0,6376.0,0.0,0.0,0.0,0.0,0.0,0.4257488117296789
"Triangle Car Park, Hyde Park",248,51.50645179,-0.170279555,403.0,Paddington_diatance,1270.0,Serpentine Bridge North_diatance,106.0,Cadogan Pier_diatance,2640.0,891.0,-4.693220911763616,-2.2260807080759193,-6.1846735973157605,0.0,-3.7233367999225724,0.5215350684553461
"Harper Road, The Borough",249,51.49859784,-0.096191134,13.0,London Bridge_diatance,1070.0,Geraldine Mary Harmsworth Park East_diatance,740.0,Bankside Pier_diatance,1132.0,15510.0,0.0,0.0,0.0,0.0,0.0,0.1761250794235806
"Royal Avenue 1, Chelsea",250,51.489932,-0.162727,12.0,Victoria_diatance,1446.0,Battersea Park Albert Gate_diatance,1165.0,Cadogan Pier_diatance,829.0,14837.0,0.0,0.0,-2.9671639149142655,0.0,0.0,0.2535502905151767
"Brushfield Street, Liverpool Street",251,51.518908,-0.079249,33.0,Liverpool Street_diatance,189.0,Lincoln's Inn Fields South_distance,2582.0,Tower Millennium Pier_diatance,1294.0,16990.0,0.0,0.0,0.0,0.0,0.0,0.14243543249730534
