name,id,lat,lon,number,min_rail,min_rail_distance,min_park,min_park_distance,min_pier,min_pier_distance,population_density,intercept_95,min_rail_distance_95,min_park_distance_95,min_pier_distance_95,population_density_95,localR2
"British Museum, Bloomsbury",24,51.51908011,-0.124678402,18.0,Euston_diatance,1267.0,Lincoln's Inn Fields West_distance,582.0,Embankment Pier_diatance,1365.0,5482.0,0.0,0.0,0.0,0.0,0.0,0.402911907877331
"Doric Way , Somers Town",25,51.5288338,-0.132250369,16.0,Euston_diatance,156.0,The Regent's Park Chester Gate_distance,956.0,Embankment Pier_diatance,2545.0,13495.0,0.0,0.0,0.0,0.0,0.0,0.14110946526223578
"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,15.0,Kings Cross_diatance,666.0,Lincoln's Inn Fields West_distance,1262.0,Blackfriars Pier_diatance,2208.0,33409.0,0.0,0.0,0.0,0.0,0.0,0.07401247627701106
"Bouverie Street, Temple",27,51.51382102,-0.107927706,8.0,Blackfriars_diatance,421.0,Lincoln's Inn Fields South_distance,607.0,Blackfriars Pier_diatance,600.0,2733.0,0.0,0.0,0.0,0.0,0.0,0.20748895197451184
"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,25.0,Euston_diatance,854.0,The Regent's Park St. Andrew's Gate_distance,259.0,Embankment Pier_diatance,2400.0,26160.0,0.0,0.0,0.0,0.0,0.0,0.4891577327498464
"Hereford Road, Bayswater",29,51.513735,-0.193487,27.0,Paddington_diatance,1207.0,Kensington Gardens Black Lion Gate_diatance,564.0,Cadogan Pier_diatance,3915.0,24552.0,-3.955826180271456,0.0,-4.604221297638759,4.03872618370036,-4.411263268817352,0.4367832503393494
"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,25.0,Liverpool Street_diatance,1428.0,Lincoln's Inn Fields South_distance,2177.0,Blackfriars Pier_diatance,2126.0,24596.0,0.0,0.0,0.0,0.0,0.0,0.3995885285743956
"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,20.0,Liverpool Street_diatance,1231.0,Victoria Park St Agnes Gate_diatance,2348.0,Blackfriars Pier_diatance,2430.0,17320.0,0.0,0.0,0.0,0.0,0.0,0.2195324562815899
"Leonard Circus , Shoreditch",32,51.52469624,-0.084439283,34.0,Liverpool Street_diatance,711.0,Lincoln's Inn Fields South_distance,2416.0,Blackfriars Pier_diatance,1938.0,6784.0,0.0,0.0,0.0,0.0,0.0,0.11330817148534893
"Pancras Road, King's Cross",34,51.5341235,-0.129386874,9.0,St Pancras_diatance,379.0,The Regent's Park Chester Gate_distance,1351.0,Embankment Pier_diatance,3069.0,6945.0,0.0,0.0,0.0,0.0,0.0,0.107488191707777
"De Vere Gardens, Kensington",36,51.50173726,-0.184980612,20.0,Paddington_diatance,1797.0,Kensington Gardens Palace Gate_diatance,51.0,Cadogan Pier_diatance,2465.0,14798.0,0.0,-2.077902472398746,0.0,0.0,-2.430816808305366,0.41936879891239576
"Penywern Road, Earl's Court",37,51.49159394,-0.192369256,16.0,Paddington_diatance,3032.0,Holland Park Ilchester Gate_diatance,1253.0,Cadogan Pier_diatance,2047.0,24684.0,0.0,0.0,0.0,0.0,0.0,0.11613786073183241
"Abingdon Villas, Kensington",38,51.4973875,-0.197245586,9.0,Paddington_diatance,2605.0,Holland Park Ilchester Gate_diatance,541.0,Cadogan Pier_diatance,2681.0,14743.0,0.0,0.0,0.0,0.0,0.0,0.21116695036933447
"Shoreditch High Street, Shoreditch",39,51.5263778,-0.078130921,37.0,Liverpool Street_diatance,914.0,Victoria Park St Agnes Gate_diatance,2168.0,Tower Millennium Pier_diatance,2125.0,13333.0,0.0,0.0,0.0,0.0,0.0,0.025330158161696776
"Commercial Street, Shoreditch",40,51.52127071,-0.0755789,6.0,Liverpool Street_diatance,535.0,Victoria Park Bonner Gate_diatance,2307.0,Tower Millennium Pier_diatance,1573.0,16990.0,0.0,0.0,0.0,0.0,0.0,0.1069641699510142
"Pindar Street, Liverpool Street",41,51.520955,-0.083493552,12.0,Liverpool Street_diatance,294.0,Lincoln's Inn Fields South_distance,2338.0,Tower Millennium Pier_diatance,1554.0,6784.0,0.0,0.0,0.0,0.0,0.0,0.034663130768313045
"Wenlock Road , Hoxton",42,51.53099181,-0.093903825,29.0,Liverpool Street_diatance,1618.0,Lincoln's Inn Fields South_distance,2300.0,Blackfriars Pier_diatance,2317.0,24596.0,0.0,0.0,0.0,0.0,0.0,0.41539553090284176
"Crawford Street, Marylebone",43,51.52026,-0.157183945,18.0,Marylebone_diatance,512.0,The Regent's Park Clarence Gate_distance,503.0,Embankment Pier_diatance,2887.0,23675.0,-2.825837780759048,0.0,-2.8741747049286848,0.0,0.0,0.6720868550655564
"Bruton Street, Mayfair",44,51.51073687,-0.144165239,16.0,Charing Cross_diatance,1502.0,Green Park Devonshire Gates_diatance,567.0,Embankment Pier_diatance,1634.0,2938.0,-3.221519308485253,-2.7884453724117053,0.0,2.4914778493989194,-2.1959977904769317,0.29998648133782874
"Boston Place, Marylebone",45,51.522511,-0.162298,18.0,Marylebone_diatance,82.0,The Regent's Park Clarence Gate_distance,375.0,Embankment Pier_diatance,3319.0,20491.0,0.0,0.0,-2.2720477375953,0.0,0.0,0.6553850433336648
"Nesham Street, Wapping",46,51.507131,-0.06691,30.0,Fenchurch Street_diatance,920.0,Mile End Park Football Pitch_diatance,2560.0,Tower Bridge Quay_diatance,475.0,7364.0,0.0,0.0,0.0,0.0,0.0,0.2955796979384103
"Warwick Avenue Station, Maida Vale",47,51.52334476,-0.183846408,36.0,Paddington_diatance,844.0,The Regent's Park Hanover Gate_distance,1379.0,Cadogan Pier_diatance,4664.0,13908.0,0.0,2.991106119873327,0.0,0.0,-2.568809760249087,0.4375268968741375
"Godliman Street, St. Paul's",48,51.51248445,-0.099141408,23.0,Blackfriars_diatance,285.0,Lincoln's Inn Fields South_distance,1231.0,Blackfriars Pier_diatance,242.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.22876784549272747
"Curzon Street, Mayfair",49,51.50706909,-0.145904427,8.0,Victoria_diatance,1167.0,Green Park Devonshire Gates_diatance,180.0,Westminster Pier_diatance,1683.0,4530.0,-5.500501947509548,-3.8903552549603435,-2.63187253775038,6.073010718865885,-4.121156282488159,0.3159239347726987
"East Road, Hoxton",50,51.52867339,-0.087459376,19.0,Liverpool Street_diatance,1195.0,Lincoln's Inn Fields South_distance,2460.0,Blackfriars Pier_diatance,2214.0,52750.0,0.0,0.0,0.0,0.0,0.0,0.3247777370510897
"Finsbury Library , Finsbury",51,51.52671796,-0.104298194,48.0,Kings Cross_diatance,1458.0,Lincoln's Inn Fields South_distance,1481.0,Blackfriars Pier_diatance,1805.0,30164.0,0.0,0.0,0.0,0.0,0.0,0.21258938998328925
"Roscoe Street, St. Luke's",52,51.52295439,-0.094934859,22.0,Liverpool Street_diatance,1029.0,Lincoln's Inn Fields South_distance,1680.0,Blackfriars Pier_diatance,1433.0,19126.0,0.0,0.0,0.0,0.0,0.0,0.28967062422535106
"Grafton Street, Mayfair",53,51.5099923,-0.143495266,5.0,Charing Cross_diatance,1438.0,Green Park Devonshire Gates_diatance,490.0,Embankment Pier_diatance,1570.0,2938.0,-3.024772551670094,-2.8807216410047545,0.0,2.6798637273035837,-2.015187675458714,0.29226355972334195
"Golden Lane, Barbican",54,51.52174785,-0.094475072,3.0,Liverpool Street_diatance,942.0,Lincoln's Inn Fields South_distance,1649.0,Blackfriars Pier_diatance,1316.0,32149.0,0.0,0.0,0.0,0.0,0.0,0.2594904331214513
"Finsbury Circus, Liverpool Street",55,51.51707521,-0.086685542,20.0,Liverpool Street_diatance,367.0,Lincoln's Inn Fields South_distance,2048.0,London Bridge City Pier_diatance,1137.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.15542923338294148
"Paddington Street, Marylebone",56,51.52058381,-0.154701411,14.0,Marylebone_diatance,639.0,The Regent's Park York Gate_distance,461.0,Embankment Pier_diatance,2760.0,23675.0,-2.89382423131933,0.0,-2.6285037544057688,2.2336199567750383,0.0,0.6518923211069501
"Guilford Street , Bloomsbury",57,51.52334672,-0.120202614,16.0,St Pancras_diatance,984.0,Lincoln's Inn Fields West_distance,839.0,Embankment Pier_diatance,1822.0,23833.0,0.0,0.0,0.0,0.0,0.0,0.20630544778501134
"New Inn Yard, Shoreditch",58,51.52452699,-0.079248081,24.0,Liverpool Street_diatance,695.0,Victoria Park Bonner Gate_diatance,2334.0,Tower Millennium Pier_diatance,1919.0,6784.0,0.0,0.0,0.0,0.0,0.0,0.009043892901168991
"Lisson Grove, St. John's Wood",60,51.52644828,-0.172190727,6.0,Marylebone_diatance,737.0,The Regent's Park Hanover Gate_distance,502.0,Embankment Pier_diatance,4132.0,27036.0,0.0,0.0,0.0,0.0,0.0,0.2752084784146902
"Great Dover Street, The Borough",61,51.49738251,-0.089446947,15.0,London Bridge_diatance,930.0,Geraldine Mary Harmsworth Park East_diatance,1159.0,London Bridge City Pier_diatance,1112.0,36858.0,0.0,0.0,0.0,0.0,0.0,0.2439954291407981
"Cotton Garden Estate, Kennington",62,51.4907579,-0.106323685,7.0,Vauxhall_diatance,1268.0,Geraldine Mary Harmsworth Park East_diatance,586.0,Millbank Millennium Pier_diatance,1277.0,19750.0,0.0,0.0,0.0,0.0,0.0,0.16774952902766577
"Murray Grove , Hoxton",63,51.53089041,-0.089782579,28.0,Liverpool Street_diatance,1482.0,Lincoln's Inn Fields South_distance,2492.0,Blackfriars Pier_diatance,2383.0,24596.0,0.0,0.0,0.0,0.0,0.0,0.39375874744166467
"William IV Street, Strand",64,51.50946212,-0.124749274,36.0,Charing Cross_diatance,246.0,St. James's Park Waterloo Place Gate_distance,621.0,Embankment Pier_diatance,363.0,5614.0,0.0,0.0,0.0,0.0,0.0,0.7456935784068762
"Gower Place , Euston",65,51.52522753,-0.13518856,8.0,Euston_diatance,389.0,The Regent's Park St. Andrew's Gate_distance,743.0,Embankment Pier_diatance,2244.0,11192.0,0.0,0.0,0.0,0.0,0.0,0.1799726946907102
"Holborn Circus, Holborn",66,51.51795029,-0.108657431,10.0,Blackfriars_diatance,807.0,Lincoln's Inn Fields South_distance,581.0,Blackfriars Pier_diatance,974.0,31587.0,0.0,0.0,0.0,0.0,0.0,0.26100400750807307
"Hatton Garden, Holborn",67,51.51882555,-0.108028472,25.0,Blackfriars_diatance,876.0,Lincoln's Inn Fields South_distance,666.0,Blackfriars Pier_diatance,1036.0,17909.0,0.0,0.0,0.0,0.0,0.0,0.28324709623118416
"Theobald's Road , Holborn",68,51.52059681,-0.116688468,6.0,St Pancras_diatance,1366.0,Lincoln's Inn Fields West_distance,526.0,Festival Pier_diatance,1514.0,5611.0,0.0,0.0,0.0,0.0,0.0,0.2644619774774948
"Euston Road, Euston",69,51.5262363,-0.134407652,2.0,Euston_diatance,274.0,The Regent's Park St. Andrew's Gate_distance,803.0,Embankment Pier_diatance,2325.0,6943.0,0.0,0.0,0.0,0.0,0.0,0.17297556585986643
"Calshot Street , King's Cross",70,51.53136059,-0.117069978,17.0,Kings Cross_diatance,446.0,Lincoln's Inn Fields West_distance,1716.0,Blackfriars Pier_diatance,2562.0,18269.0,0.0,0.0,0.0,0.0,0.0,0.06875920735480555
"Newgate Street , St. Paul's",71,51.5154186,-0.098850915,28.0,Blackfriars_diatance,513.0,Lincoln's Inn Fields South_distance,1200.0,Blackfriars Pier_diatance,553.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.24350767182104996
"Farringdon Lane, Clerkenwell",72,51.52352001,-0.108340165,10.0,Blackfriars_diatance,1376.0,Lincoln's Inn Fields South_distance,1030.0,Blackfriars Pier_diatance,1523.0,10379.0,0.0,0.0,0.0,0.0,0.0,0.19141006416060916
"Old Street Station, St. Luke's",73,51.52548,-0.089659871,22.0,Liverpool Street_diatance,944.0,Lincoln's Inn Fields South_distance,2137.0,Blackfriars Pier_diatance,1828.0,7965.0,0.0,0.0,0.0,0.0,0.0,0.31252118137291435
"Vauxhall Cross, Vauxhall",74,51.48591714,-0.124469948,34.0,Vauxhall_diatance,109.0,Geraldine Mary Harmsworth Park West_diatance,1433.0,St. George Wharf_diatance,198.0,48800.0,0.0,0.0,0.0,0.0,0.0,0.16784263247964407
"Torrens Street, Angel",75,51.53219984,-0.105480698,8.0,Kings Cross_diatance,1233.0,Lincoln's Inn Fields South_distance,1984.0,Blackfriars Pier_diatance,2420.0,18101.0,0.0,0.0,0.0,0.0,0.0,0.2759953102754512
"Longford Street, The Regent's Park",76,51.52559505,-0.144083893,32.0,Euston_diatance,748.0,The Regent's Park St. Andrew's Gate_distance,130.0,Embankment Pier_diatance,2601.0,4780.0,0.0,0.0,0.0,0.0,0.0,0.5869192511826702
"Russell Square Station, Bloomsbury",77,51.52341837,-0.124121774,21.0,St Pancras_diatance,898.0,Lincoln's Inn Fields West_distance,935.0,Embankment Pier_diatance,1838.0,30478.0,0.0,0.0,0.0,0.0,0.0,0.18313202945859108
"Sadlers Sports Centre, Finsbury",78,51.52486887,-0.099489485,13.0,Liverpool Street_diatance,1408.0,Lincoln's Inn Fields South_distance,1545.0,Blackfriars Pier_diatance,1588.0,32680.0,0.0,0.0,0.0,0.0,0.0,0.2975079213474927
"Arundel Street, Temple",79,51.511726,-0.11385596,3.0,Blackfriars_diatance,751.0,Lincoln's Inn Fields South_distance,465.0,Festival Pier_diatance,592.0,2977.0,0.0,0.0,0.0,0.0,0.0,0.40893120011772255
"Webber Street , Southwark",80,51.50069361,-0.102091246,21.0,Waterloo East_diatance,671.0,Geraldine Mary Harmsworth Park East_diatance,587.0,Bankside Pier_diatance,970.0,11382.0,0.0,0.0,0.0,0.0,0.0,0.17547306774983487
"Great Titchfield Street, Fitzrovia",81,51.52025302,-0.141327271,17.0,Euston_diatance,1051.0,The Regent's Park St. Andrew's Gate_distance,650.0,Embankment Pier_diatance,2023.0,10022.0,0.0,0.0,0.0,0.0,0.0,-0.02053603494715076
"Chancery Lane, Holborn",82,51.514274,-0.111257,16.0,Blackfriars_diatance,644.0,Lincoln's Inn Fields South_distance,374.0,Blackfriars Pier_diatance,821.0,2977.0,0.0,0.0,0.0,0.0,0.0,0.2655414781256127
"Panton Street, West End",83,51.50963938,-0.131510949,35.0,Charing Cross_diatance,629.0,St. James's Park Waterloo Place Gate_distance,450.0,Embankment Pier_diatance,764.0,5614.0,0.0,0.0,0.0,0.0,0.0,0.6137746359538756
"Breams Buildings, Holborn",84,51.51593725,-0.111778348,7.0,Blackfriars_diatance,776.0,Lincoln's Inn Fields South_distance,307.0,Blackfriars Pier_diatance,955.0,2733.0,0.0,0.0,0.0,0.0,0.0,0.23672790344438646
"Tanner Street, Bermondsey",85,51.50064702,-0.078600401,48.0,London Bridge_diatance,686.0,Geraldine Mary Harmsworth Park East_diatance,1968.0,Tower Bridge Quay_diatance,689.0,14036.0,0.0,0.0,0.0,0.0,0.0,0.2505639103417636
"Sancroft Street, Vauxhall",86,51.48947903,-0.115156562,10.0,Vauxhall_diatance,668.0,Geraldine Mary Harmsworth Park West_diatance,743.0,Millbank Millennium Pier_diatance,708.0,19457.0,0.0,0.0,0.0,0.0,0.0,0.18944990372065798
"Devonshire Square, Liverpool Street",87,51.51646835,-0.079684557,15.0,Liverpool Street_diatance,273.0,Lincoln's Inn Fields South_distance,2528.0,Tower Millennium Pier_diatance,1024.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.23517767186729974
"Bayley Street , Bloomsbury",88,51.51858757,-0.132053392,22.0,Euston_diatance,1137.0,Lincoln's Inn Fields West_distance,1019.0,Embankment Pier_diatance,1489.0,12381.0,0.0,0.0,0.0,0.0,0.0,0.3039394424359079
"Tavistock Place, Bloomsbury",89,51.5262503,-0.123509611,20.0,St Pancras_diatance,600.0,Lincoln's Inn Fields West_distance,1210.0,Embankment Pier_diatance,2148.0,19753.0,0.0,0.0,0.0,0.0,0.0,0.1389552244210463
"Harrington Square 1, Camden Town",90,51.53301907,-0.139174593,7.0,Euston_diatance,579.0,The Regent's Park Chester Gate_distance,756.0,Embankment Pier_diatance,3148.0,15115.0,0.0,0.0,0.0,0.0,0.0,0.49634592017335366
"Walnut Tree Walk, Vauxhall",91,51.49368637,-0.111014912,18.0,Waterloo_diatance,1058.0,Geraldine Mary Harmsworth Park West_diatance,210.0,Millbank Millennium Pier_diatance,971.0,17675.0,0.0,0.0,0.0,0.0,0.0,0.19964068028514478
"Borough Road, Elephant & Castle",92,51.49889832,-0.100440521,14.0,Waterloo East_diatance,884.0,Geraldine Mary Harmsworth Park East_diatance,502.0,Bankside Pier_diatance,1126.0,12715.0,0.0,0.0,0.0,0.0,0.0,0.16496840442984714
"Cloudesley Road, Angel",93,51.53440868,-0.109025404,22.0,Kings Cross_diatance,1012.0,Lincoln's Inn Fields South_distance,2144.0,Blackfriars Pier_diatance,2704.0,22945.0,0.0,0.0,0.0,0.0,0.0,0.1920093618430723
"Bricklayers Arms, Borough",94,51.49506109,-0.085814489,28.0,London Bridge_diatance,1140.0,Geraldine Mary Harmsworth Park East_diatance,1405.0,London Bridge City Pier_diatance,1322.0,22671.0,0.0,0.0,0.0,0.0,0.0,0.24062977208643385
"Aldersgate Street, Barbican",95,51.5208417,-0.097340162,22.0,Blackfriars_diatance,1100.0,Lincoln's Inn Fields South_distance,1426.0,Blackfriars Pier_diatance,1164.0,13475.0,0.0,0.0,0.0,0.0,0.0,0.24734423245287976
"Falkirk Street, Hoxton",96,51.53095071,-0.078505384,5.0,Liverpool Street_diatance,1404.0,Victoria Park St Agnes Gate_diatance,1980.0,Tower Millennium Pier_diatance,2633.0,13333.0,0.0,0.0,0.0,0.0,0.0,0.12473963788791098
"Gloucester Road (North), Kensington",97,51.49792478,-0.183834706,17.0,Paddington_diatance,2186.0,Kensington Gardens Palace Gate_diatance,441.0,Cadogan Pier_diatance,2068.0,11047.0,0.0,-2.0782900203036316,0.0,0.0,0.0,0.41506866663568026
"Hampstead Road, Euston",98,51.52554222,-0.138231303,14.0,Euston_diatance,436.0,The Regent's Park St. Andrew's Gate_distance,533.0,Embankment Pier_diatance,2372.0,4780.0,0.0,0.0,0.0,0.0,0.0,0.18296586413097476
"Old Quebec Street, Marylebone",99,51.51457763,-0.158264483,81.0,Marylebone_diatance,1003.0,Hyde Park Marble Arch_diatance,274.0,Embankment Pier_diatance,2692.0,13849.0,-5.5699683618791465,0.0,-5.817090739642469,2.0257366148051115,-3.815947782479674,0.46508898298559287
"Albert Embankment, Vauxhall",100,51.49043573,-0.122806861,30.0,Vauxhall_diatance,504.0,Geraldine Mary Harmsworth Park West_diatance,1011.0,Millbank Millennium Pier_diatance,198.0,11597.0,0.0,0.0,0.0,0.0,0.0,0.41102677984396113
"Queen Street 1, Bank",101,51.51155322,-0.0929401,13.0,Cannon Street_diatance,202.0,Lincoln's Inn Fields South_distance,1672.0,Bankside Pier_diatance,409.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.199212940062096
"Jewry Street, Aldgate",102,51.51340693,-0.076793375,11.0,Fenchurch Street_diatance,246.0,Lincoln's Inn Fields South_distance,2737.0,Tower Millennium Pier_diatance,697.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.30834458280094923
"Vicarage Gate, Kensington",103,51.50472376,-0.192538767,7.0,Paddington_diatance,1751.0,Kensington Gardens Studio Gate_diatance,299.0,Cadogan Pier_diatance,3034.0,8796.0,1.9955646136807659,-4.036684713131803,0.0,-2.777092045153069,-3.00837031013592,0.42189838850504346
"Crosswall, Tower",104,51.51159481,-0.077121322,14.0,Fenchurch Street_diatance,84.0,Geraldine Mary Harmsworth Park East_diatance,2647.0,Tower Millennium Pier_diatance,496.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.3217923154884502
"Westbourne Grove, Bayswater",105,51.51552971,-0.190240716,27.0,Paddington_diatance,939.0,Kensington Gardens Black Lion Gate_diatance,626.0,Cadogan Pier_diatance,3994.0,22058.0,-5.212866759389062,0.0,-5.871326148917854,5.109633977524212,-5.186538314567488,0.44290743404049465
"Woodstock Street, Mayfair",106,51.51410514,-0.147301667,12.0,Marylebone_diatance,1477.0,Hyde Park Marble Arch_diatance,818.0,Embankment Pier_diatance,1964.0,2938.0,-3.392742084671913,0.0,-2.3834247860496385,0.0,-2.3531645879174516,0.38032010071336836
"Finsbury Leisure Centre, St. Luke's",107,51.52600832,-0.096317627,27.0,Liverpool Street_diatance,1301.0,Lincoln's Inn Fields South_distance,1794.0,Blackfriars Pier_diatance,1741.0,19126.0,0.0,0.0,0.0,0.0,0.0,0.35388208974772684
"Abbey Orchard Street, Westminster",108,51.49812559,-0.132102166,27.0,Victoria_diatance,895.0,St. James's Park Queen Anne's Gate_distance,333.0,Westminster Pier_diatance,739.0,24957.0,0.0,0.0,0.0,0.0,0.0,0.47971653343330256
"Soho Square , Soho",109,51.51563144,-0.132328837,35.0,Charing Cross_diatance,1107.0,Lincoln's Inn Fields West_distance,995.0,Embankment Pier_diatance,1227.0,10317.0,0.0,0.0,0.0,0.0,0.0,0.4173848688282194
"Wellington Road, St. John's Wood",110,51.53304322,-0.172528678,15.0,Marylebone_diatance,1287.0,The Regent's Park Hanover Gate_distance,702.0,Embankment Pier_diatance,4577.0,12418.0,0.0,0.0,0.0,0.0,0.0,0.15444299279983834
"Park Lane , Hyde Park",111,51.5100172,-0.157275636,445.0,Marylebone_diatance,1508.0,Hyde Park Park Lane_diatance,111.0,Embankment Pier_diatance,2510.0,891.0,-9.546633839861881,-2.00571668708183,-7.891408046126949,4.235807403360871,-7.223823137774709,0.36158272629694616
"Stonecutter Street, Holborn",112,51.51580998,-0.105270275,10.0,Blackfriars_diatance,494.0,Lincoln's Inn Fields South_distance,756.0,Blackfriars Pier_diatance,650.0,2733.0,0.0,0.0,0.0,0.0,0.0,0.2970006447290835
"Gloucester Road (Central), South Kensington",113,51.49646288,-0.183289032,17.0,Paddington_diatance,2337.0,Kensington Gardens Palace Gate_diatance,606.0,Cadogan Pier_diatance,1915.0,19558.0,0.0,0.0,0.0,0.0,0.0,0.40627136835266603
"Park Road (Baker Street), The Regent's Park",114,51.52451738,-0.158963647,124.0,Marylebone_diatance,321.0,The Regent's Park Clarence Gate_distance,57.0,Embankment Pier_diatance,3253.0,3413.0,0.0,0.0,-2.384281974731935,0.0,0.0,0.6496671675224813
"Braham Street, Aldgate",115,51.51423368,-0.073537654,44.0,Fenchurch Street_diatance,456.0,Mile End Park Football Pitch_diatance,2728.0,Tower Millennium Pier_diatance,858.0,23872.0,0.0,0.0,0.0,0.0,0.0,0.27073065780861977
"Little Argyll Street, West End",116,51.51449962,-0.141423695,45.0,Charing Cross_diatance,1488.0,Green Park Devonshire Gates_diatance,1010.0,Embankment Pier_diatance,1622.0,2938.0,0.0,0.0,0.0,0.0,0.0,-1.0542604944906828
"Lollard Street, Vauxhall",117,51.49288067,-0.114934001,29.0,Vauxhall_diatance,952.0,Geraldine Mary Harmsworth Park West_diatance,416.0,Millbank Millennium Pier_diatance,687.0,12443.0,0.0,0.0,0.0,0.0,0.0,0.2661611214183172
"Rochester Row, Westminster",118,51.49582705,-0.13547809,11.0,Victoria_diatance,651.0,St. James's Park Buckingham Gate_distance,557.0,Millbank Millennium Pier_diatance,872.0,15046.0,0.0,0.0,0.0,0.0,0.0,0.195922778720924
"Bath Street, St. Luke's",119,51.52589324,-0.090847761,26.0,Liverpool Street_diatance,1029.0,Lincoln's Inn Fields South_distance,2091.0,Blackfriars Pier_diatance,1836.0,7965.0,0.0,0.0,0.0,0.0,0.0,0.3386954307869626
"The Guildhall, Guildhall",120,51.51573534,-0.093080779,35.0,Cannon Street_diatance,640.0,Lincoln's Inn Fields South_distance,1599.0,Blackfriars Pier_diatance,787.0,7347.0,0.0,0.0,0.0,0.0,0.0,0.20290052752787074
"Baker Street, Marylebone",121,51.51891348,-0.156166631,17.0,Marylebone_diatance,664.0,The Regent's Park Clarence Gate_distance,663.0,Embankment Pier_diatance,2752.0,7737.0,-3.4449603003178435,0.0,-3.220307255819371,2.511198763050754,-2.078272839172849,0.5967702333298627
"Norton Folgate, Liverpool Street",122,51.52111369,-0.078869751,17.0,Liverpool Street_diatance,358.0,Victoria Park Bonner Gate_diatance,2502.0,Tower Millennium Pier_diatance,1539.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.07083620689028822
"St. John Street, Finsbury",123,51.52836014,-0.104724625,9.0,Kings Cross_diatance,1361.0,Lincoln's Inn Fields South_distance,1621.0,Blackfriars Pier_diatance,1990.0,20244.0,0.0,0.0,0.0,0.0,0.0,0.22408503140783828
"Eaton Square, Belgravia",124,51.49654462,-0.150905245,15.0,Victoria_diatance,423.0,Green Park Wellington Arch_diatance,682.0,Battersea Power Station Pier_diatance,1445.0,7876.0,0.0,0.0,-3.5968636008917705,3.4516271417840962,0.0,0.27583466340737833
"Borough High Street, The Borough",125,51.50069491,-0.094524319,21.0,London Bridge_diatance,829.0,Geraldine Mary Harmsworth Park East_diatance,952.0,Bankside Pier_diatance,912.0,10448.0,0.0,0.0,0.0,0.0,0.0,0.17993037673099288
"Museum of London, Barbican",126,51.51782144,-0.096496865,12.0,Blackfriars_diatance,825.0,Lincoln's Inn Fields South_distance,1384.0,Blackfriars Pier_diatance,858.0,13475.0,0.0,0.0,0.0,0.0,0.0,0.22251162204386032
"Wood Street, Guildhall",127,51.51700801,-0.09388536,14.0,Cannon Street_diatance,790.0,Lincoln's Inn Fields South_distance,1551.0,Blackfriars Pier_diatance,862.0,7347.0,0.0,0.0,0.0,0.0,0.0,0.18268415928103707
"Emperor's Gate, South Kensington",128,51.49536226,-0.185296516,22.0,Paddington_diatance,2486.0,Kensington Gardens Palace Gate_diatance,728.0,Cadogan Pier_diatance,1913.0,31068.0,0.0,0.0,0.0,0.0,0.0,0.3748852995523859
"Golden Square, Soho",129,51.5118973,-0.137043852,15.0,Charing Cross_diatance,1082.0,St. James's Park Waterloo Place Gate_distance,808.0,Embankment Pier_diatance,1217.0,2938.0,0.0,0.0,0.0,0.0,0.0,-0.18779760645655505
"Tower Gardens , Tower",130,51.50950627,-0.075459482,53.0,Fenchurch Street_diatance,288.0,Geraldine Mary Harmsworth Park East_diatance,2594.0,Tower Millennium Pier_diatance,344.0,7364.0,0.0,0.0,0.0,0.0,0.0,0.2966953802441493
"Eversholt Street , Camden Town",131,51.53300545,-0.136792671,11.0,Euston_diatance,504.0,The Regent's Park Chester Gate_distance,867.0,Embankment Pier_diatance,3085.0,22264.0,0.0,0.0,0.0,0.0,0.0,0.3087116622945783
"Bethnal Green Road, Shoreditch",132,51.52364804,-0.074754872,50.0,Liverpool Street_diatance,756.0,Victoria Park Bonner Gate_diatance,2110.0,Tower Millennium Pier_diatance,1843.0,14523.0,0.0,0.0,0.0,0.0,0.0,0.046571611555113704
"Derry Street, Kensington",133,51.50136494,-0.191462381,25.0,Paddington_diatance,2019.0,Kensington Gardens Studio Gate_diatance,377.0,Cadogan Pier_diatance,2695.0,9925.0,2.150393818419343,-3.227900051182601,0.0,-2.3862372529669815,0.0,0.4136031788438936
"Wapping High Street, Wapping",134,51.504904,-0.06797,29.0,Fenchurch Street_diatance,1016.0,Mile End Park Football Pitch_diatance,2751.0,Tower Bridge Quay_diatance,402.0,7364.0,0.0,0.0,0.0,0.0,0.0,0.29598813219028325
"Clerkenwell Green, Clerkenwell",135,51.52326004,-0.104708922,9.0,Blackfriars_diatance,1302.0,Lincoln's Inn Fields South_distance,1161.0,Blackfriars Pier_diatance,1429.0,10379.0,0.0,0.0,0.0,0.0,0.0,0.22174850201240384
"Queen Victoria Street, St. Paul's",136,51.51196176,-0.097441687,12.0,Blackfriars_diatance,387.0,Lincoln's Inn Fields South_distance,1360.0,Blackfriars Pier_diatance,285.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.21585619214535978
