name,x_coor,y_coor,y,ols_residual,gwr_yhat,gwr_residual,localR2,influ,CooksD,beta_Intercept,beta_min_rail_distance,beta_min_park_distance,beta_min_pier_distance,beta_population_density,se_Intercept,se_min_rail_distance,se_min_park_distance,se_min_pier_distance,se_population_density,t_Intercept,t_min_rail_distance,t_min_park_distance,t_min_pier_distance,t_population_density,p_Intercept,p_min_rail_distance,p_min_park_distance,p_min_pier_distance,p_population_density,sumW
"St. Mary Axe, Aldgate",-0.080660083,51.51422502,-0.170792492,-0.050117347,-0.141956326,-0.028836165,0.328007608,0.127056248,1.82E-06,0,0,0,0,0,0.711406364,0.898031184,0.347915666,0.379316374,0.19382361,0,0,0,0,0,0.695416373,0.976340625,0.970021407,0.527372006,0.683731009,21.0183608
"Flamborough Street, Limehouse",-0.0389866,51.5128711,0.064613602,0.089977719,-0.072613004,0.137226607,0.399544411,0.150696522,5.15E-05,0,0,0,0,0,0.3098457,0.353807104,0.32231107,0.444988074,0.132564364,0,0,0,0,0,0.789891711,0.901235922,0.943254611,0.970406867,0.684478386,18.2330788
"Lindfield Street, Poplar",-0.020467,51.513757,-0.053089445,0.062325997,-0.115145228,0.062055783,-0.223026291,0.102225934,6.40E-06,0,0,0,0,0,0.517266839,0.331516656,0.208393509,0.355573683,0.124471784,0,0,0,0,0,0.935504527,0.73675978,0.914114924,0.70980932,0.684924945,24.8173124
"Fisherman's Walk West, Canary Wharf",-0.02296,51.50623,0.152890888,0.167176278,0.058455256,0.094435632,0.423272185,0.165997596,2.79E-05,0,0,0,0,0,0.545781855,0.32353035,0.205784578,0.406006604,0.120472347,0,0,0,0,0,0.99614008,0.684630981,0.997818827,0.53658671,0.687684164,22.37091774
"Gloucester Road (North), Kensington",-0.183834706,51.49792478,-0.170792492,-0.343755578,0.329178514,-0.499971006,0.430055108,0.061681094,0.000229424,0,0,0,0,0,0.588310828,0.488817832,0.54848606,0.41817848,0.224303255,0,0,0,0,0,0.62967883,0.257179273,0.474065436,0.806765602,0.690971358,25.89529385
"Thorndike Close, West Chelsea",-0.183853573,51.48089844,-0.30320842,-0.120491111,-0.173562687,-0.129645733,0.19104921,0.169260721,5.40E-05,0,0,0,0,0,0.644538029,0.43958815,0.244595665,0.583900069,0.314052566,0,0,0,0,0,0.863145892,0.869990833,0.867884833,0.760347309,0.691910426,19.14180093
"Holden Street, Battersea",-0.158230901,51.4687905,-0.259069777,-0.260301598,-0.125737086,-0.133332691,0.406401338,0.137614323,4.31E-05,0,0,0,0,0,0.231104545,0.321921836,0.245772882,0.344395785,0.234102942,0,0,0,0,0,0.33205336,0.592505178,0.448411088,0.503350889,0.695509235,24.32675125
"Gloucester Road (Central), South Kensington",-0.183289032,51.49646288,-0.170792492,-0.196675932,0.117884839,-0.288677331,0.375843694,0.124631112,0.00017757,0,0,0,0,0,0.625844536,0.52685923,0.568839957,0.450323689,0.221698366,0,0,0,0,0,0.874580123,0.775448639,0.329985069,0.965504356,0.697780964,26.82074911
"Eel Brook Common, Walham Green",-0.193254007,51.47625965,-0.244356896,-0.104935755,-0.045802758,-0.198554138,0.181685859,0.113818609,7.49E-05,0,0,0,0,0,0.726617841,0.46875596,0.228309141,0.683496622,0.288295834,0,0,0,0,0,0.944852814,0.921413938,0.847624623,0.846062271,0.699602495,20.22401641
"Broadwick Street, Soho",-0.135580879,51.5136846,-0.214931135,-0.202927535,-0.204060242,-0.010870893,0.041483626,0.201932413,4.91E-07,0,0,0,0,0,0.320354573,0.787961977,0.481939591,0.625508256,0.269846756,0,0,0,0,0,0.349932435,0.693890121,0.897421171,0.983431089,0.700353828,21.41056286
"Wardour Street, Soho",-0.133201961,51.51251523,-0.038376564,-0.091214644,-0.112788476,0.074411912,0.348566416,0.085693264,7.44E-06,0,0,0,0,0,0.318957389,0.827903044,0.463110543,0.75424781,0.254104506,0,0,0,0,0,0.320274176,0.678135613,0.969799765,0.966000436,0.705206899,20.83141672
"Chrisp Street Market, Poplar",-0.014438,51.5112,-0.156079611,0.025023099,-0.142769583,-0.013310028,-0.122902948,0.067848917,1.81E-07,0,0,0,0,0,0.560076557,0.350898284,0.217494261,0.374966121,0.117738943,0,0,0,0,0,0.898341834,0.689953839,0.996537794,0.635889314,0.705887621,25.40467207
"Vicarage Crescent, Battersea",-0.176267008,51.47287627,0.094039364,0.204740412,-0.000348651,0.094388015,0.374966097,0.166653077,2.80E-05,0,0,0,0,0,0.450581205,0.231306967,0.182783665,0.493740105,0.265910152,0,0,0,0,0,0.577614475,0.754926486,0.317886906,0.693276818,0.707354865,20.16517375
"Silverthorne Road, Battersea",-0.148059277,51.47286577,-0.229644015,-0.394447586,-0.007957607,-0.221686409,0.395740116,0.144610643,0.000127248,0,0,0,0,0,0.217565083,0.363744355,0.306260403,0.433003589,0.189446699,0,0,0,0,0,0.219095712,0.585939853,0.520372741,0.530232838,0.707647219,20.68913313
"Carnegie Street, King's Cross",-0.11619105,51.53546778,-0.082515207,0.082573573,-0.224603791,0.142088584,0.123167578,0.165742139,6.30E-05,0,0,0,0,0,0.358846008,0.452319783,0.390912574,0.494475519,0.175038497,0,0,0,0,0,0.753717065,0.89695862,0.92028325,0.920053951,0.710259468,20.88530178
"Import Dock, Canary Wharf",-0.016460175,51.505772,-0.332634182,-0.30794724,-0.063066448,-0.269567734,0.311234649,0.093148539,0.00010783,0,0,0,0,0,0.564462992,0.336650332,0.201686988,0.377728119,0.116051603,0,0,0,0,0,0.934369626,0.655850715,0.900859513,0.516613217,0.711123466,26.51043993
"Jubilee Plaza, Canary Wharf",-0.020068,51.50357,0.123465126,0.191934132,-0.014628331,0.138093457,0.401613425,0.099468287,3.06E-05,0,0,0,0,0,0.514441278,0.29894202,0.18572278,0.388995557,0.117174748,0,0,0,0,0,0.95193132,0.679066367,0.941094771,0.484707587,0.71338866,24.93799172
"Manresa Road, Chelsea",-0.170983,51.486892,-0.244356896,-0.223220319,-0.157765242,-0.086591655,-0.021949888,0.14724195,1.99E-05,0,0,0,0,0,0.396531678,0.328562442,0.390030319,0.397229525,0.226488723,0,0,0,0,0,0.894799007,0.935915759,0.451571088,0.658345962,0.713685134,21.64874066
"Burdett Road, Mile End",-0.029138,51.516196,-0.156079611,-0.24552457,-0.058215063,-0.097864548,0.016544653,0.193689279,3.74E-05,0,0,0,0,0,0.473752055,0.354283018,0.245078635,0.380507241,0.158669411,0,0,0,0,0,0.956585158,0.907447866,0.906294734,0.928808452,0.714048116,20.60662255
"Heron Quays DLR, Canary Wharf",-0.021596,51.502661,-0.332634182,0.122585823,-0.137578717,-0.195055464,0.413653718,0.21487009,0.000173743,0,0,0,0,0,0.438563562,0.256176661,0.166918141,0.389228965,0.11668114,0,0,0,0,0,0.85875342,0.683708591,0.979224558,0.472637822,0.716810152,24.46815473
"Newby Place, Poplar",-0.012413,51.508896,-0.082515207,0.090041718,-0.147162858,0.064647652,0.015577581,0.04261465,2.55E-06,0,0,0,0,0,0.56044015,0.347788137,0.20679501,0.371596168,0.11508049,0,0,0,0,0,0.878239535,0.653609256,0.914875467,0.575786384,0.716993433,26.66853971
"Abingdon Villas, Kensington",-0.197245586,51.4973875,-0.288495539,-0.445044852,-0.03293647,-0.255559069,0.089342682,0.05616937,5.40E-05,0,0,0,0,0,0.632466289,0.408254971,0.498356315,0.306960223,0.241029147,0,0,0,0,0,0.948850109,0.994344025,0.322420508,0.083793316,0.717184607,20.87278142
"Upper Bank Street, Canary Wharf",-0.017676,51.503083,0.094039364,0.169747893,-0.07245808,0.166497444,0.381736046,0.088909833,3.89E-05,0,0,0,0,0,0.542546402,0.314818868,0.192407332,0.385851008,0.116450834,0,0,0,0,0,0.978486377,0.673244875,0.899771836,0.477495138,0.719734426,25.99928512
"Eccleston Place, Victoria",-0.147624377,51.49395092,-0.170792492,-0.247840639,-0.4696164,0.298823908,0.280039679,0.187825644,0.000333109,1.461405299,1.172025686,0,1.406756016,0,0.506915213,0.418327139,0.380583772,0.417832703,0.14493553,2.882938333,2.801696509,0,3.366792513,0,0.004047084,0.005208125,0.054900081,0.000797344,0.720092362,21.20211543
"Halford Road, West Kensington",-0.19760944,51.483911,-0.30320842,-0.174806043,-0.068410856,-0.234797564,0.164115112,0.098290346,8.73E-05,0,0,0,0,0,0.593270664,0.43361265,0.261842018,0.540301569,0.262619959,0,0,0,0,0,0.836527867,0.956757836,0.994178761,0.934904176,0.72056184,17.843578
"Sandilands Road, Walham Green",-0.191803,51.473611,-0.053089445,0.214605633,-0.182124961,0.129035516,0.201673706,0.166856118,5.24E-05,0,0,0,0,0,0.684327689,0.386404244,0.222908203,0.685872974,0.286642177,0,0,0,0,0,0.936486297,0.978300286,0.735871981,0.851742881,0.720656605,19.37965204
"Aberfeldy Street, Poplar",-0.005659,51.513548,-0.259069777,-0.205133111,-0.117875822,-0.141193955,-0.523304102,0.122975744,4.18E-05,0,0,0,0,0,0.563701452,0.354733936,0.21560772,0.369440777,0.117779211,0,0,0,0,0,0.90551935,0.722731424,0.979422866,0.724173719,0.721356668,22.76803121
"Phene Street, Chelsea",-0.167919869,51.48498496,-0.14136673,-0.117898476,-0.039375264,-0.101991466,0.317584491,0.260686163,6.50E-05,0,0,0,0,0,0.410633069,0.333909314,0.349059817,0.456260454,0.243078337,0,0,0,0,0,0.954806869,0.964035733,0.213604159,0.609816299,0.721897512,18.88268486
"Wright's Lane, Kensington",-0.193068385,51.50039792,-0.170792492,-0.393652293,0.187117932,-0.357910424,0.403955202,0.089337887,0.000180788,0,0,0,0,0,0.620609611,0.37256911,0.49737359,0.267594526,0.218865611,0,0,0,0,0,0.448805599,0.051949849,0.249659569,0.095729772,0.72360282,21.08912837
"Austin Road, Battersea Park",-0.155442787,51.474376,0.167603769,-0.022532354,-0.052494425,0.220098194,0.399008903,0.205950514,0.0002073,0,0,0,0,0,0.28655078,0.359155922,0.363247692,0.400434228,0.213607359,0,0,0,0,0,0.203563669,0.76362347,0.273000127,0.64474979,0.72365378,20.29511714
"Clarendon Road, Avondale",-0.211593602,51.51323001,-0.097228087,-0.205409778,-0.179050792,0.081822705,0.301395518,0.09700544,1.04E-05,0,0,0,0,0,1.682959183,0.235576116,0.614331832,0.756776084,0.190826587,0,0,0,0,0,0.833959051,0.455736679,0.747393755,0.80362981,0.725100777,25.61030089
"South Quay East, Canary Wharf",-0.016251,51.50196,-0.244356896,-0.152769972,-0.113270546,-0.13108635,0.37627211,0.091264501,2.49E-05,0,0,0,0,0,0.550015931,0.318133307,0.194702395,0.388120255,0.116307228,0,0,0,0,0,0.968726745,0.674150857,0.876612534,0.465810296,0.725890939,26.23267298
"Frith Street, Soho",-0.13121385,51.51310333,-0.229644015,-0.269346705,-0.095464658,-0.134179358,0.529505527,0.105434292,3.11E-05,0,0,0,0,0,0.32109771,0.858078176,0.456838788,0.861814698,0.250857084,0,0,0,0,0,0.362267807,0.673006854,0.86119014,0.963361254,0.726237997,21.15191925
"Gloucester Avenue, Camden Town",-0.147154,51.537349,0.094039364,-0.231909192,0.115440045,-0.021400681,0.550184534,0.104977628,7.86E-07,0,0,0,0,0,0.857139553,0.598979935,0.299817741,0.381332565,0.193012494,0,0,0,0,0,0.558455538,0.799988459,0.263831208,0.708945668,0.730390693,17.30717577
"Lansdowne Road, Ladbroke Grove",-0.205535908,51.50748124,0.094039364,-0.167056595,0.008570552,0.085468812,0.334684997,0.05582439,5.99E-06,0,0,0,0,0,1.027652447,0.229505664,0.458179501,0.459614688,0.198619704,0,0,0,0,0,0.434966059,0.224149101,0.298761356,0.370072503,0.7341785,22.97472955
"Lightermans Road, Millwall",-0.020157,51.499041,-0.170792492,0.177352199,-0.164195817,-0.006596675,0.393411734,0.060507033,3.91E-08,0,0,0,0,0,0.382770966,0.223519013,0.156720668,0.39132941,0.115402817,0,0,0,0,0,0.718640005,0.695137434,0.954088186,0.437167278,0.734579328,25.30248065
"Lancaster Drive, Blackwall",-0.008428,51.503143,-0.273782658,-0.18458069,-0.194382753,-0.079399906,0.237170293,0.120684441,1.29E-05,0,0,0,0,0,0.586806226,0.353621073,0.208352655,0.381658944,0.114779568,0,0,0,0,0,0.906316276,0.628369874,0.79504455,0.483127852,0.734650072,26.89661931
"West Cromwell Road, Earl's Court",-0.198286569,51.49372451,-0.273782658,-0.343598886,-0.124061725,-0.149720933,0.007213755,0.062412816,2.09E-05,0,0,0,0,0,0.592748195,0.464609502,0.469955138,0.487654491,0.214922492,0,0,0,0,0,0.85945408,0.86857109,0.534364121,0.407267599,0.735192686,20.109137
"Canada Water Station, Rotherhithe",-0.049150215,51.498439,-0.420911467,-0.100251776,-0.244331206,-0.176580261,0.27231041,0.227413745,0.000155634,0,0,0,0,0,0.345920834,0.144866079,0.217477654,0.453287228,0.101451943,0,0,0,0,0,0.658938707,0.773857009,0.656557379,0.583831402,0.735467689,13.10836858
"Langdon Park, Poplar",-0.013475,51.51549,-0.229644015,-0.20749526,-0.085223369,-0.144420647,-0.864820238,0.060804407,1.88E-05,0,0,0,0,0,0.551167528,0.349316909,0.212951119,0.356775034,0.125574995,0,0,0,0,0,0.948271103,0.762954774,0.91904367,0.748777362,0.736070749,24.13722153
"Lower Marsh, Waterloo",-0.113936001,51.50013942,-0.126653849,-0.245208758,-0.08706964,-0.039584209,0.561775132,0.118002144,3.11E-06,0,0,0,0,0,1.085805054,0.631272693,0.543214205,0.713291357,0.266323854,0,0,0,0,0,0.577935752,0.761529219,0.850786869,0.453510927,0.736724263,21.4820321
"Naval Row, Blackwall",-0.00699,51.508981,-0.244356896,-0.10931152,-0.164850225,-0.079506672,-0.122469115,0.062938234,5.94E-06,0,0,0,0,0,0.568291902,0.354515954,0.205929697,0.373956785,0.114207539,0,0,0,0,0,0.862054028,0.641644573,0.865578643,0.567609202,0.737322717,25.70876304
"Holland Park, Kensington",-0.200742,51.502319,0.535425791,0.126305806,0.196665772,0.338760019,0.256847729,0.206834747,0.000494287,0,0,0,0,0,0.678779655,0.280394937,0.440908039,0.279463798,0.237330001,0,0,0,0,0,0.839818963,0.182301544,0.250315617,0.961257969,0.740453923,19.06577978
"Leman Street, Aldgate",-0.06954201,51.51236389,0.285306816,0.702413046,0.018485157,0.266821659,0.344005623,0.147673858,0.000189598,0,0,0,0,0,0.4215824,0.475987096,0.496161978,0.439233349,0.123868681,0,0,0,0,0,0.667730269,0.946177941,0.910709825,0.57807868,0.740823164,19.94883198
"Alpha Grove, Millwall",-0.022793,51.497304,-0.229644015,0.516196581,-0.223527633,-0.006116382,0.391462299,0.450661586,7.32E-07,0,0,0,0,0,0.311332399,0.174593604,0.139285515,0.39121602,0.113439629,0,0,0,0,0,0.529203554,0.715434563,0.982394808,0.423182533,0.741747037,24.85935025
"Prince of Wales Drive, Battersea Park",-0.159169801,51.47515398,0.226455292,0.010630775,0.112893628,0.113561665,0.396839713,0.277939387,9.01E-05,0,0,0,0,0,0.341350507,0.333894216,0.354960668,0.388008745,0.240286162,0,0,0,0,0,0.189514901,0.851285214,0.176428429,0.61233142,0.741968866,19.18287878
"Preston's Road, Cubitt Town",-0.009152,51.499286,-0.362059944,-0.082951324,-0.313769272,-0.048290671,0.324954291,0.182487282,8.34E-06,0,0,0,0,0,0.549985039,0.325108858,0.198990027,0.388131063,0.115746853,0,0,0,0,0,0.989195262,0.658796519,0.817123172,0.459922192,0.742092942,26.41675195
"Golden Square, Soho",-0.137043852,51.5118973,-0.200218254,-0.35495408,-0.071283497,-0.128934757,-0.482464792,0.156617931,4.80E-05,0,0,0,0,0,0.320351924,0.892830438,0.506145465,0.684559183,0.317868575,0,0,0,0,0,0.298142586,0.688350292,0.985002562,0.984118225,0.742118622,21.78467924
"Saltoun Road, Brixton",-0.11537509,51.460232,0.6825546,0.961105138,0.080738733,0.601815867,0.225051934,0.358570549,0.004135261,0,0,0,0,0,0.299958417,0.45164312,0.269786194,0.578322417,0.25422482,0,0,0,0,0,0.341923113,0.544370513,0.708898999,0.62629895,0.743023634,15.69027773
"York Way, Kings Cross",-0.12544145,51.541596,-0.288495539,-0.215366939,-0.185690271,-0.102805268,0.140382229,0.369803515,0.000128928,0,0,0,0,0,0.608922362,0.42212608,0.23666999,0.378435564,0.206699599,0,0,0,0,0,0.778012973,0.960985296,0.994237251,0.912338455,0.743791928,16.15482552
"Ilchester Place, Kensington",-0.202759212,51.50074359,-0.214931135,-0.622653,-0.026339699,-0.188591435,-0.581401859,0.233652471,0.000185379,0,0,0,0,0,0.660067335,0.295784867,0.465268587,0.266243767,0.269492276,0,0,0,0,0,0.794916441,0.689531896,0.562105885,0.913053519,0.744687236,19.04510792
"Charlotte Terrace, Angel",-0.112721065,51.53639219,-0.30320842,-0.10785959,-0.191550789,-0.111657631,0.203387428,0.178988862,4.34E-05,0,0,0,0,0,0.347700534,0.450584446,0.419461116,0.526534896,0.175236196,0,0,0,0,0,0.781079309,0.801091282,0.960969541,0.905560823,0.745083692,21.21309452
"Gloucester Road Station, South Kensington",-0.18267094,51.49418566,0.270593935,0.197339307,0.037764618,0.232829317,0.326272881,0.11667094,0.000106192,0,0,0,0,0,0.642886874,0.537991244,0.569251204,0.449807311,0.217905833,0,0,0,0,0,0.906556362,0.901138579,0.480678673,0.859639975,0.7456839,25.2488878
"Flood Street, Chelsea",-0.166878535,51.48802358,0.049900722,0.198062441,-0.068830294,0.118731016,-0.478970013,0.1740286,4.71E-05,0,0,0,0,0,0.368771984,0.28312856,0.423121383,0.426927312,0.255644488,0,0,0,0,0,0.857355668,0.976154732,0.446721949,0.717604957,0.746592655,19.99056131
"Aston Street, Stepney",-0.038775,51.516,-0.097228087,-0.099594894,-0.118950169,0.021722081,0.274139452,0.154074182,1.33E-06,0,0,0,0,0,0.401225299,0.570131268,0.494464592,0.468094557,0.13949759,0,0,0,0,0,0.761416059,0.815234231,0.854352034,0.831385654,0.746747038,19.34336078
"Millharbour, Millwall",-0.019355,51.496137,-0.288495539,-0.071879032,-0.093068453,-0.195427086,0.379932721,0.068556224,3.95E-05,0,0,0,0,0,0.337381399,0.193577145,0.147235387,0.392902499,0.114604367,0,0,0,0,0,0.587681839,0.714405866,0.968504752,0.425555378,0.747387932,25.32555404
"St. John's Park, Cubitt Town",-0.009506,51.496454,-0.200218254,0.120644746,-0.295149802,0.094931548,0.355925058,0.192690754,3.49E-05,0,0,0,0,0,0.540977846,0.31404416,0.197795607,0.399627429,0.117054149,0,0,0,0,0,0.909573937,0.685572861,0.83037313,0.445322558,0.74786391,25.10914675
"Sugden Road, Clapham",-0.157788279,51.46512358,-0.244356896,-0.15959939,-0.211052326,-0.03330457,0.384748469,0.139983072,2.75E-06,0,0,0,0,0,0.215230011,0.311643479,0.202091187,0.326137713,0.231812214,0,0,0,0,0,0.35557108,0.603526042,0.454201582,0.530627454,0.74836418,24.72069474
"East India DLR, Blackwall",-0.002275,51.509474,0.064613602,0.217272853,-0.196277757,0.260891359,-0.246820286,0.132435736,0.000156899,0,0,0,0,0,0.571131107,0.358312535,0.206170492,0.377009702,0.114087041,0,0,0,0,0,0.856450658,0.640616652,0.845385069,0.575353034,0.75159431,23.91133567
"Killick Street, King's Cross",-0.118677,51.5338,-0.317921301,-0.303955819,-0.155303292,-0.162618009,0.096522978,0.174108642,8.84E-05,0,0,0,0,0,0.33936846,0.447964308,0.336041363,0.454439788,0.162698206,0,0,0,0,0,0.659745054,0.953862709,0.946570905,0.934448543,0.752339914,22.83468122
"East Ferry Road, Cubitt Town",-0.014409,51.49447,-0.317921301,0.038275516,-0.167281583,-0.150639717,0.368352886,0.073636645,2.55E-05,0,0,0,0,0,0.39901797,0.231835865,0.163736882,0.399175241,0.116359994,0,0,0,0,0,0.694021063,0.711282636,0.903944265,0.430015751,0.752962972,24.82101958
"Maida Vale, Maida Vale",-0.18348604,51.529857,-0.185505373,-0.343419065,-0.125448969,-0.060056404,-0.855203114,0.275829729,2.49E-05,0,0,0,0,0,1.455702459,0.454081461,0.467238824,0.603793266,0.142882567,0,0,0,0,0,0.764594392,0.757647112,0.856403796,0.736592117,0.753469011,17.86063381
"Baylis Road, Waterloo",-0.110699309,51.50144456,-0.053089445,-0.182645233,-0.161261043,0.108171599,0.429788145,0.150194284,3.19E-05,0,0,0,0,0,0.95403591,0.651567488,0.469887962,0.794331161,0.265980552,0,0,0,0,0,0.689265886,0.791780957,0.941403397,0.671887059,0.754380764,24.41190658
"Lots Road, West Chelsea",-0.17903854,51.4795738,-0.170792492,-0.139784353,-0.02327208,-0.147520412,0.288142164,0.106114472,3.79E-05,0,0,0,0,0,0.5957664,0.335627223,0.257825459,0.599869493,0.31215996,0,0,0,0,0,0.813491897,0.831264397,0.669246123,0.736529723,0.754768444,19.05192539
"Jubilee Crescent, Cubitt Town",-0.007542,51.493381,-0.30320842,0.186505187,-0.252199984,-0.051008436,0.35677451,0.194555439,1.02E-05,0,0,0,0,0,0.53382032,0.308473028,0.198308081,0.407932126,0.118200402,0,0,0,0,0,0.862462802,0.700082161,0.828374837,0.439004108,0.755214601,23.4389344
"Nevern Place, Earl's Court",-0.194757949,51.49334336,-0.229644015,-0.144771429,-0.194222616,-0.0354214,0.170132948,0.16318516,3.83E-06,0,0,0,0,0,0.693473511,0.56819362,0.51304318,0.498368553,0.231175642,0,0,0,0,0,0.90691116,0.94969044,0.558027036,0.468577728,0.756080812,19.36582421
"Abbotsbury Road, Holland Park",-0.205991,51.501391,-0.244356896,-0.656714889,-0.113979005,-0.130377892,-1.946820718,0.224696077,8.32E-05,0,0,0,0,0,0.662531793,0.269036177,0.400906952,0.257510317,0.233735538,0,0,0,0,0,0.752922462,0.856726917,0.709300832,0.94771354,0.759510943,20.32324329
"Harcourt Terrace, West Brompton",-0.187404506,51.48795853,-0.038376564,0.072276498,-0.039567857,0.001191293,0.028614965,0.151811407,3.92E-09,0,0,0,0,0,0.762204223,0.68859991,0.357561781,0.485259932,0.225556263,0,0,0,0,0,0.755486426,0.820862276,0.962587529,0.915004277,0.759909192,17.77040409
"Soho Square , Soho",-0.132328837,51.51563144,0.094039364,0.06159421,-0.125990349,0.220029713,0.277792192,0.151420864,0.000133371,0,0,0,0,0,0.344599402,0.696185546,0.501753809,0.634064457,0.247257048,0,0,0,0,0,0.49162178,0.789810661,0.778388809,0.892463641,0.760674181,18.56179703
"Emperor's Gate, South Kensington",-0.185296516,51.49536226,-0.097228087,0.042268767,-0.037174759,-0.060053328,0.326226427,0.444052495,6.79E-05,0,0,0,0,0,0.707489665,0.590787122,0.600080214,0.468255596,0.229174402,0,0,0,0,0,0.679632943,0.927122313,0.290374518,0.692788751,0.760916206,26.40190251
"Spindrift Avenue, Millwall",-0.018716,51.49109,0.064613602,0.514398313,-0.029154016,0.093767618,0.373375631,0.109852029,1.60E-05,0,0,0,0,0,0.344930191,0.183994841,0.151436771,0.413786239,0.116781671,0,0,0,0,0,0.473454003,0.760268921,0.959990443,0.410069992,0.761055092,22.44728136
"Queen's Gate (Central), South Kensington",-0.17873226,51.49396755,-0.038376564,-0.133096377,0.016873106,-0.05524967,0.291013742,0.096391234,4.72E-06,0,0,0,0,0,0.53743603,0.453928433,0.495068081,0.425832926,0.205707312,0,0,0,0,0,0.764267924,0.678555167,0.703756566,0.358968509,0.762527979,23.1542183
"Farringdon Lane, Clerkenwell",-0.108340165,51.52352001,-0.273782658,-0.321496182,-0.221721641,-0.052061017,0.219756298,0.150260258,7.39E-06,0,0,0,0,0,0.264887534,0.497276687,0.317325678,0.444306267,0.142151047,0,0,0,0,0,0.452155765,0.940901238,0.790503648,0.889721731,0.763687267,17.97935486
"Rotherhithe Roundabout, Rotherhithe",-0.055846029,51.499169,0.123465126,0.38055262,-0.281803167,0.405268293,0.27742684,0.310122134,0.001402079,0,0,0,0,0,0.420000356,0.263701258,0.256954998,0.508850676,0.119242257,0,0,0,0,0,0.839191285,0.696818322,0.636635554,0.686437247,0.763855483,16.15516226
"Castlehaven Road, Camden Town",-0.145393,51.542138,0.005762079,-0.304553498,-0.009293966,0.015056045,0.475908472,0.239289197,1.23E-06,0,0,0,0,0,1.081944669,0.762542145,0.309499612,0.480762899,0.217089223,0,0,0,0,0,0.844064546,0.981676652,0.532241423,0.933271049,0.76435574,16.69979764
"Mudchute DLR, Cubitt Town",-0.014582,51.490645,-0.244356896,0.074186697,-0.042550935,-0.201805961,0.36469344,0.140971163,0.000101925,0,0,0,0,0,0.350136136,0.195520452,0.152730282,0.405309058,0.116528295,0,0,0,0,0,0.537086027,0.744170719,0.938832404,0.42079395,0.76437211,23.16275851
"Stebondale Street, Cubitt Town",-0.009205,51.489096,-0.200218254,0.177888794,-0.036189975,-0.164028279,0.356605399,0.188991894,0.000101281,0,0,0,0,0,0.387437427,0.222005565,0.16255783,0.406462631,0.117590473,0,0,0,0,0,0.628048884,0.731953687,0.897087721,0.42908818,0.767774036,22.27100813
"Moor Street, Soho",-0.130110822,51.51352755,-0.082515207,-0.11294471,-0.083115291,0.000600085,0.546538879,0.128942506,8.02E-10,0,0,0,0,0,0.325354377,0.852883236,0.445196168,0.867780885,0.253688007,0,0,0,0,0,0.390867958,0.671582401,0.793530519,0.976512917,0.768570382,21.80670282
"Knaresborough Place, Earl's Court",-0.190603326,51.49363156,-0.023663683,0.010961817,-0.124603501,0.100939818,0.281742934,0.063837083,9.72E-06,0,0,0,0,0,0.759794545,0.628696702,0.573697779,0.482783534,0.231289409,0,0,0,0,0,0.859367213,0.975878551,0.466550482,0.554937884,0.769473918,22.17291755
"Argyll Road, Kensington",-0.195455928,51.50040123,-0.288495539,-0.498757312,0.137806514,-0.426302053,0.385958533,0.048879821,0.000128645,0,0,0,0,0,0.603714316,0.334953905,0.463231262,0.23840381,0.222294925,0,0,0,0,0,0.521977772,0.077884584,0.240059514,0.084764325,0.770075683,21.4160214
"Napier Avenue, Millwall",-0.021582,51.487679,0.049900722,0.771569499,0.040691024,0.009209697,0.369524503,0.341577118,8.76E-07,0,0,0,0,0,0.345812023,0.157041406,0.148797444,0.428419106,0.117215591,0,0,0,0,0,0.366199982,0.814804121,0.991590177,0.399066409,0.77021183,19.95084044
"Clerkenwell Green, Clerkenwell",-0.104708922,51.52326004,-0.288495539,-0.30783112,-0.214144795,-0.074350744,0.224765129,0.148467914,1.48E-05,0,0,0,0,0,0.282134872,0.641745246,0.288775681,0.484262339,0.151888813,0,0,0,0,0,0.476072509,0.993870439,0.812324073,0.95495154,0.770385103,19.08223363
"Alfreda Street, Battersea Park",-0.150908371,51.47505096,-0.053089445,-0.114535807,0.198704354,-0.251793799,0.391302676,0.127588498,0.000139238,0,0,0,0,0,0.267491084,0.413593455,0.372099924,0.436955291,0.187660028,0,0,0,0,0,0.187853679,0.695842969,0.31039299,0.674629446,0.771619153,19.25526165
"Marloes Road, Kensington",-0.192404,51.496481,-0.273782658,-0.35879423,-0.110248592,-0.163534066,0.245029931,0.0745199,3.05E-05,0,0,0,0,0,0.691018363,0.523199222,0.564337282,0.417121439,0.230281471,0,0,0,0,0,0.772728319,0.945824324,0.232829574,0.184785782,0.772167791,23.11963202
"Saunders Ness Road, Cubitt Town",-0.0090011,51.487129,0.506000029,1.037503627,-0.009950154,0.515950184,0.355119498,0.205961639,0.001139247,0,0,0,0,0,0.363310341,0.204156981,0.156618932,0.407481816,0.117576881,0,0,0,0,0,0.558463893,0.748198341,0.916964527,0.426895804,0.772925012,21.43462297
"South Kensington Station, South Kensington",-0.173881,51.494412,0.123465126,0.031118301,0.040211567,0.083253559,0.329842098,0.059068132,6.06E-06,0,0,0,0,0,0.383530922,0.310644898,0.410509807,0.366304654,0.192448309,0,0,0,0,0,0.660281501,0.527079418,0.521698735,0.183485051,0.773521169,25.98763951
