name,x_coor,y_coor,y,ols_residual,gwr_yhat,gwr_residual,localR2,influ,CooksD,beta_Intercept,beta_min_rail_distance,beta_min_park_distance,beta_min_pier_distance,beta_population_density,se_Intercept,se_min_rail_distance,se_min_park_distance,se_min_pier_distance,se_population_density,t_Intercept,t_min_rail_distance,t_min_park_distance,t_min_pier_distance,t_population_density,p_Intercept,p_min_rail_distance,p_min_park_distance,p_min_pier_distance,p_population_density,sumW
"Knightsbridge, Hyde Park",-0.155349725,51.50275704,-0.020116102,-0.254355483,2.028221248,-2.04833735,0.311832946,0.127433334,0.00953789,-1.306817758,-1.370682476,0,3.128319196,-1.292725889,0.548664009,0.473070122,0.641961836,0.697059012,0.309122589,-2.3818179,-2.897419242,0,4.487882863,-4.181919847,0.017463841,0.003866773,0.628226612,8.27E-06,3.22E-05,17.80182907
"Queensway, Kensington Gardens",-0.18740235,51.51031,-0.184418428,-0.340068364,1.067635466,-1.252053893,0.54986764,0.295293954,0.012660421,-5.817206122,0,-3.651618725,2.229853841,-0.709062208,1.272716568,0.274741447,0.672130746,0.576617607,0.172179946,-4.570700396,0,-5.4328994,3.867127562,-4.118146315,5.64E-06,0.924443335,7.39E-08,0.000119209,4.22E-05,20.03778637
"Curzon Street, Mayfair",-0.145904427,51.50706909,-0.3049068,-0.485409688,0.410035426,-0.714942226,0.377749376,0.116223761,0.001033037,-2.23705981,-2.332742374,0,2.665088122,-1.502590142,0.472491446,0.578810686,0.508164761,0.470713848,0.372312736,-4.734603832,-4.030233774,0,5.661800969,-4.035827944,2.60E-06,6.11E-05,0.347492836,2.10E-08,5.97E-05,20.01961024
"Clarges Street, Mayfair",-0.145827,51.507326,-0.688278892,-0.867162437,0.318093466,-1.006372358,0.382322316,0.112087685,0.001955684,-2.181355117,-2.470648939,0,2.703049434,-1.53345,0.472772657,0.603271949,0.516760982,0.479105655,0.390017587,-4.613962086,-4.09541492,0,5.641865019,-3.931745777,4.61E-06,4.65E-05,0.49813418,2.35E-08,9.18E-05,19.87240839
"Albert Gate, Hyde Park",-0.158456089,51.50295379,4.657023428,4.410312736,2.001839968,2.65518346,0.325538011,0.121639969,0.015096761,0,-0.84492868,0,2.723093032,-1.311468145,0.556252763,0.386820843,0.71549382,0.654062569,0.349899634,0,-2.184289433,0,4.163352502,-3.748126652,0.117993413,0.029235051,0.806400443,3.48E-05,0.000191177,16.88785599
"Farm Street, Mayfair",-0.14744969,51.50935171,-0.56779052,-0.735094531,0.051536808,-0.619327329,0.429074759,0.083492304,0.000517819,-2.254780063,-1.691993989,0,1.889383921,-1.417519491,0.425337039,0.582812718,0.457850579,0.403420047,0.38366985,-5.301160854,-2.903152139,0,4.683416046,-3.69463353,1.50E-07,0.003797432,0.122648448,3.32E-06,0.000235424,22.04209223
"Palace Gardens Terrace, Notting Hill",-0.193764092,51.50860544,-0.074883544,-0.370107904,1.102500856,-1.1773844,0.523920409,0.184377995,0.005218327,-1.866215861,-1.186032169,-1.364367098,0,-0.837552396,0.946928696,0.310921029,0.487883831,0.42198689,0.229358209,-1.97080928,-3.814576884,-2.796499929,0,-3.651721906,0.049095307,0.000147086,0.00529177,0.054443756,0.0002777,20.0349193
"Lee Valley VeloPark, Queen Elizabeth Olympic Park",-0.015717614,51.549369,2.597767616,2.194309146,1.196419251,1.401348365,0.385926997,0.240721113,0.011136976,1.501788315,-3.877261441,-4.458299572,-2.932744106,0.641805088,0.519909293,0.301756561,0.415565886,0.376997274,0.183886168,2.888558322,-12.84897147,-10.72826168,-7.779218325,3.490230374,0.003976217,1.92E-34,3.71E-25,2.29E-14,0.000509424,19.37067853
"East Village, Queen Elizabeth Olympic Park",-0.00993526,51.546326,3.408325755,3.046990023,3.483000864,-0.074675109,0.389939419,0.181795428,2.06E-05,2.394590982,-4.817189,-4.965943977,-3.928693414,0.619986368,0.523648801,0.360677856,0.432916475,0.426402567,0.179125443,4.572894998,-13.35593224,-11.4709055,-9.213578246,3.461185393,5.58E-06,7.96E-37,2.81E-28,2.80E-19,0.000566754,19.46397753
"Timber Lodge, Queen Elizabeth Olympic Park",-0.01469126,51.546805,2.663488546,2.25849629,4.208154868,-1.544666322,0.390436093,0.1502953,0.006745936,1.79068189,-4.211916162,-4.614730197,-3.25865019,0.617953446,0.512838434,0.320366835,0.418311724,0.385850735,0.179965282,3.491707663,-13.14716662,-11.03179743,-8.445364735,3.433737,0.000506658,7.74E-36,2.05E-26,1.45E-16,0.000626414,20.44373062
"Grosvenor Square, Mayfair",-0.150481272,51.51217033,-0.250139358,-0.388358885,-0.292822588,0.04268323,0.531176417,0.147394059,5.02E-06,-1.971556987,0,-1.034432973,1.486770426,-1.074743778,0.448374813,0.628631769,0.443819614,0.461939486,0.321648215,-4.397118056,0,-2.330750917,3.218539377,-3.341364032,1.25E-05,0.970265035,0.020017953,0.001341177,0.000872951,22.13909771
"North Audley Street, Mayfair",-0.153645496,51.5129118,0.03465134,-0.141974449,0.33659297,-0.301941631,0.579499586,0.087634321,0.00013036,-2.188229774,0,-1.282701862,1.889020477,-1.067157315,0.501998893,0.655100877,0.450381475,0.516848886,0.319526236,-4.359033067,0,-2.84803424,3.654879654,-3.339811241,1.48E-05,0.454731053,0.00451354,0.00027436,0.000877777,21.76479558
"Ilchester Gardens, Bayswater",-0.19096,51.51244,0.045604828,-0.149940704,0.7437173,-0.698112472,0.526702137,0.12734406,0.001106896,-6.060577241,0,-3.178509926,2.669722956,-0.581122802,1.516253729,0.260292375,0.698119092,0.702254106,0.175784635,-3.997073264,0,-4.55296233,3.801648055,-3.305879399,7.02E-05,0.401871464,6.13E-06,0.000154832,0.00098963,21.37455299
"Princes Square, Bayswater",-0.191351186,51.5134891,-0.414441683,-0.608540075,0.652461626,-1.06690331,0.521692542,0.111209956,0.002176501,-7.42235852,0,-3.566377688,3.366458285,-0.587865088,1.872027569,0.27183531,0.79726435,0.875700806,0.178380425,-3.964876717,0,-4.473268734,3.844301914,-3.295569505,8.01E-05,0.183915056,8.84E-06,0.000130641,0.001026149,20.73652768
"Here East South, Queen Elizabeth Olympic Park",-0.02059759,51.54653279,-0.326813776,-0.769402747,2.291686669,-2.618500445,0.389491557,0.108802185,0.012757284,1.354999974,-3.674451599,-4.244928517,-2.708302372,0.584595154,0.518504254,0.291015691,0.409811621,0.364678001,0.182455351,2.613286129,-12.62630061,-10.35824339,-7.426558128,3.204044987,0.009138634,2.05E-33,1.17E-23,2.90E-13,0.001409636,20.68247154
"Notting Hill Gate Station, Notting Hill",-0.196422,51.50935342,0.111325758,-0.095390537,-0.112711438,0.224037196,0.515243096,0.067762455,5.32E-05,0,-1.080374116,-1.149890415,1.043933572,-0.767355113,1.086430742,0.313210635,0.503194267,0.494234561,0.24299347,0,-3.44935323,-2.285181869,2.112222928,-3.15792483,0.061704946,0.00059179,0.022567025,0.034981406,0.001649527,20.15539513
"Lancaster Gate , Bayswater",-0.179668,51.511654,0.549465293,0.371827149,1.154122523,-0.60465723,0.599838571,0.193570836,0.001478051,-3.119014178,0,-2.721679351,1.00078355,-0.487419085,0.98732142,0.356361091,0.560438685,0.496146002,0.155166839,-3.159066658,0,-4.856337407,2.017115016,-3.141258059,0.001643159,0.64652973,1.44E-06,0.044022162,0.001745102,19.41060128
"Here East North, Queen Elizabeth Olympic Park",-0.022606555,51.54873119,0.29753506,-0.207014914,1.302899425,-1.005364365,0.384370245,0.199693558,0.004280179,1.167110677,-3.304178941,-3.930828177,-2.348961997,0.582258473,0.531883981,0.274664712,0.402769019,0.361050537,0.187150724,2.194295596,-12.02986331,-9.759509782,-6.505909157,3.11117403,0.028505383,1.01E-30,2.56E-21,1.37E-10,0.001930637,19.35526785
"Copper Box Arena, Queen Elizabeth Olympic Park",-0.0205426,51.544909,-0.699232381,-1.123535097,2.759034998,-3.458267378,0.393993435,0.096853653,0.019287699,1.444847307,-3.757026579,-4.209867788,-2.756510529,0.553025476,0.507056275,0.294878849,0.403217676,0.358318447,0.178715153,2.849481167,-12.74091577,-10.44068263,-7.692907117,3.09445208,0.004493273,6.07E-34,5.46E-24,4.30E-14,0.002041449,21.7295193
"Hereford Road, Bayswater",-0.193487,51.513735,0.111325758,-0.059598818,0.232180316,-0.120854558,0.514548705,0.110593152,2.77E-05,-6.652494172,0,-3.05357115,3.069001134,-0.553786502,1.776770877,0.253423179,0.741906248,0.828461251,0.179992771,-3.744148589,0,-4.115845039,3.704459477,-3.076715233,0.000194177,0.445389545,4.26E-05,0.000226634,0.002165354,21.80689395
"Westbourne Grove, Bayswater",-0.190240716,51.51552971,-0.031069591,-0.216065886,0.36278541,-0.393855001,0.513157336,0.085098196,0.000214194,-7.217441896,0,-3.368247421,3.334627715,-0.479482496,2.146054554,0.261386892,0.841242439,1.01539566,0.167868673,-3.363121354,0,-4.003896219,3.28406733,-2.856295262,0.00080787,0.070708692,6.82E-05,0.001068365,0.004398933,21.60023894
"Monier Road, Hackney Wick",-0.021630359,51.5403115,0.209907153,-0.144822968,2.824574246,-2.614667093,0.406323075,0.088140292,0.009842712,1.81176228,-4.170058055,-4.310483298,-3.115733953,0.486800615,0.498630482,0.322063907,0.412155779,0.368484915,0.173776765,3.633476785,-12.94792108,-10.45838375,-8.455526463,2.801298644,0.000297752,6.65E-35,4.63E-24,1.34E-16,0.005214487,23.07938561
"Pembridge Villas, Notting Hill",-0.197524944,51.51108452,-0.282999823,-0.498056694,8.42E-05,-0.283083981,0.50793831,0.049375284,5.95E-05,-2.751261969,-0.682841219,-1.283163209,1.388929963,-0.614261324,1.168242563,0.263711506,0.507171061,0.539666931,0.22059011,-2.355043428,-2.589349359,-2.530040274,2.573679958,-2.784627673,0.018764841,0.009793179,0.011598689,0.010244016,0.005487447,22.46061589
"Aquatic Centre, Queen Elizabeth Olympic Park",-0.010510565,51.54094,18.81988388,18.46688182,6.15641694,12.66346694,0.404523061,0.23348807,0.865556917,3.055513008,-5.034297098,-4.411976399,-4.038454239,0.436290658,0.510962337,0.377189956,0.394556047,0.417779791,0.168635173,5.979918261,-13.34684824,-11.18212846,-9.666466215,2.587186582,3.38E-09,8.79E-37,4.79E-27,5.78E-21,0.009854334,21.70950305
"Devonshire Terrace, Bayswater",-0.17977,51.51348,0.330395525,0.298080189,-0.278274986,0.608670511,0.593327645,0.392739126,0.005358974,0,0,-1.798841165,0,-0.3968671,1.098861755,0.389879345,0.567359212,0.534133636,0.155637247,0,0,-3.170550732,0,-2.54994937,0.489414189,0.072660773,0.001580363,0.66957109,0.010962064,19.08965005
"Wellington Arch, Hyde Park",-0.149569201,51.50274025,2.685395523,2.458579401,2.014855243,0.67054028,0.305873145,0.214179813,0.002118095,-2.194643527,-1.627053967,-1.58898653,2.371966204,-0.566898729,0.539182211,0.481838718,0.508410958,0.559871776,0.229717735,-4.070318866,-3.376760537,-3.125397879,4.236623998,-2.467805673,5.17E-05,0.000769403,0.001840763,2.54E-05,0.013805814,18.55938306
"Bayswater Road, Hyde Park",-0.174411,51.511933,1.43669785,1.198371469,1.261143762,0.175554088,0.663388506,0.221828609,0.000153339,0,1.088525017,-1.907733113,0,-0.382234266,0.964691981,0.493218818,0.578087095,0.479999824,0.156455828,0,2.206981927,-3.30007905,0,-2.443081037,0.282986976,0.02760291,0.001010024,0.219695299,0.014781008,16.37844955
"Bishop's Bridge Road West, Bayswater",-0.18697,51.51616,0.209907153,0.081561856,-0.243624143,0.453531297,0.51864584,0.105115251,0.000366699,-3.786388521,0.539045341,-2.352599718,1.730404406,-0.388839256,1.842262353,0.274352357,0.717614716,0.878768694,0.161627085,-2.055292785,1.964792092,-3.278360472,1.969123864,-2.405780294,0.040179818,0.049789286,0.001089902,0.049288865,0.01636737,20.95879989
"Seville Street, Knightsbridge",-0.159237081,51.50185512,-0.020116102,-0.209708996,1.254228096,-1.274344198,0.327822765,0.212850184,0.007576982,0,0,0,2.486829477,-0.798725606,0.587788372,0.339441832,0.738250041,0.72682749,0.332756307,0,0,0,3.42148517,-2.400331982,0.923753545,0.10730956,0.95609744,0.000654891,0.016611206,17.58620187
"Cleveland Gardens, Bayswater",-0.183118788,51.515607,0.001790875,-0.119705091,-0.275633663,0.277424537,0.546258053,0.115656842,0.000154591,0,0.75654462,-1.473582104,0,-0.369183775,1.237095285,0.312461635,0.55282683,0.595964979,0.156064895,0,2.421240039,-2.665540136,0,-2.3655786,0.756297541,0.015692549,0.007843864,0.774052821,0.018243121,20.94635641
"Devons Road, Bow",-0.015578,51.52512,-0.074883544,-0.113738972,0.562429406,-0.63731295,0.480233991,0.177725317,0.001450055,1.838428262,-1.698273895,-0.591190797,0,-0.34500434,0.571551774,0.389604968,0.234541667,0.39203953,0.150611177,3.216555957,-4.358963653,-2.520621617,0,-2.290695473,0.00135036,1.48E-05,0.011911161,0.111713778,0.022244273,20.99462864
"Old Quebec Street, Marylebone",-0.158264483,51.51457763,0.428976921,0.250187038,0.48332651,-0.054349589,0.711768177,0.107863314,5.44E-06,-1.679218219,1.637056256,-1.226949817,2.134695548,-0.523468642,0.470509223,0.690930437,0.488974504,0.566506884,0.231719099,-3.568937947,2.369350326,-2.509230662,3.768172297,-2.259065589,0.00038012,0.018059456,0.012299041,0.000176713,0.024151809,20.86555169
"Turquoise Island, Notting Hill",-0.200838199,51.51431171,-0.042023079,-0.236275086,-0.176839842,0.134816763,0.476384279,0.063147119,1.78E-05,-4.150265166,0,-1.528566464,2.059607137,-0.485464718,1.815092494,0.241861288,0.670587842,0.848735067,0.215575678,-2.286530951,0,-2.279442557,2.426678497,-2.251945686,0.022487679,0.064094087,0.022907313,0.015461057,0.024600285,23.2537317
"Podium, Queen Elizabeth Olympic Park",-0.011889482,51.538718,4.7775118,4.421664008,5.762029248,-0.984517448,0.412172867,0.233179624,0.005220519,3.187981146,-4.999312805,-4.113551162,-3.934394888,0.364038372,0.504997566,0.375465876,0.378660526,0.406054899,0.165563502,6.312864382,-13.31495917,-10.86342748,-9.689317617,2.198783958,4.57E-10,1.25E-36,1.03E-25,4.73E-21,0.028183223,22.61013506
"Green Park Station, Mayfair",-0.142844,51.506613,1.03141878,0.847077146,0.356933471,0.67448531,0.357980993,0.15466175,0.001337305,-1.331355888,-1.964881381,0,1.775958192,-0.590522265,0.423156029,0.53897268,0.486885223,0.415181037,0.268703726,-3.146252911,-3.645604787,0,4.277551314,-2.197670546,0.001715937,0.000284277,0.247693686,2.12E-05,0.028262845,19.42120873
"Grosvenor Crescent, Belgravia",-0.153194766,51.50135267,-0.523976567,-0.711311094,1.545017903,-2.06899447,0.294853352,0.123153993,0.009312881,0,-0.97237565,0,2.178033976,-0.514808119,0.505742644,0.466364004,0.545067724,0.656942722,0.235152369,0,-2.085014372,0,3.315409247,-2.189253386,0.092722,0.037389346,0.149016024,0.000956949,0.028871082,18.56914451
"Eastbourne Mews, Paddington",-0.179135079,51.51641749,-0.282999823,-0.504850752,-0.230674322,-0.052325501,0.556849398,0.149399294,7.68E-06,0,1.362524615,0,0,-0.32401356,1.162228718,0.417211367,0.526267969,0.507185282,0.148635736,0,3.265789774,0,0,-2.179916943,0.267464556,0.001138771,0.073206662,0.536618651,0.029558922,22.10490851
"Gloucester Terrace, Bayswater",-0.188098863,51.51791921,-0.206325404,-0.421680662,0.056193932,-0.262519336,0.498902599,0.079311876,8.76E-05,0,0.532093451,-1.95419675,0,-0.335896604,1.690592133,0.267428324,0.645387666,0.797906766,0.155118735,0,1.989667522,-3.027942513,0,-2.16541608,0.061018696,0.046972811,0.002542532,0.059599748,0.030655229,21.65815372
"Bishop's Bridge Road East, Bayswater",-0.18377,51.5171,-0.513023078,-0.719097339,-0.078231376,-0.434791702,0.523207937,0.075603991,0.000227172,0,0.812169689,-1.233510006,0,-0.325918105,1.215872459,0.301199808,0.516950199,0.571810262,0.151602509,0,2.696448229,-2.386129281,0,-2.149820002,0.894861906,0.007157922,0.017261925,0.78784829,0.031873209,22.26929334
"Cadogan Close, Victoria Park",-0.028941601,51.54211855,2.192488547,1.759380339,1.894180792,0.298307755,0.395624281,0.127749103,0.00020294,0,-2.854624869,-3.31805859,-1.842570979,0.381521465,0.513696751,0.264315165,0.384678865,0.328251922,0.179050675,0,-10.80007978,-8.625528698,-5.613283141,2.130801599,0.079075187,1.88E-25,3.48E-17,2.75E-08,0.0334145,21.1276333
"Crosswall, Tower",-0.077121322,51.51159481,-0.151557963,0.073723645,0.058239962,-0.209797925,0.428310954,0.238241739,0.000245442,0,0,0,-1.01268407,0.310934539,0.830250725,0.609327553,0.332272324,0.396311443,0.146125963,0,0,0,-2.555273351,2.127852801,0.132824436,0.225050309,0.602188994,0.01079718,0.033659108,17.65989705
"Tower Gardens , Tower",-0.075459482,51.50950627,1.414790873,1.696366041,0.355847145,1.058943729,0.357140899,0.184566909,0.004227528,0,0,0,-1.259174337,0.2687426,0.79914601,0.530951709,0.33072315,0.49349796,0.128530868,0,0,0,-2.55152896,2.090879827,0.10555896,0.265551116,0.534608294,0.010912911,0.036858634,16.89031896
"Orsett Terrace, Bayswater",-0.183716959,51.517932,-0.414441683,-0.61819493,-0.184784401,-0.229657282,0.512797877,0.082257939,7.00E-05,0,0.839682183,-1.064860252,0,-0.296018471,1.147455861,0.297392485,0.48634256,0.531038135,0.146844143,0,2.823481512,-2.189527175,0,-2.015868424,0.935709959,0.004870343,0.028851121,0.891835926,0.04415269,23.32307259
"Chepstow Villas, Notting Hill",-0.201554966,51.51213691,-0.162511451,-0.423139982,0.111010142,-0.273521593,0.475644508,0.104747103,0.0001328,-2.638411018,-0.584400914,0,1.369051151,-0.437680154,1.327113054,0.24812821,0.524866586,0.617080684,0.217457029,-1.988083088,-2.355237699,0,2.218593428,-2.012720192,0.047148112,0.018755104,0.054748772,0.026798646,0.044483795,23.70214245
"Great Tower Street, Monument",-0.082989638,51.51048489,-0.315860288,-0.135598154,-0.044029464,-0.271830824,0.437925887,0.156112644,0.000220004,0,0,0,-1.118881085,0.354730428,1.063044307,0.987141778,0.281905967,0.544531602,0.179232951,0,0,0,-2.054758771,1.979158552,0.121785934,0.485922799,0.816917129,0.040231532,0.048145849,14.44456287
"Westbourne Park Road, Portobello",-0.201005397,51.51787005,-0.217278893,-0.395376006,-0.103902282,-0.11337661,0.450642966,0.101372628,2.19E-05,0,0,-2.116145262,2.875040574,-0.433880241,3.128132027,0.24062579,1.071928313,1.463614609,0.219400517,0,0,-1.974148119,1.964342632,-1.977571646,0.056379392,0.431642952,0.04871375,0.049841452,0.048325109,20.71931813
"Vicarage Gate, Kensington",-0.192538767,51.50472376,-0.359674241,-0.629379279,0.573278935,-0.932953176,0.522344443,0.08373686,0.001179124,0,-1.171865126,0,0,-0.391072311,0.711592431,0.342133172,0.4713881,0.27171735,0.198559937,0,-3.425172482,0,0,-1.969542885,0.764227383,0.000646196,0.201073304,0.356766573,0.049240684,19.68705464
"London Street, Paddington",-0.17371276,51.515117,-0.699232381,-0.993393089,0.487158643,-1.186391024,0.646957546,0.227311685,0.007278339,0,1.599208319,-1.377893999,0,0,0.9021707,0.40908086,0.500161397,0.393325992,0.143348111,0,3.909271922,-2.754898735,0,0,0.883186158,0.000100541,0.006006456,0.38078578,0.050968792,22.58233124
"Grafton Street, Mayfair",-0.143495266,51.5099923,-0.578744009,-0.731934127,-0.416554361,-0.162189648,0.406007824,0.145042282,7.09E-05,-1.042535063,-2.264225516,0,1.510065115,0,0.361054881,0.740787124,0.511800524,0.468999918,0.37179881,-2.887469794,-3.056513056,0,3.219755602,0,0.003989854,0.002314872,0.837720811,0.001335575,0.053392179,21.24539825
"Monument Street, Monument",-0.08497,51.50964,-0.184418428,-0.01612512,-0.015151388,-0.16926704,0.418803037,0.281601031,0.00021233,0,0,0,0,0,1.055416471,1.172700724,0.286185092,0.64430673,0.180556558,0,0,0,0,0,0.097157363,0.602544827,0.51278284,0.075874949,0.054615111,14.29114439
"All Saints Church, Portobello",-0.202608612,51.51632095,0.538511804,0.344895531,-0.148329753,0.686841557,0.451869482,0.071889371,0.000534739,0,0,0,0,0,2.592277748,0.235669604,0.893834337,1.215178333,0.219095081,0,0,0,0,0,0.079585936,0.109224257,0.080064071,0.066208901,0.054701004,22.71045171
"Wendon Street, Old Ford",-0.026262677,51.53603947,0.056558316,-0.248826716,1.418560509,-1.362002193,0.422803381,0.090706202,0.002764061,1.59226747,-3.725484208,-3.620448194,-2.525416939,0,0.495750339,0.33247119,0.417473959,0.361013683,0.171857775,3.211833347,-11.20543469,-8.67227312,-6.995349644,0,0.00137246,3.82E-27,2.40E-17,5.66E-12,0.063568002,22.3620158
"Portman Square, Marylebone",-0.155525,51.516204,-0.43634866,-0.626888443,0.184014018,-0.620362678,0.708860606,0.095227691,0.00060805,-1.312173382,1.382656186,-1.010127196,1.740294444,0,0.425526338,0.675831781,0.47407268,0.542945021,0.227041221,-3.083647859,2.04585849,-2.130743322,3.205286677,0,0.002116124,0.041101784,0.033419319,0.001403648,0.069528374,23.32004638
"Bruton Street, Mayfair",-0.144165239,51.51073687,-0.56779052,-0.719247143,-0.324757283,-0.243033237,0.430520901,0.137490132,0.000148265,-1.028725853,-1.533083486,0,1.018274934,0,0.341555651,0.637836636,0.470339251,0.393980213,0.336970954,-3.011883572,-2.40356762,0,2.584583945,0,0.002679328,0.016466014,0.726983707,0.009928377,0.081325469,22.71321674
"The Metropolitan, Portobello",-0.20080483,51.520509,-0.129650986,-0.274249188,-0.192087799,0.062436813,0.432226127,0.218830989,1.90E-05,-5.85142009,0,-2.066429744,2.788417416,0,2.859497931,0.232676222,0.99491757,1.329997797,0.209269686,-2.046310308,0,-2.07698588,2.096557921,0,0.041057225,0.847520324,0.038126324,0.036351012,0.087456473,19.05474081
"Stratford Station, Stratford",-0.00481,51.541793,0.790442037,0.475025297,4.957676602,-4.167234565,0.402985579,0.238892643,0.097268084,3.496821088,-4.824769065,-3.74939158,-3.866613681,0,0.517872104,0.376686475,0.351293519,0.415682275,0.164926509,6.752287025,-12.80844783,-10.67310204,-9.301848829,0,2.82E-11,2.96E-34,6.24E-25,1.33E-19,0.09029447,20.42391738
"Kensington Gore, Knightsbridge",-0.178656971,51.50143293,-0.644464939,-0.906443358,0.778457973,-1.422922912,0.613533916,0.118092953,0.004175463,0,-0.991676693,0,0,0,0.467590153,0.322727959,0.555626528,0.387067268,0.184449208,0,-3.072794483,0,0,0,0.348004625,0.002193659,0.968481743,0.055398318,0.093154653,21.14710992
"George Place Mews, Marylebone",-0.158249929,51.51689296,-0.052976567,-0.202839723,-0.097104637,0.04412807,0.708165578,0.05099769,1.50E-06,-1.389052252,1.382313219,-1.251789272,1.550303967,0,0.43667681,0.684494758,0.475487681,0.571067356,0.1974753,-3.180961803,2.019465019,-2.632642908,2.714748009,0,0.001525355,0.043776983,0.008638242,0.006777696,0.100823601,23.05746747
"South Wharf Road, Paddington",-0.175810943,51.51733558,-0.206325404,-0.485211147,-0.311399646,0.105074241,0.551715205,0.245066482,6.45E-05,0,1.420243151,0,0,0,0.972131702,0.419418419,0.484262305,0.408455829,0.140006084,0,3.386220268,0,0,0,0.362817679,0.000743732,0.063850116,0.888360316,0.101451144,24.27031918
