name,id,lat,lon,number,min_rail,min_rail_distance,min_park,min_park_distance,min_pier,min_pier_distance,population_density
"London Zoo,  The Regent's Park",271,51.53583617,-0.156285395,170.0,Marylebone_diatance,1490.0,The Regent's Park Monkey Gate_distance,197.0,Embankment Pier_diatance,4018.0,5024.0
"Baylis Road, Waterloo",272,51.50144456,-0.110699309,68.0,Waterloo_diatance,253.0,Geraldine Mary Harmsworth Park North_diatance,499.0,London Eye - Waterloo Pier_diatance,712.0,6252.0
"Belvedere Road 1, South Bank",273,51.50613324,-0.114686385,87.0,Waterloo_diatance,353.0,Lincoln's Inn Fields South_distance,1063.0,Festival Pier_diatance,236.0,6252.0
"Warwick Road, Olympia",274,51.49671237,-0.20528437,97.0,Paddington_diatance,3000.0,Holland Park Abbotsbury Gate_diatance,449.0,Chelsea Harbour Pier_diatance,3078.0,16405.0
"Barbican Centre, Barbican",275,51.52004497,-0.092176447,25.0,Liverpool Street_diatance,731.0,Lincoln's Inn Fields South_distance,1732.0,Blackfriars Pier_diatance,1211.0,7347.0
"Kensington Church Street, Kensington",277,51.50315739,-0.191496313,68.0,Paddington_diatance,1850.0,Kensington Gardens Studio Gate_diatance,245.0,Cadogan Pier_diatance,2852.0,7318.0
"Tooley Street, Bermondsey",278,51.5034938,-0.07962099,269.0,London Bridge_diatance,429.0,Geraldine Mary Harmsworth Park East_diatance,2009.0,Tower Millennium Pier_diatance,423.0,9193.0
"North Wharf Road, Paddington",279,51.51862243,-0.176645823,47.0,Paddington_diatance,170.0,Kensington Gardens Marlborough Gate_diatance,798.0,Embankment Pier_diatance,4041.0,6897.0
"Royal Avenue 2, Chelsea",280,51.490083,-0.162418,60.0,Victoria_diatance,1419.0,Battersea Park Albert Gate_diatance,1185.0,Cadogan Pier_diatance,851.0,14837.0
"Smith Square, Westminster",281,51.49580589,-0.127575233,33.0,Vauxhall_diatance,1148.0,St. James's Park Storey's Gate_distance,649.0,Millbank Millennium Pier_diatance,490.0,6973.0
"Royal London Hospital, Whitechapel",282,51.518675,-0.06111,47.0,Fenchurch Street_diatance,1439.0,Mile End Park Solebay Street_diatance,1778.0,Tower Bridge Quay_diatance,1653.0,10945.0
"Kingsway, Covent Garden",283,51.51440928,-0.118478757,5.0,Charing Cross_diatance,832.0,Lincoln's Inn Fields West_distance,174.0,Festival Pier_diatance,825.0,2977.0
"Lambeth North Station, Waterloo",284,51.49914063,-0.112031483,42.0,Waterloo_diatance,448.0,Geraldine Mary Harmsworth Park North_diatance,325.0,London Eye - Waterloo Pier_diatance,755.0,6252.0
"St. John's Wood Road, St. John's Wood",286,51.5272947,-0.174653609,51.0,Marylebone_diatance,931.0,The Regent's Park Hanover Gate_distance,635.0,Embankment Pier_diatance,4326.0,33719.0
"Bedford Way, Bloomsbury",287,51.52367314,-0.128377673,29.0,Euston_diatance,701.0,Lincoln's Inn Fields West_distance,1123.0,Embankment Pier_diatance,1919.0,5482.0
"Elizabeth Bridge, Victoria",288,51.49236962,-0.147478734,53.0,Victoria_diatance,506.0,St. James's Park Buckingham Gate_distance,1098.0,Battersea Power Station Pier_diatance,946.0,6936.0
"South Audley Street, Mayfair",289,51.50923022,-0.151296092,13.0,Victoria_diatance,1475.0,Hyde Park Park Lane_diatance,500.0,Embankment Pier_diatance,2089.0,9898.0
"St Mary's Hospital, Paddington",290,51.518268,-0.17110323,77.0,Paddington_diatance,422.0,Hyde Park Victoria Gate_diatance,716.0,Embankment Pier_diatance,3666.0,29198.0
"Claverton Street, Pimlico",291,51.48483991,-0.138089062,43.0,Vauxhall_diatance,1058.0,Battersea Park Sopwith Way_diatance,868.0,Battersea Power Station Pier_diatance,554.0,20587.0
"Montpelier Street, Knightsbridge",292,51.49888404,-0.165471605,67.0,Victoria_diatance,1453.0,Hyde Park Albert Gate_diatance,633.0,Cadogan Pier_diatance,1786.0,891.0
"Kensington Olympia Station, Olympia",293,51.49815779,-0.209494128,28.0,Paddington_diatance,3086.0,Holland Park Abbotsbury Gate_diatance,406.0,Chelsea Harbour Pier_diatance,3380.0,17233.0
"St. George's Square, Pimlico",294,51.488226,-0.135635511,85.0,Vauxhall_diatance,919.0,Battersea Park Sopwith Way_diatance,1215.0,St. George Wharf_diatance,618.0,20587.0
"Swan Street, The Borough",295,51.50029631,-0.092762704,31.0,London Bridge_diatance,769.0,Geraldine Mary Harmsworth Park East_diatance,1035.0,London Bridge City Pier_diatance,927.0,36858.0
"Knaresborough Place, Earl's Court",296,51.49363156,-0.190603326,52.0,Paddington_diatance,2777.0,Kensington Gardens Palace Gate_diatance,1016.0,Cadogan Pier_diatance,2063.0,19718.0
"Geraldine Street, Elephant & Castle",297,51.49612799,-0.106000855,18.0,Waterloo_diatance,922.0,Geraldine Mary Harmsworth Park East_diatance,11.0,London Eye - Waterloo Pier_diatance,1290.0,8733.0
"Curlew Street, Shad Thames",298,51.50227992,-0.074189225,182.0,London Bridge_diatance,826.0,Geraldine Mary Harmsworth Park East_diatance,2312.0,Tower Bridge Quay_diatance,413.0,40648.0
"Vincent Square, Westminster",299,51.49398524,-0.136928582,15.0,Victoria_diatance,618.0,St. James's Park Buckingham Gate_distance,731.0,Millbank Millennium Pier_diatance,882.0,24216.0
"Serpentine Car Park, Hyde Park",300,51.505014,-0.17306032,295.0,Paddington_diatance,1370.0,Serpentine Bridge South_diatance,54.0,Cadogan Pier_diatance,2509.0,891.0
"Marylebone Lane, Marylebone",301,51.51475963,-0.148105415,89.0,Marylebone_diatance,1386.0,Hyde Park Marble Arch_diatance,788.0,Embankment Pier_diatance,2045.0,7737.0
"Putney Pier, Wandsworth",302,51.466907,-0.216573,108.0,Clapham Junction_diatance,3218.0,Battersea Park Sun Gate_diatance,3797.0,Putney Pier_diatance,94.0,17661.0
"Albert Gate, Hyde Park",303,51.50295379,-0.158456089,489.0,Victoria_diatance,1180.0,Hyde Park Albert Gate_diatance,43.0,Battersea Power Station Pier_diatance,2287.0,5287.0
"Rathbone Street, Fitzrovia",306,51.51816295,-0.135025698,47.0,Euston_diatance,1172.0,The Regent's Park St. Andrew's Gate_distance,1099.0,Embankment Pier_diatance,1563.0,10317.0
"Black Lion Gate, Kensington Gardens",307,51.50990837,-0.187842717,644.0,Paddington_diatance,1101.0,Kensington Gardens Black Lion Gate_diatance,22.0,Cadogan Pier_diatance,3358.0,7324.0
"Long Lane , Bermondsey",308,51.49907558,-0.085666316,65.0,London Bridge_diatance,693.0,Geraldine Mary Harmsworth Park East_diatance,1451.0,London Bridge City Pier_diatance,876.0,25147.0
"Embankment (Savoy), Strand",309,51.50963123,-0.119047563,50.0,Charing Cross_diatance,367.0,Lincoln's Inn Fields South_distance,697.0,Festival Pier_diatance,305.0,2977.0
"Black Prince Road, Vauxhall",310,51.4908679,-0.116911864,61.0,Vauxhall_diatance,691.0,Geraldine Mary Harmsworth Park West_diatance,675.0,Millbank Millennium Pier_diatance,548.0,19457.0
"Foley Street, Fitzrovia",311,51.51918144,-0.140485596,42.0,Euston_diatance,1137.0,The Regent's Park St. Andrew's Gate_distance,783.0,Embankment Pier_diatance,1897.0,10022.0
"Grove End Road, St. John's Wood",312,51.53088935,-0.176770502,92.0,Marylebone_diatance,1288.0,The Regent's Park Hanover Gate_distance,818.0,Embankment Pier_diatance,4667.0,29960.0
"Wells Street, Fitzrovia",313,51.51734403,-0.138072691,31.0,Euston_diatance,1287.0,The Regent's Park St. Andrew's Gate_distance,1043.0,Embankment Pier_diatance,1634.0,10022.0
"Tyers Gate, Bermondsey",314,51.50088934,-0.083159352,36.0,London Bridge_diatance,509.0,Geraldine Mary Harmsworth Park East_diatance,1674.0,London Bridge City Pier_diatance,679.0,23957.0
"The Tennis Courts, The Regent's Park",315,51.52536703,-0.153463612,211.0,Marylebone_diatance,706.0,The Regent's Park York Gate_distance,86.0,Embankment Pier_diatance,3021.0,3413.0
"Warwick Row, Westminster",316,51.497998,-0.14296064,66.0,Victoria_diatance,201.0,St. James's Park Buckingham Gate_distance,418.0,Westminster Pier_diatance,1433.0,3982.0
"Dickens Square, Borough",317,51.49679128,-0.093913472,35.0,London Bridge_diatance,1126.0,Geraldine Mary Harmsworth Park East_diatance,844.0,London Bridge City Pier_diatance,1297.0,18534.0
"Sackville Street, Mayfair",318,51.51004801,-0.138846453,24.0,Charing Cross_diatance,1126.0,Green Park Devonshire Gates_diatance,634.0,Embankment Pier_diatance,1259.0,2938.0
"Baldwin Street, St. Luke's",319,51.52702563,-0.088542771,43.0,Liverpool Street_diatance,1054.0,Lincoln's Inn Fields South_distance,2293.0,Blackfriars Pier_diatance,2016.0,22967.0
"Queen Mother Sports Centre, Victoria",320,51.49357351,-0.139956043,56.0,Victoria_diatance,475.0,St. James's Park Buckingham Gate_distance,776.0,Millbank Millennium Pier_diatance,1075.0,23108.0
"Bermondsey Street, Bermondsey",321,51.49785559,-0.081608045,165.0,London Bridge_diatance,862.0,Geraldine Mary Harmsworth Park East_diatance,1704.0,London Bridge City Pier_diatance,1030.0,22671.0
"Palissy Street, Shoreditch",322,51.526293,-0.073955,55.0,Liverpool Street_diatance,1026.0,Victoria Park Bonner Gate_diatance,1919.0,Tower Millennium Pier_diatance,2142.0,19435.0
"Clifton Street, Shoreditch",323,51.523196,-0.083067,19.0,Liverpool Street_diatance,528.0,Lincoln's Inn Fields South_distance,2441.0,Tower Millennium Pier_diatance,1794.0,6784.0
"Ontario Street, Elephant & Castle",324,51.49652013,-0.101384068,47.0,Waterloo East_diatance,1037.0,Geraldine Mary Harmsworth Park East_diatance,327.0,Bankside Pier_diatance,1399.0,12715.0
"St. Martin's Street, West End",325,51.50908747,-0.129697889,28.0,Charing Cross_diatance,490.0,St. James's Park Waterloo Place Gate_distance,402.0,Embankment Pier_diatance,624.0,5614.0
"Graham Street, Angel",326,51.53266186,-0.099981142,107.0,Kings Cross_diatance,1613.0,Lincoln's Inn Fields South_distance,2199.0,Blackfriars Pier_diatance,2452.0,14759.0
"New North Road 1, Hoxton",327,51.53095,-0.085603,10.0,Liverpool Street_diatance,1408.0,Victoria Park St Agnes Gate_diatance,2452.0,Blackfriars Pier_diatance,2497.0,20774.0
"New North Road 2, Hoxton",328,51.53114,-0.086016,11.0,Liverpool Street_diatance,1434.0,Victoria Park St Agnes Gate_diatance,2475.0,Blackfriars Pier_diatance,2505.0,20774.0
"Prince Albert Road, The Regent's Park",329,51.53589283,-0.160854428,134.0,Marylebone_diatance,1430.0,The Regent's Park Monkey Gate_distance,171.0,Embankment Pier_diatance,4221.0,3413.0
"Eastbourne Mews, Paddington",330,51.51641749,-0.179135079,38.0,Paddington_diatance,172.0,Kensington Gardens Marlborough Gate_diatance,595.0,Cadogan Pier_diatance,3837.0,14124.0
"Bunhill Row, Moorgate",331,51.52085887,-0.089887855,31.0,Liverpool Street_diatance,612.0,Lincoln's Inn Fields South_distance,1910.0,Blackfriars Pier_diatance,1372.0,7965.0
"Nevern Place, Earl's Court",332,51.49334336,-0.194757949,45.0,Paddington_diatance,2916.0,Holland Park Ilchester Gate_diatance,998.0,Cadogan Pier_diatance,2287.0,25323.0
"Palace Gardens Terrace, Notting Hill",333,51.50860544,-0.193764092,57.0,Paddington_diatance,1501.0,Kensington Gardens Black Lion Gate_diatance,445.0,Cadogan Pier_diatance,3436.0,7324.0
"Concert Hall Approach 1, South Bank",334,51.505044,-0.115851,50.0,Waterloo_diatance,284.0,Geraldine Mary Harmsworth Park North_diatance,1011.0,Festival Pier_diatance,256.0,17685.0
"Tavistock Street, Covent Garden",335,51.51196803,-0.120718759,25.0,Charing Cross_diatance,523.0,Lincoln's Inn Fields West_distance,481.0,Embankment Pier_diatance,557.0,2977.0
"Concert Hall Approach 2, South Bank",336,51.504942,-0.115533,63.0,Waterloo_diatance,261.0,Geraldine Mary Harmsworth Park North_diatance,990.0,Festival Pier_diatance,277.0,17685.0
"Pembridge Villas, Notting Hill",337,51.51108452,-0.197524944,38.0,Paddington_diatance,1576.0,Kensington Gardens Black Lion Gate_diatance,682.0,Cadogan Pier_diatance,3810.0,17672.0
"Wellington Street , Strand",338,51.51175646,-0.119643424,50.0,Charing Cross_diatance,530.0,Lincoln's Inn Fields West_distance,479.0,Embankment Pier_diatance,544.0,2977.0
"Risinghill Street, Angel",339,51.5333196,-0.1117812,14.0,Kings Cross_diatance,803.0,Lincoln's Inn Fields West_distance,1980.0,Blackfriars Pier_diatance,2633.0,22228.0
"Bank of England Museum, Bank",340,51.51444134,-0.087587447,18.0,Cannon Street_diatance,544.0,Lincoln's Inn Fields South_distance,1984.0,London Bridge City Pier_diatance,860.0,1021.0
"Craven Street, Strand",341,51.50810309,-0.12602103,102.0,Charing Cross_diatance,213.0,St. James's Park Waterloo Place Gate_distance,455.0,Embankment Pier_diatance,348.0,1810.0
"London Zoo Car Park, The Regent's Park",343,51.53692216,-0.150181444,125.0,Euston_diatance,1419.0,The Regent's Park St. Mark's Gate_distance,150.0,Embankment Pier_diatance,3882.0,10443.0
"Goswell Road (City Uni), Finsbury",344,51.528246,-0.10102611,37.0,Kings Cross_diatance,1609.0,Lincoln's Inn Fields South_distance,1750.0,Blackfriars Pier_diatance,1960.0,20244.0
"Flood Street, Chelsea",345,51.48802358,-0.166878535,66.0,Victoria_diatance,1802.0,Battersea Park Albert Gate_diatance,947.0,Cadogan Pier_diatance,578.0,20725.0
"Lower Marsh, Waterloo",347,51.50013942,-0.113936001,32.0,Waterloo_diatance,333.0,Geraldine Mary Harmsworth Park North_diatance,498.0,London Eye - Waterloo Pier_diatance,582.0,6252.0
"Grosvenor Square, Mayfair",348,51.51217033,-0.150481272,41.0,Marylebone_diatance,1492.0,Hyde Park Park Lane_diatance,539.0,Embankment Pier_diatance,2098.0,9898.0
"St. George Street, Mayfair",349,51.51196,-0.142783033,8.0,Charing Cross_diatance,1450.0,Green Park Devonshire Gates_diatance,714.0,Embankment Pier_diatance,1584.0,2938.0
"Queen's Gate, Kensington Gardens",350,51.5017154373867,-0.1798541843891,181.0,Paddington_diatance,1723.0,Kensington Gardens Queen Gate_diatance,28.0,Cadogan Pier_diatance,2298.0,4109.0
"Macclesfield Rd, St Lukes",351,51.529423,-0.097122,38.0,Liverpool Street_diatance,1608.0,Lincoln's Inn Fields South_distance,2022.0,Blackfriars Pier_diatance,2107.0,22930.0
"Vauxhall Street, Vauxhall",352,51.486965,-0.116625,85.0,Vauxhall_diatance,450.0,Geraldine Mary Harmsworth Park West_diatance,1040.0,St. George Wharf_diatance,740.0,11597.0
"Greycoat Street , Westminster",353,51.49459148,-0.134234258,26.0,Victoria_diatance,765.0,St. James's Park Queen Anne's Gate_distance,704.0,Millbank Millennium Pier_diatance,731.0,15046.0
"Northumberland Avenue, Strand",354,51.506767,-0.123702,43.0,Charing Cross_diatance,92.0,St. James's Park Waterloo Place Gate_distance,537.0,Embankment Pier_diatance,165.0,1810.0
"Clapham Common Station, Clapham Common",355,51.461388,-0.13922146,0.0,Clapham Junction_diatance,2179.0,Battersea Park Rosery Gate_diatance,1980.0,Battersea Power Station Pier_diatance,2548.0,13133.0
"South Kensington Station, South Kensington",356,51.494412,-0.173881,111.0,Victoria_diatance,2028.0,Hyde Park Alexandra Gate_diatance,832.0,Cadogan Pier_diatance,1389.0,8106.0
"Howland Street, Fitzrovia",357,51.520994,-0.139016,55.0,Euston_diatance,912.0,The Regent's Park St. Andrew's Gate_distance,681.0,Embankment Pier_diatance,1981.0,19918.0
"High Holborn , Covent Garden",358,51.516226,-0.124826,13.0,Charing Cross_diatance,978.0,Lincoln's Inn Fields West_distance,476.0,Embankment Pier_diatance,1056.0,14797.0
"Butler Place, Westminster",359,51.49782999,-0.135440826,18.0,Victoria_diatance,662.0,St. James's Park Queen Anne's Gate_distance,361.0,Westminster Pier_diatance,956.0,3982.0
"Howick Place, Westminster",360,51.49675303,-0.138733562,79.0,Victoria_diatance,420.0,St. James's Park Buckingham Gate_distance,416.0,Millbank Millennium Pier_diatance,1118.0,21065.0
"Waterloo Station 2, Waterloo",361,51.50391973,-0.11342629,34.0,Waterloo_diatance,92.0,Geraldine Mary Harmsworth Park North_diatance,823.0,Festival Pier_diatance,457.0,6252.0
"Royal College Street, Camden Town",362,51.536264,-0.133952,64.0,St Pancras_diatance,766.0,The Regent's Park Chester Gate_distance,1265.0,Embankment Pier_diatance,3371.0,26038.0
"Lord's, St. John's Wood",363,51.5291212008901,-0.171185284853,11.0,Marylebone_diatance,877.0,The Regent's Park Hanover Gate_distance,391.0,Embankment Pier_diatance,4238.0,6376.0
"Store Street, Bloomsbury",364,51.519572,-0.13214036,28.0,Euston_diatance,1028.0,Lincoln's Inn Fields West_distance,1061.0,Embankment Pier_diatance,1588.0,12381.0
"City Road, Angel",365,51.530344,-0.100168,32.0,Kings Cross_diatance,1616.0,Lincoln's Inn Fields South_distance,1975.0,Blackfriars Pier_diatance,2194.0,20950.0
"Harrowby Street, Marylebone",367,51.5173721,-0.1642075,54.0,Marylebone_diatance,642.0,Hyde Park Marble Arch_diatance,698.0,Embankment Pier_diatance,3184.0,19577.0
"Harriet Street, Knightsbridge",368,51.50024195,-0.15934065,51.0,Victoria_diatance,1085.0,Hyde Park Albert Gate_diatance,265.0,Cadogan Pier_diatance,1996.0,9963.0
"Paddington Green, Paddington",370,51.520205,-0.174593,16.0,Paddington_diatance,380.0,Hyde Park Victoria Gate_diatance,940.0,Embankment Pier_diatance,3968.0,17517.0
"King Edward Walk, Waterloo",371,51.49775,-0.10988,20.0,Waterloo_diatance,638.0,Geraldine Mary Harmsworth Park North_diatance,112.0,London Eye - Waterloo Pier_diatance,968.0,9068.0
"Sardinia Street, Holborn",372,51.515208,-0.117863,11.0,Charing Cross_diatance,931.0,Lincoln's Inn Fields West_distance,81.0,Festival Pier_diatance,913.0,5611.0
"Prince Consort Road, Knightsbridge",373,51.49980661,-0.176415994,30.0,Paddington_diatance,1923.0,Kensington Gardens Albert Memorial Gate_diatance,222.0,Cadogan Pier_diatance,2011.0,4109.0
"Waterloo Station 1, Waterloo",374,51.50402794,-0.11386436,60.0,Waterloo_diatance,113.0,Geraldine Mary Harmsworth Park North_diatance,847.0,Festival Pier_diatance,428.0,6252.0
"Kensington Town Hall, Kensington",375,51.50194596,-0.194392952,43.0,Paddington_diatance,2075.0,Holland Park Duchess of Bedford_diatance,447.0,Cadogan Pier_diatance,2878.0,11513.0
"Millbank Tower, Pimlico",376,51.49188409,-0.125674815,21.0,Vauxhall_diatance,693.0,St. James's Park Storey's Gate_distance,1104.0,Millbank Millennium Pier_diatance,69.0,15964.0
"Waterloo Bridge, South Bank",377,51.50535447,-0.113656543,17.0,Waterloo_diatance,253.0,Geraldine Mary Harmsworth Park North_diatance,977.0,Festival Pier_diatance,340.0,17685.0
"Natural History Museum, South Kensington",378,51.49559291,-0.179077626,15.0,Victoria_diatance,2376.0,Kensington Gardens Queen Gate_diatance,678.0,Cadogan Pier_diatance,1669.0,8081.0
"Turquoise Island, Notting Hill",379,51.51431171,-0.200838199,60.0,Paddington_diatance,1685.0,Kensington Gardens Black Lion Gate_diatance,1016.0,Cadogan Pier_diatance,4236.0,20331.0
"Stanhope Gate, Mayfair",380,51.50686435,-0.150666888,21.0,Victoria_diatance,1211.0,Hyde Park Queen Elizabeth Gate_diatance,327.0,Westminster Pier_diatance,1989.0,9898.0
"Charlotte Street, Fitzrovia",381,51.51953043,-0.13577731,20.0,Euston_diatance,1023.0,The Regent's Park St. Andrew's Gate_distance,955.0,Embankment Pier_diatance,1717.0,19918.0
"Farm Street, Mayfair",382,51.50935171,-0.14744969,12.0,Victoria_diatance,1430.0,Green Park Devonshire Gates_diatance,455.0,Embankment Pier_diatance,1826.0,4530.0
"Frith Street, Soho",383,51.51310333,-0.13121385,45.0,Charing Cross_diatance,839.0,St. James's Park Waterloo Place Gate_distance,834.0,Embankment Pier_diatance,965.0,10317.0
"Marloes Road, Kensington",384,51.496481,-0.192404,41.0,Paddington_diatance,2531.0,Kensington Gardens Palace Gate_diatance,822.0,Cadogan Pier_diatance,2356.0,14743.0
"Moor Street, Soho",386,51.51352755,-0.130110822,87.0,Charing Cross_diatance,827.0,Lincoln's Inn Fields West_distance,883.0,Embankment Pier_diatance,948.0,10317.0
"Fire Brigade Pier, Vauxhall",387,51.49369988,-0.121394101,23.0,Vauxhall_diatance,874.0,Geraldine Mary Harmsworth Park West_diatance,766.0,Millbank Millennium Pier_diatance,313.0,12443.0
"Southampton Street, Strand",388,51.51070161,-0.121723604,29.0,Charing Cross_diatance,369.0,Lincoln's Inn Fields West_distance,638.0,Embankment Pier_diatance,415.0,2977.0
"Upper Grosvenor Street, Mayfair",389,51.51013066,-0.155757901,27.0,Marylebone_diatance,1527.0,Hyde Park Park Lane_diatance,178.0,Embankment Pier_diatance,2408.0,9898.0
"Buxton Street 1, Shoreditch",390,51.521776,-0.068856,25.0,Liverpool Street_diatance,973.0,Victoria Park Bonner Gate_diatance,1916.0,Tower Millennium Pier_diatance,1756.0,14523.0
"Clifford Street, Mayfair",391,51.51066202,-0.142345694,10.0,Charing Cross_diatance,1378.0,Green Park Devonshire Gates_diatance,580.0,Embankment Pier_diatance,1511.0,2938.0
"Imperial College, Knightsbridge",392,51.49942855,-0.179702476,66.0,Paddington_diatance,1975.0,Kensington Gardens Queen Gate_diatance,250.0,Cadogan Pier_diatance,2063.0,4109.0
"Snow Hill, Farringdon",393,51.51733427,-0.103604248,11.0,Blackfriars_diatance,639.0,Lincoln's Inn Fields South_distance,891.0,Blackfriars Pier_diatance,769.0,2733.0
"Aberdeen Place, St. John's Wood",394,51.524826,-0.176268,42.0,Paddington_diatance,860.0,The Regent's Park Hanover Gate_distance,836.0,Embankment Pier_diatance,4288.0,28154.0
"Cadogan Gardens, Chelsea",395,51.492462,-0.159919,47.0,Victoria_diatance,1143.0,Hyde Park Albert Gate_diatance,1128.0,Cadogan Pier_diatance,1160.0,12691.0
"Shouldham Street, Marylebone",396,51.51809,-0.163609,50.0,Marylebone_diatance,559.0,Hyde Park Marble Arch_diatance,746.0,Embankment Pier_diatance,3176.0,20291.0
"Devonshire Terrace, Bayswater",397,51.51348,-0.17977,94.0,Paddington_diatance,449.0,Kensington Gardens Lancaster Gate_diatance,296.0,Cadogan Pier_diatance,3532.0,38188.0
"Holland Park, Kensington",398,51.502319,-0.200742,61.0,Paddington_diatance,2329.0,Holland Park Duchess of Bedford_diatance,13.0,Cadogan Pier_diatance,3218.0,5099.0
"Brick Lane Market, Shoreditch",399,51.52261762,-0.071653961,56.0,Liverpool Street_diatance,844.0,Victoria Park Bonner Gate_diatance,2001.0,Tower Millennium Pier_diatance,1778.0,14523.0
"George Street, Marylebone",400,51.517703,-0.154106,26.0,Marylebone_diatance,860.0,Hyde Park Marble Arch_diatance,697.0,Embankment Pier_diatance,2562.0,7737.0
"Columbia Road, Shoreditch",401,51.528187,-0.075375,39.0,Liverpool Street_diatance,1168.0,Victoria Park St Agnes Gate_diatance,1903.0,Tower Millennium Pier_diatance,2338.0,21972.0
"Penfold Street, Marylebone",402,51.52289229,-0.171681991,34.0,Marylebone_diatance,601.0,The Regent's Park Hanover Gate_distance,741.0,Embankment Pier_diatance,3908.0,29064.0
"George Place Mews, Marylebone",403,51.51689296,-0.158249929,59.0,Marylebone_diatance,764.0,Hyde Park Marble Arch_diatance,531.0,Embankment Pier_diatance,2782.0,13849.0
