name,id,lat,lon,number,min_rail,min_rail_distance,min_park,min_park_distance,min_pier,min_pier_distance,population_density,intercept,min_rail_distance_estimate,min_park_distance_estimate,min_pier_distance_estimate,population_density_estimate,localR2
"Malet Street, Bloomsbury",12,51.52168078,-0.130431727,46.0,Euston_diatance,829.6976002211627,Lincoln's Inn Fields West_distance,1073.8638261030956,Embankment Pier_diatance,1751.9037928129237,12381.0,-0.28995019726437166,-0.09414220406338893,0.2636840075442101,-0.24588145270540576,-0.034659707799311004,0.367083786518791
"Scala Street, Fitzrovia",13,51.51991453,-0.136039674,12.0,Euston_diatance,982.6899517389588,The Regent's Park St. Andrew's Gate_distance,913.1243980570426,Embankment Pier_diatance,1762.004601117004,19918.0,-0.29816890803016366,0.05558133347874257,-0.12492347624130157,-0.12652597142778257,-0.06642203961215941,0.2628892995414755
"Belgrove Street , King's Cross",14,51.52994371,-0.123616824,48.0,St Pancras_diatance,236.0661679333551,The Regent's Park Chester Gate_distance,1564.7817908348495,Embankment Pier_diatance,2558.6075740635515,20725.0,-0.2291814202906732,0.2242157266161769,-0.025357967438944747,0.29081326253177125,-0.007455610053907814,0.30945862762926735
"Great Russell Street, Bloomsbury",15,51.51772703,-0.127854211,30.0,Charing Cross_diatance,1183.8282359725304,Lincoln's Inn Fields West_distance,713.2488154928964,Embankment Pier_diatance,1277.5754482886814,5482.0,-0.26946963418764336,-0.12872405835288617,0.5488318973454096,-0.4822262467132842,-0.024102876320660552,0.4830157676235199
"Cartwright Gardens , Bloomsbury",16,51.52635795,-0.125979294,70.0,St Pancras_diatance,560.7125569111861,Lincoln's Inn Fields West_distance,1284.978737159744,Embankment Pier_diatance,2178.835079971291,17800.0,-0.1592489029760875,0.2131604525351954,0.16447910871776245,0.099714695599191,-0.011736250625813047,0.26672366825314714
"Hatton Wall, Holborn",17,51.5216612,-0.109006325,36.0,Blackfriars_diatance,1193.4580669732206,Lincoln's Inn Fields South_distance,833.3431351409504,Blackfriars Pier_diatance,1348.5816505740722,17909.0,-0.3685559397757847,0.03003087664770236,0.06473311763003275,0.030025436152713095,0.03002661993734264,0.21516764616073286
"Drury Lane, Covent Garden",18,51.51477076,-0.12221963,44.0,Charing Cross_diatance,810.7639554022369,Lincoln's Inn Fields West_distance,322.18367858475165,Embankment Pier_diatance,868.735513702168,14982.0,-0.20483986830641382,-0.12111601098612304,0.5094983844106623,-0.28999503116130976,-0.00016404027186879121,0.478079161593151
"Taviton Street, Bloomsbury",19,51.52505093,-0.131161087,35.0,Euston_diatance,466.8978408055672,The Regent's Park St. Andrew's Gate_distance,1021.9079327223592,Embankment Pier_diatance,2121.558861184737,17263.0,-0.12439822088016855,0.2231444016993085,0.12156852013923362,0.09192880445920608,-0.02614109051501142,0.2625509300866618
"Drummond Street , Euston",20,51.527326,-0.13605286,15.0,Euston_diatance,186.76755773092927,The Regent's Park Chester Gate_distance,685.1485053465832,Embankment Pier_diatance,2481.245189530264,6943.0,-0.19080395652497728,0.24738835336982232,-0.13470479808103544,0.11596165372416642,-0.047678735382211124,0.29311571381733637
"Lansdowne Drive, Hackney Central",21,51.539834,-0.062806212,3.0,Liverpool Street_diatance,2715.159697974861,Victoria Park St Agnes Gate_diatance,884.0358939438674,Tower Millennium Pier_diatance,3787.888626143322,17789.0,-0.12146710394394926,-0.541151648002064,-0.5858314626799617,0.4135572957878265,-0.003931752310432683,0.3216960355927127
"Northington Street , Holborn",22,51.5222641,-0.114079481,35.0,Kings Cross_diatance,1295.043826998698,Lincoln's Inn Fields South_distance,750.3330743906026,Blackfriars Pier_diatance,1581.9915861775044,17644.0,-0.3253120275992307,0.10449905418862794,0.0967353557311202,-0.010062030693943824,0.05602356669145532,0.3446032891438032
"Red Lion Square, Holborn",23,51.51943538,-0.119123345,11.0,Charing Cross_diatance,1355.383156848656,Lincoln's Inn Fields West_distance,397.4339976906766,Festival Pier_diatance,1385.673331915145,5611.0,-0.21907604581013115,0.07165423609603686,0.37564306865991914,-0.2563799342976505,0.028007059213194376,0.3443456894359353
"British Museum, Bloomsbury",24,51.51908011,-0.124678402,30.0,Euston_diatance,1267.257189270273,Lincoln's Inn Fields West_distance,581.877376998933,Embankment Pier_diatance,1365.4883031985185,5482.0,-0.16932523063051536,0.02051222989143617,0.5191899030708235,-0.35918317875623135,0.0026731296047602087,0.4772220725914205
"Doric Way , Somers Town",25,51.5288338,-0.132250369,47.0,Euston_diatance,156.331767808405,The Regent's Park Chester Gate_distance,955.8094153277308,Embankment Pier_diatance,2544.947180615643,13495.0,-0.10886799088362462,0.2765881119455508,0.07238276808647831,0.15846723384872605,-0.03677125066091052,0.25590352877637307
"Ampton Street , Clerkenwell",26,51.52728093,-0.11829517,20.0,Kings Cross_diatance,666.2330701385591,Lincoln's Inn Fields West_distance,1261.7496105670257,Blackfriars Pier_diatance,2207.649878720073,33409.0,-0.3892476810662173,0.03245287979514998,-0.11687282027455745,0.2525435797657303,0.020757798585348354,0.20283879789969214
"Bouverie Street, Temple",27,51.51382102,-0.107927706,13.0,Blackfriars_diatance,421.0407551124322,Lincoln's Inn Fields South_distance,606.5256184445196,Blackfriars Pier_diatance,600.2567374279964,2733.0,-0.44148962129917296,0.4513515534451931,0.2749421323618476,-0.6501005570903847,0.06384117887835744,0.43584513941792075
"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,49.0,Euston_diatance,854.123277284903,The Regent's Park St. Andrew's Gate_distance,259.4673364604071,Embankment Pier_diatance,2399.817403162647,26160.0,-0.5022469276503603,0.14038551780239075,-0.4777855698431105,0.10742188937396804,-0.13549899964885725,0.47209355315729706
"Hereford Road, Bayswater",29,51.513735,-0.193487,74.0,Paddington_diatance,1207.2212867835976,Kensington Gardens Black Lion Gate_diatance,563.7902982039403,Cadogan Pier_diatance,3915.400927883325,24552.0,-2.924177300130764,-0.25683628125967467,-1.6280902547480716,1.3553294026907579,-0.545861082428615,0.4082173771333567
"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,38.0,Liverpool Street_diatance,1427.918881587613,Lincoln's Inn Fields South_distance,2176.605433720264,Blackfriars Pier_diatance,2125.679348323263,24596.0,-0.17913830243210382,0.3722335151697966,0.083310376773025,0.16433597980242654,-0.0916080478041179,0.4896547336886165
"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,48.0,Liverpool Street_diatance,1231.3802787443303,Victoria Park St Agnes Gate_diatance,2347.958757429113,Blackfriars Pier_diatance,2430.2493312916918,17320.0,-0.12266087734376677,0.5953639244929286,0.14577394676001643,-0.21562927015734035,-0.06168792323346948,0.3796919325055326
"Leonard Circus , Shoreditch",32,51.52469624,-0.084439283,43.0,Liverpool Street_diatance,711.0371178419833,Lincoln's Inn Fields South_distance,2416.2876036344123,Blackfriars Pier_diatance,1937.5696968529164,6784.0,-0.2899256961053801,0.3261124447916654,0.1342196296380643,-0.05349512789634612,-0.01644078019817969,0.3159719491335357
"Pancras Road, King's Cross",34,51.5341235,-0.129386874,34.0,St Pancras_diatance,378.68477204540346,The Regent's Park Chester Gate_distance,1351.080234416491,Embankment Pier_diatance,3069.471913055084,6945.0,-0.10113620653373669,0.2647453214584011,0.1376297878476003,0.11126863289483219,-0.04813706306749434,0.28580381589254633
"De Vere Gardens, Kensington",36,51.50173726,-0.184980612,84.0,Paddington_diatance,1797.4660118617865,Kensington Gardens Palace Gate_diatance,50.77035966548242,Cadogan Pier_diatance,2465.4833857707526,14798.0,0.330554124980055,-0.6936086269277653,-0.19222417775507145,0.1589543108777678,-0.2168853360738044,0.41966507023788796
"Penywern Road, Earl's Court",37,51.49159394,-0.192369256,50.0,Paddington_diatance,3031.5154712528238,Holland Park Ilchester Gate_diatance,1252.5473121498117,Cadogan Pier_diatance,2046.947148269002,24684.0,-0.17385148888189783,0.13154270887816438,-0.18346198881527082,-0.297493351690852,-0.09384021847858667,0.14400241140281506
"Abingdon Villas, Kensington",38,51.4973875,-0.197245586,47.0,Paddington_diatance,2605.2490735825986,Holland Park Ilchester Gate_diatance,540.5086712133353,Cadogan Pier_diatance,2681.254631739787,14743.0,0.2596099115487777,-0.2493812727483215,-0.08287018438251365,-0.2606440688468538,-0.005314203526434797,0.23952582615769694
"Shoreditch High Street, Shoreditch",39,51.5263778,-0.078130921,55.0,Liverpool Street_diatance,913.9618829139032,Victoria Park St Agnes Gate_diatance,2168.2006222905425,Tower Millennium Pier_diatance,2125.129710288254,13333.0,-0.03303166754991489,0.30647075048392236,-0.026087922391457484,-0.21638268517288628,0.02193978499093102,0.23812185230902794
"Commercial Street, Shoreditch",40,51.52127071,-0.0755789,19.0,Liverpool Street_diatance,534.9778372958199,Victoria Park Bonner Gate_diatance,2307.038046881963,Tower Millennium Pier_diatance,1573.3773755030732,16990.0,-0.1564936781499317,-0.002901531770942073,-0.0805940521228889,-0.17495977775144073,0.12343053422052552,0.30704302473590694
"Pindar Street, Liverpool Street",41,51.520955,-0.083493552,7.0,Liverpool Street_diatance,294.4095595608701,Lincoln's Inn Fields South_distance,2338.014113815901,Tower Millennium Pier_diatance,1554.471561353742,6784.0,-0.3945000902931479,0.10951931274564164,0.11114563693456164,-0.03857266826459981,0.05576092774462989,0.23357044219421041
"Wenlock Road , Hoxton",42,51.53099181,-0.093903825,46.0,Liverpool Street_diatance,1618.349575111841,Lincoln's Inn Fields South_distance,2299.799661174939,Blackfriars Pier_diatance,2317.0607035422336,24596.0,-0.2083341641461682,0.4029943480681311,0.13240240041575552,0.15262021417108174,-0.10916538672445017,0.49206709623108613
"Crawford Street, Marylebone",43,51.52026,-0.157183945,47.0,Marylebone_diatance,511.5175056080204,The Regent's Park Clarence Gate_distance,503.0894469266266,Embankment Pier_diatance,2887.044266071256,23675.0,-1.4789202310695793,0.8220782950383105,-1.370094800617438,1.0777197565375358,-0.34967762011537973,0.6759421991588767
"Bruton Street, Mayfair",44,51.51073687,-0.144165239,12.0,Charing Cross_diatance,1501.6268288955291,Green Park Devonshire Gates_diatance,567.1228676504869,Embankment Pier_diatance,1634.2913713122375,2938.0,-1.0072828671824383,-1.7680058514318608,-0.008072146196418467,0.9225508580402171,-0.5662528297618602,0.2885355538885389
"Boston Place, Marylebone",45,51.522511,-0.162298,26.0,Marylebone_diatance,81.53731496007148,The Regent's Park Clarence Gate_distance,375.194990998761,Embankment Pier_diatance,3319.2833970159186,20491.0,-0.7639041355201377,0.32343999485014885,-1.1306009069559029,0.11789915800857488,-0.18126339285453674,0.6351400581344651
"Nesham Street, Wapping",46,51.507131,-0.06691,35.0,Fenchurch Street_diatance,920.1558792887917,Mile End Park Football Pitch_diatance,2559.575001087856,Tower Bridge Quay_diatance,475.0378807347613,7364.0,-0.1858466599711115,-0.1020078131938203,-0.3061213025201285,-0.7245381344539259,0.0741560764961229,0.3179572025051253
"Warwick Avenue Station, Maida Vale",47,51.52334476,-0.183846408,132.0,Paddington_diatance,844.4922828914714,The Regent's Park Hanover Gate_distance,1378.9834008693583,Cadogan Pier_diatance,4664.199929028245,13908.0,1.8231353446820369,1.1140053039845081,-0.24132962526181073,-0.5214680484067535,-0.21721601056150244,0.3796687070423923
"Godliman Street, St. Paul's",48,51.51248445,-0.099141408,29.0,Blackfriars_diatance,284.5580283409501,Lincoln's Inn Fields South_distance,1230.8606317116992,Blackfriars Pier_diatance,241.98137362056056,1021.0,-0.6915767171873192,-0.18316336740989295,0.0831940203153719,-0.22476813688316064,0.09225264441326239,0.2437949601397046
"Curzon Street, Mayfair",49,51.50706909,-0.145904427,36.0,Victoria_diatance,1166.6170550742238,Green Park Devonshire Gates_diatance,180.2832824758288,Westminster Pier_diatance,1683.2836361077177,4530.0,-1.9161442633934884,-1.573449233175538,-0.806975113504026,2.053251644566112,-0.9564744845290255,0.31806096726884525
"East Road, Hoxton",50,51.52867339,-0.087459376,35.0,Liverpool Street_diatance,1194.8284518979117,Lincoln's Inn Fields South_distance,2459.569074023543,Blackfriars Pier_diatance,2213.703594208191,52750.0,-0.21387625271903243,0.532981581750038,0.16145625116266546,-0.09178147083610019,-0.07189294375982828,0.42458804426556007
"Finsbury Library , Finsbury",51,51.52671796,-0.104298194,31.0,Kings Cross_diatance,1458.4223663391492,Lincoln's Inn Fields South_distance,1480.7921787330915,Blackfriars Pier_diatance,1805.040953648601,30164.0,-0.29259588857954866,0.27957697996168257,0.17220753473996936,-0.03963150411336612,-0.06649919320338687,0.4040956487916087
"Roscoe Street, St. Luke's",52,51.52295439,-0.094934859,32.0,Liverpool Street_diatance,1028.9288915519364,Lincoln's Inn Fields South_distance,1680.2045980304715,Blackfriars Pier_diatance,1433.2019377015213,19126.0,-0.2151614543859396,0.15883351647277852,0.01974426700436055,0.17679501335979853,-0.03224144367456424,0.37326725176994424
"Grafton Street, Mayfair",53,51.5099923,-0.143495266,11.0,Charing Cross_diatance,1438.447392775217,Green Park Devonshire Gates_diatance,489.9497028592894,Embankment Pier_diatance,1569.783132805152,2938.0,-0.945707723475539,-1.8201905031631087,0.06502937550404661,1.0314328395665573,-0.5584917879235806,0.2793609575659438
"Golden Lane, Barbican",54,51.52174785,-0.094475072,37.0,Liverpool Street_diatance,942.042246722436,Lincoln's Inn Fields South_distance,1648.5267439758877,Blackfriars Pier_diatance,1315.871931278529,32149.0,-0.24225161196549924,0.20105611610160626,0.043355827174023934,0.09013456639689266,-0.02701398764578481,0.32718303231228224
"Finsbury Circus, Liverpool Street",55,51.51707521,-0.086685542,25.0,Liverpool Street_diatance,367.0772935263583,Lincoln's Inn Fields South_distance,2047.639691204388,London Bridge City Pier_diatance,1137.2065165293352,1021.0,-0.5250944060641228,0.0041497650752246665,0.10978178705714328,-0.1981782191655106,0.11018343310708668,0.27712639251908716
"Paddington Street, Marylebone",56,51.52058381,-0.154701411,38.0,Marylebone_diatance,638.6996243640581,The Regent's Park York Gate_distance,460.7536218287439,Embankment Pier_diatance,2760.4073103948526,23675.0,-1.3805422577683928,0.9278659414873778,-1.2350942524675022,1.1879257650854333,-0.33737577136181596,0.6630045209615819
"Guilford Street , Bloomsbury",57,51.52334672,-0.120202614,28.0,St Pancras_diatance,984.039961491974,Lincoln's Inn Fields West_distance,838.594099945568,Embankment Pier_diatance,1821.8750710059007,23833.0,-0.2774653627881838,0.05995986062854489,0.23679624148031952,-0.14482164365241768,0.032581055911985846,0.370738251536954
"New Inn Yard, Shoreditch",58,51.52452699,-0.079248081,37.0,Liverpool Street_diatance,694.8336805270459,Victoria Park Bonner Gate_diatance,2334.1053563577066,Tower Millennium Pier_diatance,1918.8377373807637,6784.0,-0.13293162777520245,0.14332517686882332,-0.0413411517835324,-0.10220957879006905,0.04804828809749241,0.23294653632458187
"Lisson Grove, St. John's Wood",60,51.52644828,-0.172190727,20.0,Marylebone_diatance,736.8237552514514,The Regent's Park Hanover Gate_distance,502.16937763064095,Embankment Pier_diatance,4131.584100246347,27036.0,1.0891507805300629,0.7786733294604016,-0.07626100098428551,-0.31355157373202686,-0.08053168840467216,0.37785953365687286
"Great Dover Street, The Borough",61,51.49738251,-0.089446947,84.0,London Bridge_diatance,930.3823717916564,Geraldine Mary Harmsworth Park East_diatance,1158.9780082020386,London Bridge City Pier_diatance,1112.293643098894,36858.0,0.6310699317009749,0.03608070447158095,0.6408413626482441,0.7134836423099161,0.014417429257340226,0.4035793137429903
"Cotton Garden Estate, Kennington",62,51.4907579,-0.106323685,34.0,Vauxhall_diatance,1268.47761273457,Geraldine Mary Harmsworth Park East_diatance,586.4540474849988,Millbank Millennium Pier_diatance,1277.117189734194,19750.0,0.16973180822745562,0.2563144614728022,0.2510997490084231,-0.02314443665890189,0.0818441581631708,0.44856636640770076
"Murray Grove , Hoxton",63,51.53089041,-0.089782579,62.0,Liverpool Street_diatance,1481.7533216989596,Lincoln's Inn Fields South_distance,2492.232120565353,Blackfriars Pier_diatance,2382.6245652511343,24596.0,-0.1874653228890293,0.5305231975142283,0.13621786409605025,0.0024691429399718266,-0.09481630649639175,0.46610463253318746
"William IV Street, Strand",64,51.50946212,-0.124749274,49.0,Charing Cross_diatance,246.23161176236505,St. James's Park Waterloo Place Gate_distance,620.6999358215476,Embankment Pier_diatance,363.4941920275303,5614.0,-0.6724254634115717,1.560928750224087,0.45192658439003747,-2.255418457370648,-0.0464849325177354,0.5429431061147054
"Gower Place , Euston",65,51.52522753,-0.13518856,1.0,Euston_diatance,389.04817686810935,The Regent's Park St. Andrew's Gate_distance,742.8511511355903,Embankment Pier_diatance,2244.306112665462,11192.0,-0.15350943113048957,0.27635537930720755,-0.10538282893417111,0.11529963488403293,-0.05514754305872991,0.2955755479906167
"Holborn Circus, Holborn",66,51.51795029,-0.108657431,14.0,Blackfriars_diatance,807.3812495739784,Lincoln's Inn Fields South_distance,580.7275433855802,Blackfriars Pier_diatance,974.3550591547069,31587.0,-0.34910301518392056,0.00846015982817385,0.17067863760540813,-0.027528609855417475,0.03402184804062331,0.3109031228397294
"Hatton Garden, Holborn",67,51.51882555,-0.108028472,43.0,Blackfriars_diatance,875.5553307100328,Lincoln's Inn Fields South_distance,666.2257166699287,Blackfriars Pier_diatance,1035.8238637092516,17909.0,-0.3693018581816113,-0.028736782656513082,0.13671061604501272,0.015646881852710626,0.030442667952999856,0.29985560023821806
"Theobald's Road , Holborn",68,51.52059681,-0.116688468,6.0,St Pancras_diatance,1366.3657072450794,Lincoln's Inn Fields West_distance,525.6657050350469,Festival Pier_diatance,1513.7178648659306,5611.0,-0.2872994439112459,0.06929068392201485,0.25229413003894885,-0.17158026993107584,0.04418624825598292,0.368973191800215
"Euston Road, Euston",69,51.5262363,-0.134407652,15.0,Euston_diatance,274.0254205713373,The Regent's Park St. Andrew's Gate_distance,802.718672685007,Embankment Pier_diatance,2324.66417934206,6943.0,-0.1386608808795206,0.2770815301392735,-0.056363350209943375,0.14098595949172524,-0.04425941177243808,0.2882814317380502
"Calshot Street , King's Cross",70,51.53136059,-0.117069978,19.0,Kings Cross_diatance,446.1728531786353,Lincoln's Inn Fields West_distance,1716.265791814336,Blackfriars Pier_diatance,2562.0098449613524,18269.0,-0.33494406777662117,0.14945447985051719,-0.25590946451967655,0.4907844907651665,-0.0028711639316386303,0.158030106411705
"Newgate Street , St. Paul's",71,51.5154186,-0.098850915,29.0,Blackfriars_diatance,512.570605545762,Lincoln's Inn Fields South_distance,1199.950076562456,Blackfriars Pier_diatance,552.9272274510538,1021.0,-0.5371707791570612,0.009624263080869257,0.0777195618420384,-0.19425240356806828,0.052867731411546846,0.1867359079517326
"Farringdon Lane, Clerkenwell",72,51.52352001,-0.108340165,15.0,Blackfriars_diatance,1375.9863296233857,Lincoln's Inn Fields South_distance,1030.3609286335266,Blackfriars Pier_diatance,1523.026596789467,10379.0,-0.3550592038487701,0.08213227849493324,0.013870329800082803,0.03490792304355025,0.02271580924265116,0.021807951737297795
"Old Street Station, St. Luke's",73,51.52548,-0.089659871,41.0,Liverpool Street_diatance,943.7357924204784,Lincoln's Inn Fields South_distance,2136.570404736811,Blackfriars Pier_diatance,1827.5720262949803,7965.0,-0.1969168277673724,0.395950145291295,0.08248669226342689,0.03232410130108167,-0.05444744646456508,0.4064136111854577
"Vauxhall Cross, Vauxhall",74,51.48591714,-0.124469948,77.0,Vauxhall_diatance,108.72284080136158,Geraldine Mary Harmsworth Park West_diatance,1433.3516335697195,St. George Wharf_diatance,198.1943595315666,48800.0,0.2337652839168152,-0.2608547393746008,0.017581313111073582,0.4982048588485031,0.013267343601139757,0.196117523469568
"Torrens Street, Angel",75,51.53219984,-0.105480698,15.0,Kings Cross_diatance,1232.7870017615771,Lincoln's Inn Fields South_distance,1984.2796206022736,Blackfriars Pier_diatance,2420.05789854589,18101.0,-0.26038335754949715,0.3693124894079283,0.19513228683053022,0.06783327716587853,-0.11044132168602394,0.4793701169560893
"Longford Street, The Regent's Park",76,51.52559505,-0.144083893,50.0,Euston_diatance,747.514678171987,The Regent's Park St. Andrew's Gate_distance,130.05865047230245,Embankment Pier_diatance,2600.628670147008,4780.0,-0.5591532112908087,0.16620901086977333,-0.6085998837888348,0.06508845470557059,-0.1604632240526369,0.5426970050122074
"Russell Square Station, Bloomsbury",77,51.52341837,-0.124121774,25.0,St Pancras_diatance,898.0057344046132,Lincoln's Inn Fields West_distance,935.014269202842,Embankment Pier_diatance,1838.285340899883,30478.0,-0.24182456446522316,0.017936319232876412,0.34261659704343483,-0.23107076019850567,0.004103896624958703,0.3372455424034132
"Sadlers Sports Centre, Finsbury",78,51.52486887,-0.099489485,26.0,Liverpool Street_diatance,1408.030808733772,Lincoln's Inn Fields South_distance,1544.944539017767,Blackfriars Pier_diatance,1587.6383878516865,32680.0,-0.297111919684084,0.18109408714002623,0.1377251088786018,0.07305453559887301,-0.046084124539374376,0.45275721404591607
"Arundel Street, Temple",79,51.511726,-0.11385596,22.0,Blackfriars_diatance,751.3929602561273,Lincoln's Inn Fields South_distance,464.6986693733293,Festival Pier_diatance,591.9523520753287,2977.0,-0.08741926311331707,0.8315499167175786,0.73422095460038,-0.9956368938947533,-0.04998393122148462,0.4759297189922353
"Webber Street , Southwark",80,51.50069361,-0.102091246,52.0,Waterloo East_diatance,671.3886009205528,Geraldine Mary Harmsworth Park East_diatance,586.5156151198537,Bankside Pier_diatance,970.021845230436,11382.0,0.26425951460702624,-0.12198196277185097,0.28025656070738936,0.5410426612037628,0.06015076027204537,0.3900045982355236
"Great Titchfield Street, Fitzrovia",81,51.52025302,-0.141327271,41.0,Euston_diatance,1051.3374056626922,The Regent's Park St. Andrew's Gate_distance,650.4884554374607,Embankment Pier_diatance,2023.073713270036,10022.0,-0.33001872141152067,0.05371319767528792,-0.15613860468311558,0.0811536505699218,-0.070619905208883,0.22021626594713004
"Chancery Lane, Holborn",82,51.514274,-0.111257,12.0,Blackfriars_diatance,644.1242872159546,Lincoln's Inn Fields South_distance,373.7338152187464,Blackfriars Pier_diatance,821.2694995571346,2977.0,-0.3016662705236933,0.7580870108019653,0.45246690653323646,-0.9353084435296903,0.04135633957001309,0.49850551460347864
"Panton Street, West End",83,51.50963938,-0.131510949,129.0,Charing Cross_diatance,628.833539209893,St. James's Park Waterloo Place Gate_distance,449.6069693963959,Embankment Pier_diatance,763.8483970301481,5614.0,-0.4120482387136096,0.6851592655524512,-0.000817417454197153,-1.0314261256907065,-0.05765471729712603,0.45396694160214807
"Breams Buildings, Holborn",84,51.51593725,-0.111778348,11.0,Blackfriars_diatance,775.6282210121694,Lincoln's Inn Fields South_distance,306.8717474682741,Blackfriars Pier_diatance,954.867528864116,2733.0,-0.2515974127473476,0.36745843129514427,0.3637873417147929,-0.4658588112063408,0.04687415997800144,0.45807677217651427
"Tanner Street, Bermondsey",85,51.50064702,-0.078600401,138.0,London Bridge_diatance,685.6226835046755,Geraldine Mary Harmsworth Park East_diatance,1968.1195342701087,Tower Bridge Quay_diatance,688.7965842130417,14036.0,-0.1703762215752905,0.1766098859484532,-0.13048286833475348,-0.7509872931755661,0.08444534014422769,0.26916888543048895
"Sancroft Street, Vauxhall",86,51.48947903,-0.115156562,42.0,Vauxhall_diatance,667.7095544021258,Geraldine Mary Harmsworth Park West_diatance,742.9529959550383,Millbank Millennium Pier_diatance,708.2526243976391,19457.0,-0.028558559667607876,-0.10572482988044297,0.16166129723643224,0.08250827739224363,0.01067315735757675,0.23208654914666257
"Devonshire Square, Liverpool Street",87,51.51646835,-0.079684557,18.0,Liverpool Street_diatance,273.0098203550301,Lincoln's Inn Fields South_distance,2527.567580492622,Tower Millennium Pier_diatance,1024.0728286497458,1021.0,-0.24577721311842643,0.09616741482535074,0.001398130305739466,-0.3951972949438738,0.19408142596591393,0.4210478519877075
"Bayley Street , Bloomsbury",88,51.51858757,-0.132053392,52.0,Euston_diatance,1137.119753175618,Lincoln's Inn Fields West_distance,1019.020438849153,Embankment Pier_diatance,1488.8523793673126,12381.0,-0.30867868974651247,-0.11132504366580771,0.21370096168283537,-0.285977265133025,-0.08862455948505224,0.3670406556246188
"Tavistock Place, Bloomsbury",89,51.5262503,-0.123509611,35.0,St Pancras_diatance,600.0041047314563,Lincoln's Inn Fields West_distance,1209.5740002725645,Embankment Pier_diatance,2148.3185777600825,19753.0,-0.24230594134288438,0.13476279764373827,0.11384445273667243,0.09021654498119065,0.0024606383262589936,0.27441117348849664
