name,id,lat,lon,number,min_rail,min_rail_distance,min_park,min_park_distance,min_pier,min_pier_distance,population_density,intercept,min_rail_distance_estimate,min_park_distance_estimate,min_pier_distance_estimate,population_density_estimate,localR2
"Notting Hill Gate Station, Notting Hill",225,51.50935342,-0.196422,74.0,Paddington_diatance,1602.182091064889,Kensington Gardens Black Lion Gate_diatance,602.6702577415184,Cadogan Pier_diatance,3608.8959085922,17672.0,-0.11388580376129019,-0.8361538662418645,-0.3832484599243435,0.09382818530709579,-0.4359455328666898,0.4035146267142245
"Charles II Street, West End",226,51.50844614,-0.131961389,43.0,Charing Cross_diatance,622.2405815552587,St. James's Park Waterloo Place Gate_distance,320.57027126356866,Embankment Pier_diatance,753.2666795323439,1810.0,-0.4737286002763199,0.7239705403166445,-0.09688642818853721,-1.0630325725773446,-0.05670738536729567,0.4656014289643129
"Great Percy Street, Clerkenwell",227,51.52891573,-0.115480888,30.0,Kings Cross_diatance,665.3224230949636,Lincoln's Inn Fields West_distance,1453.440814518097,Blackfriars Pier_diatance,2269.5012962535643,13116.0,-0.36999781142086113,0.05463185666752055,-0.1443657759759472,0.2635261441317731,0.01766927539941211,-0.027282782358661873
"St. James's Square, St. James's",228,51.50742485,-0.134621209,40.0,Charing Cross_diatance,797.4166894289425,St. James's Park Waterloo Place Gate_distance,310.55609383413395,Embankment Pier_diatance,920.787527906509,1810.0,-0.5039438865643356,0.20205363971894044,-0.19764568115137704,-0.6112819530151109,-0.02399176113685777,0.3438718486187885
"Whitehall Place, Strand",229,51.50654321,-0.123179697,88.0,Charing Cross_diatance,106.53308196086928,St. James's Park Waterloo Place Gate_distance,566.5847091665419,Embankment Pier_diatance,136.4113897715913,1810.0,-1.33831508916732,1.5525179091395178,0.2222803576901412,-2.6807610487246647,-0.0440054635222793,0.5022499961792359
"Poured Lines, Bankside",230,51.50669284,-0.103137426,30.0,Blackfriars_diatance,545.7341771179647,Geraldine Mary Harmsworth Park North_diatance,1124.6976624004242,Blackfriars Pier_diatance,462.27773313693353,9469.0,-0.18323028751412093,-0.1020820433279796,0.12447392084454079,0.13920593479194748,0.07016293716234213,0.20791574672017699
"Queen's Gate (Central), South Kensington",231,51.49396755,-0.17873226,44.0,Victoria_diatance,2367.2173523746574,Kensington Gardens Queen Gate_diatance,860.4093304224898,Cadogan Pier_diatance,1505.1509272546343,8081.0,0.6387671308574663,-0.5523897158345116,0.2444567362068052,0.7026156822619354,0.0314328782586471,0.3639426791743269
"Carey Street, Holborn",232,51.51501025,-0.112753217,8.0,Blackfriars_diatance,774.1566291548128,Lincoln's Inn Fields South_distance,247.9491129640785,Blackfriars Pier_diatance,951.9571410800554,5611.0,-0.20841981335986107,0.5444902502356335,0.4703961606257333,-0.6900133787598619,0.04064626236780053,0.4872789864652718
"Pall Mall East, West End",233,51.50777049,-0.130699733,81.0,Charing Cross_diatance,526.8282155448692,St. James's Park Waterloo Place Gate_distance,244.0759360706984,Embankment Pier_diatance,654.0093007838364,1810.0,-0.5479345695407212,0.9666606359183884,-0.085779616860271,-1.297389791893968,-0.10153075878337452,0.5132244474449049
"Liverpool Road (N1 Centre), Angel",234,51.53450449,-0.106992706,19.0,Kings Cross_diatance,1151.9878122897687,Lincoln's Inn Fields South_distance,2191.4493434244387,Blackfriars Pier_diatance,2688.6501792867657,11849.0,-0.19868220004598874,0.47201071236985304,0.02908567855524301,0.3366707007715569,-0.09137808711481905,0.4800552830895153
"Kennington Road  , Vauxhall",235,51.49571828,-0.110889274,36.0,Waterloo_diatance,836.2495253024373,Geraldine Mary Harmsworth Park West_diatance,18.797237987066254,Millbank Millennium Pier_diatance,1051.6115714819869,8733.0,-0.03846394855631754,0.3302384815802324,0.26455677763203594,-0.4260304088023429,0.016271973250360366,0.30330146061309127
"Fashion Street, Whitechapel",236,51.51838043,-0.073438925,40.0,Liverpool Street_diatance,585.5935332686591,Victoria Park Bonner Gate_diatance,2407.141420576844,Tower Millennium Pier_diatance,1291.543900753995,16990.0,-0.16734763039593842,-0.10511983432468118,-0.13972589511629002,-0.25272047318093127,0.13831746262674288,0.33629113271891076
"Dock Street, Wapping",237,51.5097860151,-0.0681619805156,27.0,Fenchurch Street_diatance,724.1851733054593,Mile End Park Football Pitch_diatance,2507.7574525770274,Tower Bridge Quay_diatance,563.1776572040275,11416.0,-0.12273110508793493,-0.3104538362580831,-0.4868056083089138,-0.7869602378990931,0.09810782701945503,0.34928774381052186
"Frampton Street, Paddington",238,51.5233534,-0.175116099,27.0,Paddington_diatance,706.2159288098119,The Regent's Park Hanover Gate_distance,862.7679405989702,Embankment Pier_diatance,4143.03935280404,17517.0,2.2601357525819177,1.2366526108495839,-0.011697887217726653,-0.7133298757375152,-0.1143434967750981,0.41008454340557265
"Warren Street Station, Euston",239,51.52443845,-0.138019439,50.0,Euston_diatance,532.7532771645508,The Regent's Park St. Andrew's Gate_distance,556.3102289645966,Embankment Pier_diatance,2258.8517676793267,11192.0,-0.25025200110934254,0.23585582800638424,-0.2518909793684509,0.04842133454880654,-0.08055846108864932,0.2994040397285314
"Beaumont Street, Marylebone",242,51.52200801,-0.151359288,58.0,Marylebone_diatance,814.4786050582602,The Regent's Park York Gate_distance,316.33900613213945,Embankment Pier_diatance,2666.369511425949,10935.0,-1.1081433906142635,0.42732516691021744,-1.0191253023610127,0.6394300598014955,-0.28267017947792733,0.6275102718361387
"Gloucester Street, Pimlico",243,51.49096258,-0.139625122,78.0,Victoria_diatance,722.0053180103254,St. James's Park Buckingham Gate_distance,1062.3717844265534,Battersea Power Station Pier_diatance,897.1104288086937,23108.0,0.44820465918769303,0.4412437809281713,-0.07011458801854048,0.2489735670893744,-0.05867990194422651,0.21655291755336725
"Earnshaw Street , Covent Garden",244,51.51611887,-0.128585022,32.0,Charing Cross_diatance,1030.805953597746,Lincoln's Inn Fields West_distance,735.7345013810999,Embankment Pier_diatance,1133.5243193084314,14797.0,-0.30930229059029746,-0.15724470539332577,0.454702563076612,-0.4250429847063318,-0.06278511190195545,0.4621258517434588
"Grosvenor Road, Pimlico",245,51.4853572,-0.142207481,19.0,Victoria_diatance,1262.9619182012257,Battersea Park Sopwith Way_diatance,661.1063449572939,Battersea Power Station Pier_diatance,304.2003622883251,37134.0,0.04904959155938914,0.41605873238428265,-0.2904587478209741,-0.08337430686835483,-0.03601323571325499,0.2628513889600796
"Berry Street, Clerkenwell",246,51.52285301,-0.099994052,33.0,Blackfriars_diatance,1268.4468402767177,Lincoln's Inn Fields South_distance,1377.641985305375,Blackfriars Pier_diatance,1361.8793339223823,32680.0,-0.31400438256716423,0.07007885561230284,0.08033421629681356,0.09935492911858901,-0.01618464447366538,0.3223789492122482
"St. John's Wood Church, The Regent's Park",247,51.530529,-0.167515,97.0,Marylebone_diatance,883.1461989393282,The Regent's Park Hanover Gate_distance,269.51364427080387,Embankment Pier_diatance,4131.281297171815,6376.0,0.2138673022207523,0.5104987507683629,-0.3887481487323441,-0.055522233986655976,-0.11399960066538224,0.5211092079660323
"Triangle Car Park, Hyde Park",248,51.50645179,-0.170279555,474.0,Paddington_diatance,1269.5758827090683,Serpentine Bridge North_diatance,105.73752499830051,Cadogan Pier_diatance,2640.0824985265167,891.0,-1.43244706057863,-0.7688836121646294,-1.9277942746965386,-0.26145400754754083,-0.4659083750407656,0.5296977246374635
"Harper Road, The Borough",249,51.49859784,-0.096191134,46.0,London Bridge_diatance,1069.932800333638,Geraldine Mary Harmsworth Park East_diatance,739.6596764682184,Bankside Pier_diatance,1131.9702007090918,15510.0,0.5633779921686606,-0.19248006526101347,0.49515426792138123,0.8625324346577538,0.029387187581526218,0.5433038054036283
"Royal Avenue 1, Chelsea",250,51.489932,-0.162727,19.0,Victoria_diatance,1445.7077015246823,Battersea Park Albert Gate_diatance,1165.4071656891472,Cadogan Pier_diatance,828.5205065307291,14837.0,-0.33105813008179075,-0.06594803558024209,-0.9221033091257242,0.039647455630922715,0.08527409863633947,0.24364952881923152
"Brushfield Street, Liverpool Street",251,51.518908,-0.079249,92.0,Liverpool Street_diatance,188.95527798703705,Lincoln's Inn Fields South_distance,2581.603237501149,Tower Millennium Pier_diatance,1294.1127010883874,16990.0,-0.2752006850195609,0.1835923848075499,0.09441227044130336,-0.23861046728224816,0.1333009821934801,0.367892818338705
"Jubilee Gardens, South Bank",252,51.5046364,-0.116542278,289.0,Waterloo_diatance,287.5793420921942,Geraldine Mary Harmsworth Park North_diatance,997.7307698324092,Festival Pier_diatance,276.9054872955781,6252.0,-1.6176751084316559,0.734486606983527,0.24601177571023775,-2.117509223308856,-0.14978080197604707,0.4162576241804883
"Shoreditch Park, Hoxton",253,51.53404294,-0.086379717,134.0,Liverpool Street_diatance,1755.8619272053013,Victoria Park St Agnes Gate_diatance,2443.2759620660536,Blackfriars Pier_diatance,2792.675506720214,11282.0,-0.2231511951351446,0.6388380612486404,0.2093519649018411,-0.10673602585982299,-0.09711853365045404,0.4428160922601921
"Chadwell Street, Angel",254,51.53051587,-0.106408455,30.0,Kings Cross_diatance,1187.0675316409006,Lincoln's Inn Fields South_distance,1786.6412415480047,Blackfriars Pier_diatance,2244.441347814809,14646.0,-0.25676493717577925,0.33228386438778523,0.1477235177884379,0.0722042349739101,-0.0851656462867488,0.4462763405822141
"Clifton Road, Maida Vale",255,51.52557531,-0.179592915,81.0,Paddington_diatance,960.6527035323858,The Regent's Park Hanover Gate_distance,1014.7332474704298,Embankment Pier_diatance,4530.61160455143,27130.0,3.142735106200322,1.4267765096686407,0.2302189878887681,-1.0125021230301325,-0.1443055634592536,0.3730541251742511
"Houghton Street, Strand",256,51.51362054,-0.116764211,10.0,Charing Cross_diatance,809.5868454485781,Lincoln's Inn Fields South_distance,228.6112516320817,Festival Pier_diatance,739.5082367843186,2977.0,-0.03105077323528206,0.39993969731356,0.6782767869938741,-0.5960585689470025,-0.023585492601299676,0.4789938082699792
"Westminster University, Marylebone",257,51.52248185,-0.154907218,39.0,Marylebone_diatance,564.1092420421205,The Regent's Park York Gate_distance,265.89274077839747,Embankment Pier_diatance,2892.8814373927958,23675.0,-1.3325928059323928,0.36364427584015957,-1.3201451308505467,0.5285332971691543,-0.30524406869774623,0.6744387331448273
"Kensington Gore, Knightsbridge",258,51.50143293,-0.178656971,5.0,Paddington_diatance,1746.3369915939816,Kensington Gardens Albert Memorial Gate_diatance,81.85101996676728,Cadogan Pier_diatance,2236.260464270524,4109.0,0.11609629122431345,-0.2808017922732248,0.03735542228959272,1.0120227197824376,-0.4082424567962441,0.4875866238527071
"Bourne Street, Belgravia",259,51.490959,-0.1532331,64.0,Victoria_diatance,856.9086091896855,Battersea Park Sopwith Way_diatance,1094.465049751536,Battersea Power Station Pier_diatance,931.3016489621848,13792.0,0.05327246935760876,0.43698156314371384,-1.0326852025168596,0.384629413455271,-0.052855625080765814,0.25038269114675554
"Broadwick Street, Soho",260,51.5136846,-0.135580879,47.0,Charing Cross_diatance,1104.064345702834,St. James's Park Waterloo Place Gate_distance,948.1851374489304,Embankment Pier_diatance,1236.129106821012,14540.0,-0.3756962355397359,-0.28613166315974287,0.14712092220463008,-0.22089575623132846,-0.11839765363225761,0.26591594009311764
"Princes Square, Bayswater",261,51.5134891,-0.191351186,26.0,Paddington_diatance,1077.5795033624352,Kensington Gardens Black Lion Gate_diatance,449.44880862719145,Cadogan Pier_diatance,3822.300807974808,22058.0,-4.520510301773038,0.012183773762542953,-2.5151182693325493,2.027309870699512,-0.6461921614873195,0.41087171184611104
"LSBU (Borough Road), Elephant & Castle",262,51.49874469,-0.103132904,66.0,Waterloo East_diatance,766.2675822971595,Geraldine Mary Harmsworth Park East_diatance,363.1460420742656,Bankside Pier_diatance,1198.0085751157328,18013.0,0.2074838521703609,-0.0718591263455481,0.22783231457327505,0.4594632365836651,0.07954268899383403,0.4684306792718374
"St. Mary Axe, Aldgate",263,51.51422502,-0.080660083,11.0,Fenchurch Street_diatance,354.0477291304819,Lincoln's Inn Fields South_distance,2463.5320766175546,Tower Millennium Pier_diatance,782.7869924150925,1021.0,-0.41729926444155485,-0.14949014857010856,-0.08517372695177679,-0.5679464063530021,0.25929981176839717,0.4490403439714688
"Tysoe Street, Clerkenwell",264,51.52644342,-0.109256828,40.0,Kings Cross_diatance,1175.7576548301763,Lincoln's Inn Fields South_distance,1292.9578326495468,Blackfriars Pier_diatance,1851.162037192736,10332.0,-0.31999814293525464,0.14242332530175822,0.021876736717770573,0.05437761590077458,0.00560211430462579,0.16666372228919277
"Southwick Street, Paddington",265,51.51595344,-0.169249375,52.0,Paddington_diatance,544.5232374152837,Hyde Park Victoria Gate_diatance,500.12468206571,Embankment Pier_diatance,3462.694932576479,24494.0,0.5306993497482586,1.3376498989256522,-1.1448448757229714,-0.034578388470725405,-0.19911867655444734,0.6231472162199923
"Queen's Gate (North), Kensington",266,51.50102668,-0.180246101,90.0,Paddington_diatance,1802.211359541796,Kensington Gardens Queen Gate_diatance,69.03253519985469,Cadogan Pier_diatance,2239.5051651970207,14798.0,0.2658832400110983,-0.4256770581206774,0.1021591930599578,0.8890986810763127,-0.3609543588436911,0.47102602230120744
"Regency Street, Westminster",267,51.49206037,-0.132224622,44.0,Vauxhall_diatance,941.2974286089228,St. James's Park Queen Anne's Gate_distance,991.4133625749243,Millbank Millennium Pier_diatance,522.0826067433721,24216.0,-0.45232823576523223,-0.15030005262601048,-0.13104366858619265,-0.18725588711211932,-0.026251126463766098,0.3852642757536443
"Empire Square, The Borough",269,51.50082346,-0.089740764,82.0,London Bridge_diatance,592.4121289007225,Geraldine Mary Harmsworth Park East_diatance,1248.3382975276184,London Bridge City Pier_diatance,765.0739979594123,19495.0,0.5029083225331759,0.17847572159779967,0.5832254876158259,0.4780746845994539,0.03204271956481262,0.3755489439913649
"Kennington Lane Rail Bridge, Vauxhall",270,51.4863434,-0.122492418,54.0,Vauxhall_diatance,56.80956650100868,Geraldine Mary Harmsworth Park West_diatance,1309.0683527047374,St. George Wharf_diatance,330.142519866561,11597.0,0.13956900077782056,-0.28622269915586124,0.027148471178966533,0.4274157476056107,0.011560194449406017,0.24280469011832
"London Zoo,  The Regent's Park",271,51.53583617,-0.156285395,170.0,Marylebone_diatance,1490.4240948200973,The Regent's Park Monkey Gate_distance,196.7806704411372,Embankment Pier_diatance,4018.002971010556,5024.0,-1.1009254228660672,0.03717741843563355,-1.0765323999445688,0.17309940498116147,-0.26064355464213873,0.6944827079682677
"Baylis Road, Waterloo",272,51.50144456,-0.110699309,68.0,Waterloo_diatance,252.67458579015124,Geraldine Mary Harmsworth Park North_diatance,498.62498294320864,London Eye - Waterloo Pier_diatance,711.8400095743142,6252.0,-0.4727987628649841,0.7127745248929657,0.13039473778677813,-1.0513656357968344,-0.18669115045462847,0.3279026722868213
"Belvedere Road 1, South Bank",273,51.50613324,-0.114686385,87.0,Waterloo_diatance,352.62197315781384,Lincoln's Inn Fields South_distance,1062.753630970061,Festival Pier_diatance,235.9071942495481,6252.0,-1.2506174710583489,0.5057834088814209,0.4307853672602429,-1.6153167074230552,-0.1857186633502998,0.39934435733822016
"Warwick Road, Olympia",274,51.49671237,-0.20528437,97.0,Paddington_diatance,2999.7469190692827,Holland Park Abbotsbury Gate_diatance,449.2466186043668,Chelsea Harbour Pier_diatance,3077.9416052572737,16405.0,-0.15378664243709816,-0.019085594412613708,-0.05837587240615614,-0.07204545342696014,0.11552552633284904,-0.14340208750328262
"Barbican Centre, Barbican",275,51.52004497,-0.092176447,25.0,Liverpool Street_diatance,731.4985580920377,Lincoln's Inn Fields South_distance,1731.9927685889788,Blackfriars Pier_diatance,1210.976162368822,7347.0,-0.2519500047461031,0.2723435790077995,0.06754625744519108,0.011255860269978026,-0.020195652212770955,0.24985305562777263
"Kensington Church Street, Kensington",277,51.50315739,-0.191496313,68.0,Paddington_diatance,1850.394087586964,Kensington Gardens Studio Gate_diatance,245.43272564700592,Cadogan Pier_diatance,2851.9027371576226,7318.0,1.02255016871232,-1.0598955957783815,-0.1926604878484826,-0.6414495886841274,-0.26747176652452215,0.4173723813591651
"Tooley Street, Bermondsey",278,51.5034938,-0.07962099,269.0,London Bridge_diatance,429.12345621177593,Geraldine Mary Harmsworth Park East_diatance,2008.7564063978616,Tower Millennium Pier_diatance,423.134466983328,9193.0,-0.3475005369305394,0.2814480487449823,-0.11235111461637273,-1.0032909673429522,0.10024046238400242,0.2755202302788948
"North Wharf Road, Paddington",279,51.51862243,-0.176645823,47.0,Paddington_diatance,170.19762480746294,Kensington Gardens Marlborough Gate_diatance,798.2680182678475,Embankment Pier_diatance,4040.5759127280926,6897.0,1.786469900648385,1.3035710001383458,-0.4238130243711586,-0.48762141320032865,-0.19360888471419596,0.47793795799448197
"Royal Avenue 2, Chelsea",280,51.490083,-0.162418,60.0,Victoria_diatance,1418.7343112357355,Battersea Park Albert Gate_diatance,1185.3621102834572,Cadogan Pier_diatance,851.1615835886495,14837.0,-0.3314445634572371,-0.05491778294962182,-0.9516293997098731,0.052217856895438425,0.07964349998182582,0.24634890308727406
"Smith Square, Westminster",281,51.49580589,-0.127575233,33.0,Vauxhall_diatance,1148.0599698089336,St. James's Park Storey's Gate_distance,648.7304970977798,Millbank Millennium Pier_diatance,490.30636769603706,6973.0,-2.268191218825996,-0.5597582515327473,-0.763295817272465,-1.2524311659232943,0.016755154707626795,0.5689722676140325
"Royal London Hospital, Whitechapel",282,51.518675,-0.06111,47.0,Fenchurch Street_diatance,1438.5118470937748,Mile End Park Solebay Street_diatance,1778.154127779859,Tower Bridge Quay_diatance,1652.9481597703827,10945.0,-0.5162336231713498,0.5699477754287058,0.5920075811674415,0.2520481689572565,0.010705158947925338,-0.37948375738783235
"Kingsway, Covent Garden",283,51.51440928,-0.118478757,5.0,Charing Cross_diatance,832.1816762259704,Lincoln's Inn Fields West_distance,173.53484614360835,Festival Pier_diatance,825.103244672594,2977.0,-0.08576606357869655,0.07911179003294899,0.6050796154879592,-0.36193440951384553,-0.009858009471909799,0.47475761173805114
"Lambeth North Station, Waterloo",284,51.49914063,-0.112031483,42.0,Waterloo_diatance,447.62999429054673,Geraldine Mary Harmsworth Park North_diatance,325.3588357401586,London Eye - Waterloo Pier_diatance,754.6347390945667,6252.0,-0.21846912278501837,0.7052669371978572,0.2463442100767006,-0.9057953175404412,-0.16630572470157326,0.34695025408543134
"St. John's Wood Road, St. John's Wood",286,51.5272947,-0.174653609,51.0,Marylebone_diatance,931.4239697931572,The Regent's Park Hanover Gate_distance,635.16177213902,Embankment Pier_diatance,4326.031094234081,33719.0,1.6258322272882688,0.9266609764298556,0.09657910706233191,-0.480819407025328,-0.0783313318013663,0.3327237270909964
"Bedford Way, Bloomsbury",287,51.52367314,-0.128377673,29.0,Euston_diatance,701.3056826439283,Lincoln's Inn Fields West_distance,1122.556099903487,Embankment Pier_diatance,1919.3566183299524,5482.0,-0.2369408488704857,-0.0028154302583582114,0.2996864253880671,-0.16584208218203114,-0.021299289840199704,0.3016606408879147
"Elizabeth Bridge, Victoria",288,51.49236962,-0.147478734,53.0,Victoria_diatance,505.631523210483,St. James's Park Buckingham Gate_distance,1098.4547294598617,Battersea Power Station Pier_diatance,945.5797394816606,6936.0,0.6155224117099111,0.6957522174160219,-0.6400056060919342,0.6188575394442312,-0.016742126854571465,0.25216494045425875
"South Audley Street, Mayfair",289,51.50923022,-0.151296092,13.0,Victoria_diatance,1474.637553155788,Hyde Park Park Lane_diatance,500.1557317730928,Embankment Pier_diatance,2088.539276403574,9898.0,-3.387449771518304,-0.6107496006912109,-1.771658640709421,2.2823503333825386,-1.7431105129571143,0.3628132506789935
"St Mary's Hospital, Paddington",290,51.518268,-0.17110323,77.0,Paddington_diatance,421.6022303433667,Hyde Park Victoria Gate_diatance,715.6981821201518,Embankment Pier_diatance,3665.633405529258,29198.0,1.3673843594248951,1.247144197517185,-0.6381794006984796,-0.4229536321959292,-0.15007126059419676,0.5679821393486721
"Claverton Street, Pimlico",291,51.48483991,-0.138089062,43.0,Vauxhall_diatance,1058.3165825088724,Battersea Park Sopwith Way_diatance,868.1394841182539,Battersea Power Station Pier_diatance,553.5335738578603,20587.0,0.2294461505143801,0.4095697557292375,-0.0850720695888604,0.01967807902396167,-0.0426787270725607,0.23168730617537045
"Montpelier Street, Knightsbridge",292,51.49888404,-0.165471605,67.0,Victoria_diatance,1453.3324282670385,Hyde Park Albert Gate_diatance,632.5432494186545,Cadogan Pier_diatance,1785.738820594379,891.0,0.06064154376299551,-0.442015568794764,-0.652007031627548,0.8029931669115729,-0.18445418463470808,0.3921426875930638
"Kensington Olympia Station, Olympia",293,51.49815779,-0.209494128,28.0,Paddington_diatance,3086.2684681929,Holland Park Abbotsbury Gate_diatance,405.9169352240019,Chelsea Harbour Pier_diatance,3380.125038201428,17233.0,-0.14089963733374772,-0.02340089171809208,-0.04640546465366839,-0.05393311774285555,0.18067046701167275,0.13661009657746195
"St. George's Square, Pimlico",294,51.488226,-0.135635511,85.0,Vauxhall_diatance,918.9560136488644,Battersea Park Sopwith Way_diatance,1214.900622736537,St. George Wharf_diatance,617.6223188271342,20587.0,0.25791062048314717,0.24924479619417544,0.04891600535576317,0.1340895106952651,-0.04468056123341682,0.16470549927923492
"Swan Street, The Borough",295,51.50029631,-0.092762704,31.0,London Bridge_diatance,768.6811790956814,Geraldine Mary Harmsworth Park East_diatance,1034.7956077956674,London Bridge City Pier_diatance,927.2452763227294,36858.0,0.5433597268548285,-0.08103014800908939,0.5280792924474367,0.7427645539461823,0.029820802608667582,0.4490516334321752
"Knaresborough Place, Earl's Court",296,51.49363156,-0.190603326,52.0,Paddington_diatance,2776.5805666519886,Kensington Gardens Palace Gate_diatance,1016.0400068848544,Cadogan Pier_diatance,2063.314832833589,19718.0,0.06539734773822663,-0.08719148294013007,-0.14185880172112525,-0.27503716790931504,-0.05957943817174914,0.2275969717651213
"Geraldine Street, Elephant & Castle",297,51.49612799,-0.106000855,18.0,Waterloo_diatance,921.6024504972996,Geraldine Mary Harmsworth Park East_diatance,11.445816019555206,London Eye - Waterloo Pier_diatance,1289.874692035446,8733.0,0.05142530594530225,0.15266498359108827,0.17470345898055978,0.011644480343461541,0.0938517252811108,0.4197359866404167
"Curlew Street, Shad Thames",298,51.50227992,-0.074189225,182.0,London Bridge_diatance,826.4862834460134,Geraldine Mary Harmsworth Park East_diatance,2312.2101704481383,Tower Bridge Quay_diatance,413.18519596618006,40648.0,-0.3633530257916562,-0.08797179180853774,-0.31103583547967384,-0.9645464702805273,0.11970939462539898,0.2947608799971813
"Vincent Square, Westminster",299,51.49398524,-0.136928582,15.0,Victoria_diatance,617.6339646190595,St. James's Park Buckingham Gate_distance,730.5975716264628,Millbank Millennium Pier_diatance,881.665976426596,24216.0,0.1347775009314767,0.15338307577208518,-0.06306305995693803,0.1566248090246355,-0.040917197326006294,0.2998562581737218
"Serpentine Car Park, Hyde Park",300,51.505014,-0.17306032,295.0,Paddington_diatance,1369.919475888288,Serpentine Bridge South_diatance,53.87066270297476,Cadogan Pier_diatance,2509.4254316448923,891.0,-0.9945372166457725,-0.7483588958881024,-1.5492949995198289,-0.3434705935490509,-0.36202805102326957,0.5189948318905969
"Marylebone Lane, Marylebone",301,51.51475963,-0.148105415,89.0,Marylebone_diatance,1386.4279330198326,Hyde Park Marble Arch_diatance,788.4816461776115,Embankment Pier_diatance,2044.6720818119315,7737.0,-1.1037825192597712,-0.057829295377067616,-0.7906986825453503,0.5635009628874076,-0.38994223467312605,0.41303885349836555
"Putney Pier, Wandsworth",302,51.466907,-0.216573,108.0,Clapham Junction_diatance,3217.55078458013,Battersea Park Sun Gate_diatance,3797.37358072781,Putney Pier_diatance,94.1175765244161,17661.0,-0.32948470551869585,0.18365009875893792,-0.1212345596866526,-0.3105921861058443,0.06223859226397334,0.18557438838856846
"Albert Gate, Hyde Park",303,51.50295379,-0.158456089,489.0,Victoria_diatance,1180.1355726933862,Hyde Park Albert Gate_diatance,42.570345522849706,Battersea Power Station Pier_diatance,2286.8720027500167,5287.0,-1.0149778061853028,0.17865251714849673,-1.0449078267932785,0.49998077306328,-1.2562868768865096,0.29788460102829767
"Rathbone Street, Fitzrovia",306,51.51816295,-0.135025698,47.0,Euston_diatance,1172.230861998784,The Regent's Park St. Andrew's Gate_distance,1099.236995876125,Embankment Pier_diatance,1563.4592199638985,10317.0,-0.3051920285586668,-0.02102242494339506,0.006880155653305485,-0.2146203687547397,-0.08040377764185744,0.2793233773612393
"Black Lion Gate, Kensington Gardens",307,51.50990837,-0.187842717,644.0,Paddington_diatance,1101.3093143609372,Kensington Gardens Black Lion Gate_diatance,22.160218405911383,Cadogan Pier_diatance,3357.564356602682,7324.0,-2.848087429182653,-0.17113171915864278,-2.2841603687458845,0.9309028894809199,-0.5184289773657632,0.4149973921410142
"Long Lane , Bermondsey",308,51.49907558,-0.085666316,65.0,London Bridge_diatance,693.2330575841708,Geraldine Mary Harmsworth Park East_diatance,1450.952695114753,London Bridge City Pier_diatance,875.9893258265541,25147.0,0.40736019421633785,0.6177676321835293,0.5002704851748218,-0.04885679627693767,0.027417749403082343,0.32049170257068416
"Embankment (Savoy), Strand",309,51.50963123,-0.119047563,50.0,Charing Cross_diatance,367.1751996031298,Lincoln's Inn Fields South_distance,697.3620281986572,Festival Pier_diatance,305.0007295498804,2977.0,-0.5044787102143119,1.2028115613520605,0.7183037538647079,-1.780112979485504,-0.09925286379869631,0.4919869201016158
"Black Prince Road, Vauxhall",310,51.4908679,-0.116911864,61.0,Vauxhall_diatance,690.6885966882833,Geraldine Mary Harmsworth Park West_diatance,674.8512920381305,Millbank Millennium Pier_diatance,548.4159916504974,19457.0,-0.17390697781707354,-0.14418450442861022,0.11558512402060042,-0.02431689643575125,-0.01780408233913213,0.3015543540440989
"Foley Street, Fitzrovia",311,51.51918144,-0.140485596,42.0,Euston_diatance,1136.5425831234686,The Regent's Park St. Andrew's Gate_distance,782.9385107344195,Embankment Pier_diatance,1896.714690084823,10022.0,-0.3197526216630497,-0.011184228378390448,-0.1028354780378336,-0.009290486675074539,-0.057658660214956026,0.15562438735170828
"Grove End Road, St. John's Wood",312,51.53088935,-0.176770502,92.0,Marylebone_diatance,1287.5197452099044,The Regent's Park Hanover Gate_distance,817.7089412942768,Embankment Pier_diatance,4667.055814977746,29960.0,1.881569345593356,0.9862408101861246,0.20895660234113395,-0.5523492825996538,-0.0842971933078729,0.32192000952176436
"Wells Street, Fitzrovia",313,51.51734403,-0.138072691,31.0,Euston_diatance,1286.6913956137944,The Regent's Park St. Andrew's Gate_distance,1043.4581543226832,Embankment Pier_diatance,1634.0635473191887,10022.0,-0.3405097357289626,-0.08719353231036708,-0.06383949109291547,-0.16757899437055485,-0.050223509494499205,0.19427186777769395
"Tyers Gate, Bermondsey",314,51.50088934,-0.083159352,36.0,London Bridge_diatance,508.50480684489617,Geraldine Mary Harmsworth Park East_diatance,1674.0009112817247,London Bridge City Pier_diatance,679.2010573696817,23957.0,0.14591691678817492,0.7591516788241535,0.24113033278873502,-0.596806185243982,0.039741178997863155,0.2782071388048352
"The Tennis Courts, The Regent's Park",315,51.52536703,-0.153463612,211.0,Marylebone_diatance,706.2801180358703,The Regent's Park York Gate_distance,85.5994492181904,Embankment Pier_diatance,3020.500207562003,3413.0,-1.271942923734622,0.04109261333257176,-1.2627758916948975,0.19826346008150356,-0.28994135435658935,0.6816953127610139
"Warwick Row, Westminster",316,51.497998,-0.14296064,66.0,Victoria_diatance,200.9415613690371,St. James's Park Buckingham Gate_distance,417.9315929190121,Westminster Pier_diatance,1433.4424345318675,3982.0,-0.06693120562887152,-0.15137241973461174,-0.5993534708706237,0.778773455654966,0.10933376571132183,0.2782633876867254
