name,id,lat,lon,number,min_rail,min_rail_distance,min_park,min_park_distance,min_pier,min_pier_distance,population_density
"Earnshaw Street , Covent Garden",244,51.51611887,-0.128585022,32.0,Charing Cross_diatance,1030.8059535977459,Lincoln's Inn Fields West_distance,735.7345013810999,Embankment Pier_diatance,1133.5243193084314,14797.0
"Grosvenor Road, Pimlico",245,51.4853572,-0.142207481,19.0,Victoria_diatance,1262.9619182012257,Battersea Park Sopwith Way_diatance,661.1063449572939,Battersea Power Station Pier_diatance,304.2003622883251,37134.0
"Berry Street, Clerkenwell",246,51.52285301,-0.099994052,33.0,Blackfriars_diatance,1268.4468402767177,Lincoln's Inn Fields South_distance,1377.6419853053753,Blackfriars Pier_diatance,1361.8793339223823,32680.0
"St. John's Wood Church, The Regent's Park",247,51.530529,-0.167515,97.0,Marylebone_diatance,883.1461989393282,The Regent's Park Hanover Gate_distance,269.51364427080387,Embankment Pier_diatance,4131.281297171815,6376.0
"Triangle Car Park, Hyde Park",248,51.50645179,-0.170279555,474.0,Paddington_diatance,1269.5758827090683,Serpentine Bridge North_diatance,105.73752499830053,Cadogan Pier_diatance,2640.0824985265167,891.0
"Harper Road, The Borough",249,51.49859784,-0.096191134,46.0,London Bridge_diatance,1069.932800333638,Geraldine Mary Harmsworth Park East_diatance,739.6596764682184,Bankside Pier_diatance,1131.9702007090918,15510.0
"Royal Avenue 1, Chelsea",250,51.489932,-0.162727,19.0,Victoria_diatance,1445.7077015246823,Battersea Park Albert Gate_diatance,1165.4071656891472,Cadogan Pier_diatance,828.5205065307291,14837.0
"Brushfield Street, Liverpool Street",251,51.518908,-0.079249,92.0,Liverpool Street_diatance,188.95527798703702,Lincoln's Inn Fields South_distance,2581.603237501149,Tower Millennium Pier_diatance,1294.1127010883874,16990.0
"Jubilee Gardens, South Bank",252,51.5046364,-0.116542278,289.0,Waterloo_diatance,287.5793420921942,Geraldine Mary Harmsworth Park North_diatance,997.7307698324092,Festival Pier_diatance,276.9054872955781,6252.0
"Shoreditch Park, Hoxton",253,51.53404294,-0.086379717,134.0,Liverpool Street_diatance,1755.8619272053013,Victoria Park St Agnes Gate_diatance,2443.2759620660536,Blackfriars Pier_diatance,2792.675506720214,11282.0
"Chadwell Street, Angel",254,51.53051587,-0.106408455,30.0,Kings Cross_diatance,1187.0675316409006,Lincoln's Inn Fields South_distance,1786.6412415480047,Blackfriars Pier_diatance,2244.441347814809,14646.0
"Clifton Road, Maida Vale",255,51.52557531,-0.179592915,81.0,Paddington_diatance,960.6527035323858,The Regent's Park Hanover Gate_distance,1014.7332474704298,Embankment Pier_diatance,4530.61160455143,27130.0
"Houghton Street, Strand",256,51.51362054,-0.116764211,10.0,Charing Cross_diatance,809.5868454485781,Lincoln's Inn Fields South_distance,228.6112516320817,Festival Pier_diatance,739.5082367843186,2977.0
"Westminster University, Marylebone",257,51.52248185,-0.154907218,39.0,Marylebone_diatance,564.1092420421205,The Regent's Park York Gate_distance,265.89274077839747,Embankment Pier_diatance,2892.8814373927953,23675.0
"Kensington Gore, Knightsbridge",258,51.50143293,-0.178656971,5.0,Paddington_diatance,1746.3369915939816,Kensington Gardens Albert Memorial Gate_diatance,81.85101996676728,Cadogan Pier_diatance,2236.2604642705237,4109.0
"Bourne Street, Belgravia",259,51.490959,-0.1532331,64.0,Victoria_diatance,856.9086091896855,Battersea Park Sopwith Way_diatance,1094.465049751536,Battersea Power Station Pier_diatance,931.3016489621847,13792.0
"Broadwick Street, Soho",260,51.5136846,-0.135580879,47.0,Charing Cross_diatance,1104.0643457028339,St. James's Park Waterloo Place Gate_distance,948.1851374489304,Embankment Pier_diatance,1236.1291068210119,14540.0
"Princes Square, Bayswater",261,51.5134891,-0.191351186,26.0,Paddington_diatance,1077.5795033624352,Kensington Gardens Black Lion Gate_diatance,449.44880862719145,Cadogan Pier_diatance,3822.3008079748083,22058.0
"LSBU (Borough Road), Elephant & Castle",262,51.49874469,-0.103132904,66.0,Waterloo East_diatance,766.2675822971595,Geraldine Mary Harmsworth Park East_diatance,363.1460420742656,Bankside Pier_diatance,1198.0085751157328,18013.0
"St. Mary Axe, Aldgate",263,51.51422502,-0.080660083,11.0,Fenchurch Street_diatance,354.0477291304819,Lincoln's Inn Fields South_distance,2463.5320766175546,Tower Millennium Pier_diatance,782.7869924150925,1021.0
"Tysoe Street, Clerkenwell",264,51.52644342,-0.109256828,40.0,Kings Cross_diatance,1175.7576548301763,Lincoln's Inn Fields South_distance,1292.9578326495468,Blackfriars Pier_diatance,1851.1620371927356,10332.0
"Southwick Street, Paddington",265,51.51595344,-0.169249375,52.0,Paddington_diatance,544.5232374152837,Hyde Park Victoria Gate_diatance,500.12468206571003,Embankment Pier_diatance,3462.694932576479,24494.0
"Queen's Gate (North), Kensington",266,51.50102668,-0.180246101,90.0,Paddington_diatance,1802.2113595417961,Kensington Gardens Queen Gate_diatance,69.03253519985469,Cadogan Pier_diatance,2239.5051651970207,14798.0
"Regency Street, Westminster",267,51.49206037,-0.132224622,44.0,Vauxhall_diatance,941.2974286089229,St. James's Park Queen Anne's Gate_distance,991.4133625749243,Millbank Millennium Pier_diatance,522.0826067433721,24216.0
"Empire Square, The Borough",269,51.50082346,-0.089740764,82.0,London Bridge_diatance,592.4121289007225,Geraldine Mary Harmsworth Park East_diatance,1248.3382975276184,London Bridge City Pier_diatance,765.0739979594123,19495.0
"Kennington Lane Rail Bridge, Vauxhall",270,51.4863434,-0.122492418,54.0,Vauxhall_diatance,56.809566501008675,Geraldine Mary Harmsworth Park West_diatance,1309.0683527047374,St. George Wharf_diatance,330.142519866561,11597.0
"London Zoo,  The Regent's Park",271,51.53583617,-0.156285395,170.0,Marylebone_diatance,1490.4240948200973,The Regent's Park Monkey Gate_distance,196.78067044113718,Embankment Pier_diatance,4018.0029710105555,5024.0
"Baylis Road, Waterloo",272,51.50144456,-0.110699309,68.0,Waterloo_diatance,252.67458579015124,Geraldine Mary Harmsworth Park North_diatance,498.62498294320864,London Eye - Waterloo Pier_diatance,711.8400095743142,6252.0
"Belvedere Road 1, South Bank",273,51.50613324,-0.114686385,87.0,Waterloo_diatance,352.62197315781384,Lincoln's Inn Fields South_distance,1062.753630970061,Festival Pier_diatance,235.9071942495481,6252.0
"Warwick Road, Olympia",274,51.49671237,-0.20528437,97.0,Paddington_diatance,2999.7469190692827,Holland Park Abbotsbury Gate_diatance,449.2466186043668,Chelsea Harbour Pier_diatance,3077.9416052572737,16405.0
"Barbican Centre, Barbican",275,51.52004497,-0.092176447,25.0,Liverpool Street_diatance,731.4985580920377,Lincoln's Inn Fields South_distance,1731.9927685889788,Blackfriars Pier_diatance,1210.9761623688219,7347.0
"Kensington Church Street, Kensington",277,51.50315739,-0.191496313,68.0,Paddington_diatance,1850.3940875869641,Kensington Gardens Studio Gate_diatance,245.43272564700592,Cadogan Pier_diatance,2851.9027371576226,7318.0
"Tooley Street, Bermondsey",278,51.5034938,-0.07962099,269.0,London Bridge_diatance,429.12345621177593,Geraldine Mary Harmsworth Park East_diatance,2008.7564063978616,Tower Millennium Pier_diatance,423.13446698332797,9193.0
"North Wharf Road, Paddington",279,51.51862243,-0.176645823,47.0,Paddington_diatance,170.19762480746294,Kensington Gardens Marlborough Gate_diatance,798.2680182678475,Embankment Pier_diatance,4040.5759127280926,6897.0
"Royal Avenue 2, Chelsea",280,51.490083,-0.162418,60.0,Victoria_diatance,1418.7343112357357,Battersea Park Albert Gate_diatance,1185.3621102834572,Cadogan Pier_diatance,851.1615835886495,14837.0
"Smith Square, Westminster",281,51.49580589,-0.127575233,33.0,Vauxhall_diatance,1148.0599698089336,St. James's Park Storey's Gate_distance,648.7304970977798,Millbank Millennium Pier_diatance,490.30636769603706,6973.0
"Royal London Hospital, Whitechapel",282,51.518675,-0.06111,47.0,Fenchurch Street_diatance,1438.5118470937748,Mile End Park Solebay Street_diatance,1778.154127779859,Tower Bridge Quay_diatance,1652.9481597703827,10945.0
"Kingsway, Covent Garden",283,51.51440928,-0.118478757,5.0,Charing Cross_diatance,832.1816762259704,Lincoln's Inn Fields West_distance,173.53484614360835,Festival Pier_diatance,825.103244672594,2977.0
"Lambeth North Station, Waterloo",284,51.49914063,-0.112031483,42.0,Waterloo_diatance,447.62999429054673,Geraldine Mary Harmsworth Park North_diatance,325.3588357401586,London Eye - Waterloo Pier_diatance,754.6347390945667,6252.0
"St. John's Wood Road, St. John's Wood",286,51.5272947,-0.174653609,51.0,Marylebone_diatance,931.4239697931573,The Regent's Park Hanover Gate_distance,635.16177213902,Embankment Pier_diatance,4326.031094234081,33719.0
"Bedford Way, Bloomsbury",287,51.52367314,-0.128377673,29.0,Euston_diatance,701.3056826439283,Lincoln's Inn Fields West_distance,1122.556099903487,Embankment Pier_diatance,1919.3566183299524,5482.0
"Elizabeth Bridge, Victoria",288,51.49236962,-0.147478734,53.0,Victoria_diatance,505.631523210483,St. James's Park Buckingham Gate_distance,1098.4547294598615,Battersea Power Station Pier_diatance,945.5797394816606,6936.0
"South Audley Street, Mayfair",289,51.50923022,-0.151296092,13.0,Victoria_diatance,1474.637553155788,Hyde Park Park Lane_diatance,500.1557317730928,Embankment Pier_diatance,2088.539276403574,9898.0
"St Mary's Hospital, Paddington",290,51.518268,-0.17110323,77.0,Paddington_diatance,421.6022303433667,Hyde Park Victoria Gate_diatance,715.6981821201518,Embankment Pier_diatance,3665.633405529258,29198.0
"Claverton Street, Pimlico",291,51.48483991,-0.138089062,43.0,Vauxhall_diatance,1058.3165825088724,Battersea Park Sopwith Way_diatance,868.1394841182539,Battersea Power Station Pier_diatance,553.5335738578603,20587.0
"Montpelier Street, Knightsbridge",292,51.49888404,-0.165471605,67.0,Victoria_diatance,1453.3324282670385,Hyde Park Albert Gate_diatance,632.5432494186545,Cadogan Pier_diatance,1785.738820594379,891.0
"Kensington Olympia Station, Olympia",293,51.49815779,-0.209494128,28.0,Paddington_diatance,3086.2684681929,Holland Park Abbotsbury Gate_diatance,405.9169352240019,Chelsea Harbour Pier_diatance,3380.125038201428,17233.0
"St. George's Square, Pimlico",294,51.488226,-0.135635511,85.0,Vauxhall_diatance,918.9560136488645,Battersea Park Sopwith Way_diatance,1214.900622736537,St. George Wharf_diatance,617.6223188271342,20587.0
"Swan Street, The Borough",295,51.50029631,-0.092762704,31.0,London Bridge_diatance,768.6811790956814,Geraldine Mary Harmsworth Park East_diatance,1034.7956077956674,London Bridge City Pier_diatance,927.2452763227294,36858.0
"Knaresborough Place, Earl's Court",296,51.49363156,-0.190603326,52.0,Paddington_diatance,2776.5805666519886,Kensington Gardens Palace Gate_diatance,1016.0400068848543,Cadogan Pier_diatance,2063.314832833589,19718.0
"Geraldine Street, Elephant & Castle",297,51.49612799,-0.106000855,18.0,Waterloo_diatance,921.6024504972996,Geraldine Mary Harmsworth Park East_diatance,11.445816019555206,London Eye - Waterloo Pier_diatance,1289.874692035446,8733.0
"Curlew Street, Shad Thames",298,51.50227992,-0.074189225,182.0,London Bridge_diatance,826.4862834460134,Geraldine Mary Harmsworth Park East_diatance,2312.2101704481383,Tower Bridge Quay_diatance,413.18519596618006,40648.0
"Vincent Square, Westminster",299,51.49398524,-0.136928582,15.0,Victoria_diatance,617.6339646190595,St. James's Park Buckingham Gate_distance,730.5975716264628,Millbank Millennium Pier_diatance,881.665976426596,24216.0
"Serpentine Car Park, Hyde Park",300,51.505014,-0.17306032,295.0,Paddington_diatance,1369.919475888288,Serpentine Bridge South_diatance,53.870662702974755,Cadogan Pier_diatance,2509.4254316448923,891.0
"Marylebone Lane, Marylebone",301,51.51475963,-0.148105415,89.0,Marylebone_diatance,1386.4279330198326,Hyde Park Marble Arch_diatance,788.4816461776115,Embankment Pier_diatance,2044.6720818119313,7737.0
"Putney Pier, Wandsworth",302,51.466907,-0.216573,108.0,Clapham Junction_diatance,3217.55078458013,Battersea Park Sun Gate_diatance,3797.37358072781,Putney Pier_diatance,94.1175765244161,17661.0
"Albert Gate, Hyde Park",303,51.50295379,-0.158456089,489.0,Victoria_diatance,1180.1355726933862,Hyde Park Albert Gate_diatance,42.570345522849706,Battersea Power Station Pier_diatance,2286.8720027500167,5287.0
"Rathbone Street, Fitzrovia",306,51.51816295,-0.135025698,47.0,Euston_diatance,1172.230861998784,The Regent's Park St. Andrew's Gate_distance,1099.2369958761253,Embankment Pier_diatance,1563.4592199638985,10317.0
"Black Lion Gate, Kensington Gardens",307,51.50990837,-0.187842717,644.0,Paddington_diatance,1101.3093143609372,Kensington Gardens Black Lion Gate_diatance,22.160218405911383,Cadogan Pier_diatance,3357.564356602682,7324.0
"Long Lane , Bermondsey",308,51.49907558,-0.085666316,65.0,London Bridge_diatance,693.2330575841708,Geraldine Mary Harmsworth Park East_diatance,1450.952695114753,London Bridge City Pier_diatance,875.9893258265541,25147.0
"Embankment (Savoy), Strand",309,51.50963123,-0.119047563,50.0,Charing Cross_diatance,367.17519960312984,Lincoln's Inn Fields South_distance,697.3620281986572,Festival Pier_diatance,305.0007295498804,2977.0
"Black Prince Road, Vauxhall",310,51.4908679,-0.116911864,61.0,Vauxhall_diatance,690.6885966882833,Geraldine Mary Harmsworth Park West_diatance,674.8512920381305,Millbank Millennium Pier_diatance,548.4159916504974,19457.0
"Foley Street, Fitzrovia",311,51.51918144,-0.140485596,42.0,Euston_diatance,1136.5425831234686,The Regent's Park St. Andrew's Gate_distance,782.9385107344195,Embankment Pier_diatance,1896.7146900848227,10022.0
"Grove End Road, St. John's Wood",312,51.53088935,-0.176770502,92.0,Marylebone_diatance,1287.5197452099044,The Regent's Park Hanover Gate_distance,817.7089412942768,Embankment Pier_diatance,4667.055814977746,29960.0
"Wells Street, Fitzrovia",313,51.51734403,-0.138072691,31.0,Euston_diatance,1286.6913956137944,The Regent's Park St. Andrew's Gate_distance,1043.4581543226832,Embankment Pier_diatance,1634.0635473191887,10022.0
"Tyers Gate, Bermondsey",314,51.50088934,-0.083159352,36.0,London Bridge_diatance,508.50480684489617,Geraldine Mary Harmsworth Park East_diatance,1674.0009112817247,London Bridge City Pier_diatance,679.2010573696817,23957.0
"The Tennis Courts, The Regent's Park",315,51.52536703,-0.153463612,211.0,Marylebone_diatance,706.2801180358703,The Regent's Park York Gate_distance,85.5994492181904,Embankment Pier_diatance,3020.500207562003,3413.0
"Warwick Row, Westminster",316,51.497998,-0.14296064,66.0,Victoria_diatance,200.9415613690371,St. James's Park Buckingham Gate_distance,417.93159291901213,Westminster Pier_diatance,1433.4424345318675,3982.0
"Dickens Square, Borough",317,51.49679128,-0.093913472,35.0,London Bridge_diatance,1125.756156996667,Geraldine Mary Harmsworth Park East_diatance,844.2389956065311,London Bridge City Pier_diatance,1297.0667579472195,18534.0
"Sackville Street, Mayfair",318,51.51004801,-0.138846453,24.0,Charing Cross_diatance,1125.9954004423275,Green Park Devonshire Gates_diatance,633.5015676444058,Embankment Pier_diatance,1259.0162069052444,2938.0
"Baldwin Street, St. Luke's",319,51.52702563,-0.088542771,43.0,Liverpool Street_diatance,1053.5351042444338,Lincoln's Inn Fields South_distance,2293.460219814622,Blackfriars Pier_diatance,2015.9836084823314,22967.0
"Queen Mother Sports Centre, Victoria",320,51.49357351,-0.139956043,56.0,Victoria_diatance,475.0827836678513,St. James's Park Buckingham Gate_distance,776.0136786418137,Millbank Millennium Pier_diatance,1075.1040355035293,23108.0
"Bermondsey Street, Bermondsey",321,51.49785559,-0.081608045,165.0,London Bridge_diatance,862.3472285429482,Geraldine Mary Harmsworth Park East_diatance,1703.9557932182997,London Bridge City Pier_diatance,1030.3615097723396,22671.0
"Palissy Street, Shoreditch",322,51.526293,-0.073955,55.0,Liverpool Street_diatance,1026.1823441139927,Victoria Park Bonner Gate_diatance,1918.9355573128566,Tower Millennium Pier_diatance,2142.447251535351,19435.0
"Clifton Street, Shoreditch",323,51.523196,-0.083067,19.0,Liverpool Street_diatance,528.3771671269842,Lincoln's Inn Fields South_distance,2440.6590931406167,Tower Millennium Pier_diatance,1794.1056585091862,6784.0
"Ontario Street, Elephant & Castle",324,51.49652013,-0.101384068,47.0,Waterloo East_diatance,1036.5209254341446,Geraldine Mary Harmsworth Park East_diatance,327.40049480220273,Bankside Pier_diatance,1398.7317844010188,12715.0
"St. Martin's Street, West End",325,51.50908747,-0.129697889,28.0,Charing Cross_diatance,489.5569351252359,St. James's Park Waterloo Place Gate_distance,401.9353646051965,Embankment Pier_diatance,624.4471095747408,5614.0
"Graham Street, Angel",326,51.53266186,-0.099981142,107.0,Kings Cross_diatance,1613.2526663040708,Lincoln's Inn Fields South_distance,2199.457570251952,Blackfriars Pier_diatance,2451.892088898385,14759.0
"New North Road 1, Hoxton",327,51.53095,-0.085603,10.0,Liverpool Street_diatance,1407.8812550371688,Victoria Park St Agnes Gate_diatance,2451.932821112045,Blackfriars Pier_diatance,2497.4114621724434,20774.0
"New North Road 2, Hoxton",328,51.53114,-0.086016,11.0,Liverpool Street_diatance,1434.0597143126056,Victoria Park St Agnes Gate_diatance,2474.5145145685783,Blackfriars Pier_diatance,2504.6325460896164,20774.0
"Prince Albert Road, The Regent's Park",329,51.53589283,-0.160854428,134.0,Marylebone_diatance,1430.2198683731153,The Regent's Park Monkey Gate_distance,171.4658182601065,Embankment Pier_diatance,4220.6098595035355,3413.0
"Eastbourne Mews, Paddington",330,51.51641749,-0.179135079,38.0,Paddington_diatance,172.27338680367637,Kensington Gardens Marlborough Gate_diatance,595.1013380739362,Cadogan Pier_diatance,3837.445010814089,14124.0
"Bunhill Row, Moorgate",331,51.52085887,-0.089887855,31.0,Liverpool Street_diatance,611.7665075342953,Lincoln's Inn Fields South_distance,1909.9119323001041,Blackfriars Pier_diatance,1371.7042981900229,7965.0
"Nevern Place, Earl's Court",332,51.49334336,-0.194757949,45.0,Paddington_diatance,2916.4748937042846,Holland Park Ilchester Gate_diatance,998.47050007832,Cadogan Pier_diatance,2286.8145737375735,25323.0
"Palace Gardens Terrace, Notting Hill",333,51.50860544,-0.193764092,57.0,Paddington_diatance,1501.3638445414488,Kensington Gardens Black Lion Gate_diatance,445.3245593843641,Cadogan Pier_diatance,3436.3958160554257,7324.0
"Concert Hall Approach 1, South Bank",334,51.505044,-0.115851,50.0,Waterloo_diatance,283.5382156274607,Geraldine Mary Harmsworth Park North_diatance,1011.1171272290646,Festival Pier_diatance,255.9156218562857,17685.0
"Tavistock Street, Covent Garden",335,51.51196803,-0.120718759,25.0,Charing Cross_diatance,523.4404397514627,Lincoln's Inn Fields West_distance,480.8127733140189,Embankment Pier_diatance,556.5760003216014,2977.0
"Concert Hall Approach 2, South Bank",336,51.504942,-0.115533,63.0,Waterloo_diatance,260.8189418903203,Geraldine Mary Harmsworth Park North_diatance,990.4056134255067,Festival Pier_diatance,277.4347668593826,17685.0
"Pembridge Villas, Notting Hill",337,51.51108452,-0.197524944,38.0,Paddington_diatance,1576.195206404068,Kensington Gardens Black Lion Gate_diatance,681.8962004084194,Cadogan Pier_diatance,3810.4821474821383,17672.0
"Wellington Street , Strand",338,51.51175646,-0.119643424,50.0,Charing Cross_diatance,530.3147764873748,Lincoln's Inn Fields West_distance,479.14770245404765,Festival Pier_diatance,543.9979727559518,2977.0
"Risinghill Street, Angel",339,51.5333196,-0.1117812,14.0,Kings Cross_diatance,803.2965248758342,Lincoln's Inn Fields West_distance,1979.6507032402087,Blackfriars Pier_diatance,2633.140502903275,22228.0
"Bank of England Museum, Bank",340,51.51444134,-0.087587447,18.0,Cannon Street_diatance,543.6273578907783,Lincoln's Inn Fields South_distance,1983.6244655857706,London Bridge City Pier_diatance,860.0270162134035,1021.0
"Craven Street, Strand",341,51.50810309,-0.12602103,102.0,Charing Cross_diatance,212.99287850022074,St. James's Park Waterloo Place Gate_distance,455.1589735492425,Embankment Pier_diatance,347.5485497386306,1810.0
"London Zoo Car Park, The Regent's Park",343,51.53692216,-0.150181444,125.0,Euston_diatance,1418.604835308588,The Regent's Park St. Mark's Gate_distance,149.7348153511616,Embankment Pier_diatance,3881.9848413975915,10443.0
"Goswell Road (City Uni), Finsbury",344,51.528246,-0.10102611,37.0,Kings Cross_diatance,1608.5296119339855,Lincoln's Inn Fields South_distance,1750.3473587551214,Blackfriars Pier_diatance,1959.974549292035,20244.0
"Flood Street, Chelsea",345,51.48802358,-0.166878535,66.0,Victoria_diatance,1801.6393916273066,Battersea Park Albert Gate_diatance,946.7658895722641,Cadogan Pier_diatance,578.1158324226545,20725.0
"Lower Marsh, Waterloo",347,51.50013942,-0.113936001,32.0,Waterloo_diatance,333.1200328390595,Geraldine Mary Harmsworth Park North_diatance,497.63199076677597,London Eye - Waterloo Pier_diatance,582.281581962494,6252.0
"Grosvenor Square, Mayfair",348,51.51217033,-0.150481272,41.0,Marylebone_diatance,1492.4288032578988,Hyde Park Park Lane_diatance,539.4034216926168,Embankment Pier_diatance,2098.0302292160013,9898.0
"St. George Street, Mayfair",349,51.51196,-0.142783033,8.0,Charing Cross_diatance,1449.646341457347,Green Park Devonshire Gates_diatance,713.9834874179437,Embankment Pier_diatance,1584.279576934503,2938.0
"Queen's Gate, Kensington Gardens",350,51.5017154373867,-0.1798541843891,181.0,Paddington_diatance,1722.8587106560506,Kensington Gardens Queen Gate_diatance,28.413354335649366,Cadogan Pier_diatance,2297.756732485917,4109.0
"Macclesfield Rd, St Lukes",351,51.529423,-0.097122,38.0,Liverpool Street_diatance,1607.5669230587405,Lincoln's Inn Fields South_distance,2021.6903566572691,Blackfriars Pier_diatance,2107.4968528446216,22930.0
"Vauxhall Street, Vauxhall",352,51.486965,-0.116625,85.0,Vauxhall_diatance,450.3371038280109,Geraldine Mary Harmsworth Park West_diatance,1039.8345169601344,St. George Wharf_diatance,739.9310624173434,11597.0
"Greycoat Street , Westminster",353,51.49459148,-0.134234258,26.0,Victoria_diatance,764.7735437012008,St. James's Park Queen Anne's Gate_distance,704.055334079501,Millbank Millennium Pier_diatance,730.6648769936435,15046.0
"Northumberland Avenue, Strand",354,51.506767,-0.123702,43.0,Charing Cross_diatance,91.5375017375123,St. James's Park Waterloo Place Gate_distance,536.5706465155976,Embankment Pier_diatance,165.39321077553598,1810.0
"Clapham Common Station, Clapham Common",355,51.461388,-0.13922146,0.0,Clapham Junction_diatance,2178.91607162183,Battersea Park Rosery Gate_diatance,1979.7830775117222,Battersea Power Station Pier_diatance,2548.3138246630215,13133.0
"South Kensington Station, South Kensington",356,51.494412,-0.173881,111.0,Victoria_diatance,2027.8466908616463,Hyde Park Alexandra Gate_diatance,831.5670331713429,Cadogan Pier_diatance,1388.521488957537,8106.0
"Howland Street, Fitzrovia",357,51.520994,-0.139016,55.0,Euston_diatance,912.0498579983198,The Regent's Park St. Andrew's Gate_distance,680.9545730768139,Embankment Pier_diatance,1981.3923556179357,19918.0
"High Holborn , Covent Garden",358,51.516226,-0.124826,13.0,Charing Cross_diatance,977.6110979704048,Lincoln's Inn Fields West_distance,476.4369974739517,Embankment Pier_diatance,1056.3721381691757,14797.0
"Butler Place, Westminster",359,51.49782999,-0.135440826,18.0,Victoria_diatance,662.1645850666791,St. James's Park Queen Anne's Gate_distance,360.65383270981977,Westminster Pier_diatance,955.7533695387523,3982.0
"Howick Place, Westminster",360,51.49675303,-0.138733562,79.0,Victoria_diatance,420.29690667086254,St. James's Park Buckingham Gate_distance,415.8237883625985,Millbank Millennium Pier_diatance,1118.207333013741,21065.0
"Waterloo Station 2, Waterloo",361,51.50391973,-0.11342629,34.0,Waterloo_diatance,92.48572404252161,Geraldine Mary Harmsworth Park North_diatance,823.3084243377896,Festival Pier_diatance,457.05000103132863,6252.0
"Royal College Street, Camden Town",362,51.536264,-0.133952,64.0,St Pancras_diatance,766.4825677313352,The Regent's Park Chester Gate_distance,1264.8590285562827,Embankment Pier_diatance,3371.468351651136,26038.0
"Lord's, St. John's Wood",363,51.5291212008901,-0.171185284853,11.0,Marylebone_diatance,876.8818958820025,The Regent's Park Hanover Gate_distance,391.421062423089,Embankment Pier_diatance,4237.902425284425,6376.0
"Store Street, Bloomsbury",364,51.519572,-0.13214036,28.0,Euston_diatance,1028.0318059615565,Lincoln's Inn Fields West_distance,1061.4593629544381,Embankment Pier_diatance,1587.5288559556502,12381.0
"City Road, Angel",365,51.530344,-0.100168,32.0,Kings Cross_diatance,1616.3548696301614,Lincoln's Inn Fields South_distance,1974.8205374993279,Blackfriars Pier_diatance,2193.909783132449,20950.0
"Harrowby Street, Marylebone",367,51.5173721,-0.1642075,54.0,Marylebone_diatance,642.3696281569537,Hyde Park Marble Arch_diatance,697.7334688577861,Embankment Pier_diatance,3183.9748177772262,19577.0
"Harriet Street, Knightsbridge",368,51.50024195,-0.15934065,51.0,Victoria_diatance,1084.956945013891,Hyde Park Albert Gate_diatance,265.3954766225954,Cadogan Pier_diatance,1995.8563312783658,9963.0
"Paddington Green, Paddington",370,51.520205,-0.174593,16.0,Paddington_diatance,380.3750522183492,Hyde Park Victoria Gate_diatance,939.8764891958199,Embankment Pier_diatance,3968.0236472126926,17517.0
"King Edward Walk, Waterloo",371,51.49775,-0.10988,20.0,Waterloo_diatance,637.7382401064272,Geraldine Mary Harmsworth Park North_diatance,111.83240139735176,London Eye - Waterloo Pier_diatance,968.1401789160121,9068.0
"Sardinia Street, Holborn",372,51.515208,-0.117863,11.0,Charing Cross_diatance,930.5645597394523,Lincoln's Inn Fields West_distance,81.17479531926988,Festival Pier_diatance,912.5771776830036,5611.0
"Prince Consort Road, Knightsbridge",373,51.49980661,-0.176415994,30.0,Paddington_diatance,1923.2289626749728,Kensington Gardens Albert Memorial Gate_diatance,221.88694088916978,Cadogan Pier_diatance,2011.384544828002,4109.0
"Waterloo Station 1, Waterloo",374,51.50402794,-0.11386436,60.0,Waterloo_diatance,112.9649175261964,Geraldine Mary Harmsworth Park North_diatance,846.976527580446,Festival Pier_diatance,428.21795160279396,6252.0
"Kensington Town Hall, Kensington",375,51.50194596,-0.194392952,43.0,Paddington_diatance,2074.8483587634632,Holland Park Duchess of Bedford_diatance,446.7829611864906,Cadogan Pier_diatance,2877.62595207935,11513.0
"Millbank Tower, Pimlico",376,51.49188409,-0.125674815,21.0,Vauxhall_diatance,692.5807976332369,St. James's Park Storey's Gate_distance,1103.899869683739,Millbank Millennium Pier_diatance,68.71091522298491,15964.0
"Waterloo Bridge, South Bank",377,51.50535447,-0.113656543,17.0,Waterloo_diatance,252.6693333059774,Geraldine Mary Harmsworth Park North_diatance,976.7614813774481,Festival Pier_diatance,340.0476087648567,17685.0
"Natural History Museum, South Kensington",378,51.49559291,-0.179077626,15.0,Victoria_diatance,2375.5574605261313,Kensington Gardens Queen Gate_diatance,678.1125636395705,Cadogan Pier_diatance,1669.464631644619,8081.0
"Turquoise Island, Notting Hill",379,51.51431171,-0.200838199,60.0,Paddington_diatance,1685.2086180963295,Kensington Gardens Black Lion Gate_diatance,1016.4062937451022,Cadogan Pier_diatance,4236.110659784345,20331.0
"Stanhope Gate, Mayfair",380,51.50686435,-0.150666888,21.0,Victoria_diatance,1211.4359607954873,Hyde Park Queen Elizabeth Gate_diatance,327.01418389499656,Westminster Pier_diatance,1988.5289129855582,9898.0
"Charlotte Street, Fitzrovia",381,51.51953043,-0.13577731,20.0,Euston_diatance,1023.4319627802583,The Regent's Park St. Andrew's Gate_distance,955.23118608289,Embankment Pier_diatance,1716.6818041182364,19918.0
"Farm Street, Mayfair",382,51.50935171,-0.14744969,12.0,Victoria_diatance,1429.7371998244048,Green Park Devonshire Gates_diatance,455.1573816341187,Embankment Pier_diatance,1826.4393632520969,4530.0
"Frith Street, Soho",383,51.51310333,-0.13121385,45.0,Charing Cross_diatance,838.7538625379965,St. James's Park Waterloo Place Gate_distance,834.3436739813313,Embankment Pier_diatance,965.0257216022396,10317.0
