name,x_coor,y_coor,y,ols_residual,gwr_yhat,gwr_residual,localR2,influ,CooksD,beta_Intercept,beta_min_rail_distance,beta_min_park_distance,beta_min_pier_distance,beta_population_density,se_Intercept,se_min_rail_distance,se_min_park_distance,se_min_pier_distance,se_population_density,t_Intercept,t_min_rail_distance,t_min_park_distance,t_min_pier_distance,t_population_density,p_Intercept,p_min_rail_distance,p_min_park_distance,p_min_pier_distance,p_population_density,sumW
"Eccleston Place, Victoria",-0.147624377,51.49395092,-0.178064242,-0.21036843,-0.314873335,0.136809092,0.280494018,0.126498101,4.13E-05,0.99631748,0.964911758,-0.874457084,1.140759676,-0.255899357,0.44521051,0.367849642,0.338032695,0.330387433,0.124553215,2.237857053,2.623114576,-2.5869009,3.452793792,-2.054538355,0.025509056,0.008881408,0.009862437,0.000584406,0.040252893,25.91741943
"Warwick Row, Westminster",-0.14296064,51.497998,0.171251093,0.030912408,0.480404982,-0.309153889,0.294575592,0.184468678,0.000352465,0,0,-1.040573855,1.058804987,-0.241028532,0.562098339,0.474139365,0.393396786,0.361223452,0.121139911,0,0,-2.645100039,2.93116347,-1.98967071,0.172574161,0.06261484,0.008329331,0.003474633,0.046972458,24.32255978
"Montpelier Street, Knightsbridge",-0.165471605,51.49888404,0.025703037,-0.061543795,0.699414613,-0.673711576,0.3130981,0.085808591,0.000619627,0,-0.735117114,0,1.391147047,-0.23829353,0.559780614,0.254601929,0.611238101,0.657537942,0.119867024,0,-2.887319498,0,2.11569091,-1.987982356,0.517151213,0.003991741,0.304997341,0.034684238,0.047159275,24.59091636
"Copper Box Arena, Queen Elizabeth Olympic Park",-0.0205426,51.544909,-0.527379578,-0.793340421,2.211196756,-2.738576334,0.368421573,0.087529714,0.010483186,1.309336007,-2.891035975,-3.184621042,-2.288825976,0,0.486878324,0.29007798,0.375223672,0.33498105,0.201853236,2.689246864,-9.966409631,-8.487260472,-6.832702856,0,0.007312734,4.08E-22,1.04E-16,1.67E-11,0.055279399,23.49996281
"Monier Road, Hackney Wick",-0.021630359,51.5403115,-0.090735409,-0.340913856,2.438755496,-2.529490904,0.378636884,0.07843081,0.007856382,1.412547492,-3.02375953,-3.057874273,-2.283867232,0,0.467123232,0.297893159,0.36327173,0.322666984,0.195946722,3.023929012,-10.15048328,-8.41759493,-7.078093963,0,0.002576107,7.78E-23,1.80E-16,3.24E-12,0.060579902,26.04915311
"Here East South, Queen Elizabeth Olympic Park",-0.02059759,51.54653279,-0.081032205,-0.394227915,2.256222017,-2.337254222,0.365798042,0.188184554,0.020739907,1.26243308,-2.773075545,-3.104439507,-2.192543202,0,0.48925891,0.284334683,0.371869841,0.333977905,0.201899975,2.580296558,-9.752857163,-8.348188437,-6.564934888,0,0.010051434,2.71E-21,3.10E-16,9.44E-11,0.062022656,22.70324468
"Pont Street, Knightsbridge",-0.161203828,51.4968865,0.151844685,0.038247675,0.79343284,-0.641588154,0.287139008,0.079590765,0.000514208,0,0,-1.567780743,0,0,0.555509381,0.250610374,0.578762894,0.619702937,0.127855208,0,0,-2.708848061,0,0,0.484335179,0.414400436,0.006898248,0.485334119,0.080000196,22.72489075
"Allington Street, Victoria",-0.1429434,51.496863,0.297392742,0.167950993,0.1582882,0.139104541,0.297045019,0.211475141,8.75E-05,1.32009968,1.225727205,-0.808511195,1.210818678,0,0.59810498,0.493712075,0.395981706,0.362694788,0.122894929,2.20713708,2.482676176,-2.041789259,3.338395578,0,0.027592027,0.013247099,0.041504958,0.000882198,0.08069529,24.85927444
"Here East North, Queen Elizabeth Olympic Park",-0.022606555,51.54873119,-0.003406575,-0.266056492,0.935753935,-0.93916051,0.362074355,0.217550035,0.004167266,1.184507385,-2.46945473,-2.764168013,-1.89040131,0,0.488275163,0.271116048,0.354032885,0.327087759,0.198939838,2.425901364,-9.108478637,-7.807658919,-5.779492681,0,0.015493951,6.76E-19,1.86E-14,1.08E-08,0.10245749,21.54374998
"Bayswater Road, Hyde Park",-0.174411,51.511933,1.898421362,1.632742229,1.502969941,0.395451421,0.482199192,0.200468855,0.000652061,0,1.112904217,-2.284438414,0,0,0.895387185,0.445416038,0.569382988,0.415610868,0.209244379,0,2.498572396,-4.012129727,0,0,0.120606852,0.012672081,6.59E-05,0.281511383,0.10745936,19.16030847
"Black Lion Gate, Kensington Gardens",-0.187842717,51.50990837,6.643288,6.36521374,1.889328791,4.753959209,0.400879179,0.205628394,0.097920159,-3.545011498,0,-2.864579722,0.996282862,0,0.967722209,0.248893218,0.549516713,0.428071072,0.168162545,-3.663253219,0,-5.212907367,2.327377223,0,0.000265688,0.447097958,2.38E-07,0.020197646,0.131405017,23.19676808
"Queensway, Kensington Gardens",-0.18740235,51.51031,0.879584967,0.614422895,1.817132096,-0.937547129,0.40165903,0.198892408,0.003621999,-3.752969455,0,-2.967306847,1.102635882,0,1.031513762,0.256954376,0.577096767,0.458009427,0.170600926,-3.63831254,0,-5.141783868,2.407452374,0,0.000292309,0.31125049,3.44E-07,0.016293171,0.133471935,23.0476601
"Cadogan Place, Knightsbridge",-0.158105512,51.49464523,-0.071329001,-0.03910923,-0.278316542,0.206987541,0.271937852,0.243798323,0.000242867,0,0,-1.467278814,0,0,0.43130284,0.250625032,0.428043353,0.434936087,0.1282191,0,0,-3.427874311,0,0,0.626044243,0.522191965,0.000639894,0.286164773,0.139151005,22.76062813
"Park Lane , Hyde Park",-0.157275636,51.5100172,5.779702865,5.561399705,2.188593978,3.591108887,0.298267156,0.260445999,0.08165083,-2.693521633,0,-3.548197089,0,0,0.423829116,0.57636452,0.407361952,0.399565547,0.144590547,-6.355206683,0,-8.710182846,0,0,3.52E-10,0.66246623,1.77E-17,0.454903315,0.139935588,23.5210672
"Lancaster Gate , Bayswater",-0.179668,51.511654,0.287689538,0.017149601,1.697844555,-1.410155017,0.44465091,0.173200963,0.006698995,-2.487313666,0,-2.683442762,0,0,0.922914937,0.338168783,0.550774369,0.443209802,0.18871675,-2.695062749,0,-4.872127163,0,0,0.007187475,0.396729413,1.33E-06,0.271062729,0.14798369,22.00315902
"Elizabeth Bridge, Victoria",-0.147478734,51.49236962,0.054812648,0.087215268,-0.580261105,0.635073753,0.252998255,0.142112688,0.001035491,0,0.820502901,-0.674026843,0.9500399,0,0.463707046,0.370471293,0.334182342,0.348166541,0.130724572,0,2.21475433,-2.016943318,2.728693852,0,0.058269437,0.027062286,0.04404012,0.006500252,0.148686784,24.65179477
"Sackville Street, Mayfair",-0.138846453,51.51004801,-0.284799484,-0.383723351,-0.208964405,-0.075835079,0.054725554,0.097734939,9.18E-06,0,0,0,0,0,0.32556068,0.806057621,0.431072087,0.560786096,0.147014358,0,0,0,0,0,0.470463784,0.100822813,0.998733524,0.280504541,0.170297348,22.9252875
"Upper Grosvenor Street, Mayfair",-0.155757901,51.51013066,-0.459457151,-0.686908076,1.90634071,-2.365797862,0.296129828,0.204793564,0.024101127,-2.450981445,0,-3.295254227,0,0,0.407134365,0.561339313,0.398686463,0.380946809,0.141357415,-6.02008,0,-8.265277437,0,0,2.67E-09,0.725768046,5.89E-16,0.50454309,0.184768455,24.90577414
"Golden Square, Soho",-0.137043852,51.5118973,-0.071329001,-0.118268728,0.009522651,-0.080851652,-0.008040927,0.06917017,6.94E-06,0,0,0,0,0,0.315146504,0.715207367,0.423087916,0.513838771,0.135110931,0,0,0,0,0,0.575370118,0.640151001,0.797711685,0.630482712,0.189065674,24.8412445
"Panton Street, West End",-0.131510949,51.50963938,0.753443318,0.733164024,0.591137363,0.162305955,0.557346707,0.228915265,0.000134854,0,0,0,0,0,0.365439478,0.919636206,0.465061744,0.774981827,0.151465346,0,0,0,0,0,0.43676484,0.837107835,0.701844499,0.245849221,0.189188153,21.79570284
"Palace Gardens Terrace, Notting Hill",-0.193764092,51.50860544,-0.081032205,-0.296461632,0.488746724,-0.569778929,0.385322187,0.081686717,0.000418127,-1.919551636,0,-1.694325896,0,0,0.881832973,0.226853248,0.460566497,0.392711908,0.171818712,-2.176774621,0,-3.67878668,0,0,0.02979358,0.153313948,0.000250277,0.184690709,0.204170764,22.19615362
"St. Martin's Street, West End",-0.129697889,51.50908747,-0.04221939,-0.165748658,0.061537154,-0.103756544,0.592247682,0.150861333,2.99E-05,0,0,0,0,0,0.418212862,1.024990163,0.456588287,0.936798041,0.15554088,0,0,0,0,0,0.337280578,0.483570138,0.66661694,0.11355421,0.211710566,21.28636583
"South Audley Street, Mayfair",-0.151296092,51.50923022,-0.391534725,-0.512765719,0.223660061,-0.615194786,0.277608352,0.097776671,0.000604447,-2.127780855,0,-2.731926499,0,0,0.397397155,0.537626534,0.405067808,0.346822742,0.140942555,-5.354293126,0,-6.744368335,0,0,1.13E-07,0.305088962,2.97E-11,0.192530236,0.212321465,23.63493617
"Wendon Street, Old Ford",-0.026262677,51.53603947,-0.178064242,-0.400859642,1.383059988,-1.561124231,0.388217045,0.063185648,0.002332984,1.183291817,-2.645071129,-2.493674878,-1.730864352,0,0.441098938,0.292819465,0.345322048,0.301597334,0.185082478,2.68259956,-9.033112373,-7.221302229,-5.738990886,0,0.007458301,1.27E-18,1.21E-12,1.36E-08,0.218072618,27.28480267
"Wardour Street, Soho",-0.133201961,51.51251523,0.093625463,0.022124905,-0.034183435,0.127808898,0.495276656,0.079537632,2.04E-05,0,0,0,0,0,0.314495242,0.722948373,0.430944398,0.609858002,0.13047932,0,0,0,0,0,0.575280782,0.72531517,0.58043235,0.532645002,0.218363282,25.2670978
"Ilchester Gardens, Bayswater",-0.19096,51.51244,0.03540624,-0.206845653,1.092328108,-1.056921868,0.382397235,0.140414938,0.002822584,-4.283773993,0,-2.708157176,1.637133834,0,1.343308085,0.249368401,0.644535208,0.610424841,0.177214138,-3.18897358,0,-4.20172109,2.681958079,0,0.001484233,0.087072663,2.95E-05,0.007472485,0.221642644,23.371056
"Teviot Street, Poplar",-0.011662,51.518811,-0.35272191,-0.37549358,0.026420753,-0.379142663,0.393198463,0.118747111,0.000292249,0,0,0,0,0,0.535515394,0.340299013,0.213124254,0.330622846,0.228652813,0,0,0,0,0,0.400471195,0.593224558,0.722929728,0.968676257,0.221907654,25.08160974
"Curzon Street, Mayfair",-0.145904427,51.50706909,-0.313909095,-0.446174932,0.868162243,-1.182071338,0.272467946,0.134328607,0.003330238,-1.471249805,-1.557878452,-1.819857613,1.572888196,0,0.389031201,0.495453359,0.428995014,0.38457079,0.130730841,-3.78182984,-3.144349358,-4.242141645,4.089983533,0,0.000167455,0.001726998,2.48E-05,4.76E-05,0.226837084,23.28946221
"Portman Square, Marylebone",-0.155525,51.516204,-0.323612299,-0.469001845,0.02084057,-0.344452869,0.283682169,0.039876525,6.82E-05,0,2.10220356,-1.041037053,1.487338526,0,0.402950675,0.647507268,0.45267674,0.49104222,0.153943257,0,3.246609983,-2.299736129,3.028942252,0,0.110099021,0.001217255,0.021723758,0.002534231,0.234359791,25.992996
"Vicarage Gate, Kensington",-0.192538767,51.50472376,-0.226580261,-0.387057468,0.247385651,-0.473965912,0.392193398,0.133619184,0.000531705,0,-0.881790566,-1.001426557,0,0,0.585469441,0.275364378,0.383207374,0.25475642,0.164056271,0,-3.202268107,-2.613275803,0,0,0.781916416,0.001418247,0.009138908,0.307166034,0.246760554,22.24220856
"Frith Street, Soho",-0.13121385,51.51310333,-0.100438612,-0.160308968,0.026658577,-0.127097189,0.632632452,0.092380374,2.41E-05,0,0,0,0,0,0.321082105,0.747335112,0.450794829,0.691600651,0.131624345,0,0,0,0,0,0.581666309,0.801303771,0.393892417,0.443714591,0.251469954,24.89820222
"Wellington Road, St. John's Wood",-0.172528678,51.53304322,-0.294502687,-0.478556246,-0.035625639,-0.258877049,0.347736874,0.113854807,0.000129198,0,0,0,0,0,1.003308154,0.410107032,0.473719752,0.362483832,0.160327826,0,0,0,0,0,0.419341529,0.195218265,0.929338792,0.368860183,0.252956642,21.54551925
"Craven Street, Strand",-0.12602103,51.50810309,0.685520892,0.581660885,0.167676387,0.517844505,0.530107889,0.191452233,0.001044175,0,0,0,-2.174642815,0,0.607371352,0.935026819,0.44299861,0.955379488,0.157829222,0,0,0,-2.276208399,0,0.184654718,0.195248477,0.793622188,0.02310103,0.255095207,21.90732842
"Charles II Street, West End",-0.131961389,51.50844614,0.171251093,0.048042706,0.195672146,-0.024421053,0.537723497,0.128500717,1.34E-06,0,0,0,0,0,0.439864333,0.997521224,0.522250054,0.863417986,0.162805192,0,0,0,0,0,0.288316954,0.379163733,0.962839645,0.06980507,0.258429015,19.36586663
"Clarges Street, Mayfair",-0.145827,51.507326,-0.498269966,-0.695461398,1.053961202,-1.552231169,0.273445099,0.13466736,0.005761486,-1.400287538,-1.627801795,-1.722698913,1.54943912,0,0.383644761,0.503681975,0.426956011,0.381544108,0.130945617,-3.649958715,-3.231804739,-4.03483935,4.060969854,0,0.000279581,0.00128123,6.00E-05,5.38E-05,0.260429153,23.30172751
"Charlbert Street, St. John's Wood",-0.1680743,51.53430039,-0.110141816,-0.299315889,-0.005387906,-0.10475391,0.461089323,0.101066368,1.82E-05,0,0,0,0,0,0.92601779,0.400021304,0.458682451,0.347125276,0.161827834,0,0,0,0,0,0.57251942,0.208733289,0.65515141,0.469674476,0.260550264,20.16064116
"Greenberry Street, St.John's Wood",-0.16862,51.53256,-0.333315503,-0.567673629,-0.150730562,-0.182584941,0.419911891,0.120992557,6.94E-05,0,0,0,0,0,0.905722974,0.399602447,0.458254132,0.328014098,0.159169593,0,0,0,0,0,0.58629555,0.234723479,0.68598516,0.478199251,0.262870561,21.77108603
"Cadogan Close, Victoria Park",-0.028941601,51.54211855,0.539972836,0.336472388,1.175467346,-0.63549451,0.369275649,0.405469444,0.006159691,0,-2.104943184,-2.259175213,-1.36664897,0,0.449329009,0.258342695,0.326985203,0.292440045,0.184510722,0,-8.147871896,-6.909105343,-4.673262064,0,0.055625465,1.45E-15,1.01E-11,3.49E-06,0.266633645,24.74634649
"Broadwick Street, Soho",-0.135580879,51.5136846,-0.032516186,-0.052865399,0.040727407,-0.073243593,0.387571124,0.107037421,9.57E-06,0,0,0,0,0,0.315468238,0.671144318,0.445931831,0.518090335,0.130645783,0,0,0,0,0,0.617116489,0.863339303,0.718328818,0.421220367,0.268932707,23.93070964
"Ashley Place, Victoria",-0.140947636,51.49616092,-0.168361039,-0.29244151,0.092666637,-0.261027675,0.307732629,0.147206948,0.000183375,1.353139018,1.203882251,0,1.079527283,0,0.614489405,0.503745156,0.382897488,0.343026126,0.124972017,2.20205427,2.389863675,0,3.147070155,0,0.027950475,0.017088693,0.085950906,0.001711208,0.27020345,26.6830593
"William IV Street, Strand",-0.124749274,51.50946212,-0.032516186,-0.088713164,0.29150007,-0.324016256,0.532556066,0.101724393,0.000175981,0,0,0,0,0,0.56077465,1.023146985,0.412396659,1.049354178,0.147555723,0,0,0,0,0,0.253323888,0.561679405,0.534861706,0.14830492,0.274880231,24.29244292
"St. James's Square, St. James's",-0.134621209,51.50742485,0.229470316,0.10385605,0.244376342,-0.014906026,0.360818083,0.116914177,4.43E-07,0,0,0,0,0,0.438989,0.736482704,0.514899129,0.584888874,0.156352591,0,0,0,0,0,0.316876349,0.999876449,0.695503825,0.26617644,0.285488308,19.34588431
"London Zoo,  The Regent's Park",-0.156285395,51.53583617,1.151274673,1.006310383,0.897232421,0.254042251,0.576105355,0.59977256,0.003212997,0,0,0,0,0,0.699603176,0.421704383,0.39497265,0.305538424,0.152922855,0,0,0,0,0,0.920403417,0.262365919,0.13876146,0.691298649,0.285993598,17.77561963
"St. John's Wood Church, The Regent's Park",-0.167515,51.530529,0.03540624,-0.232979651,-0.123086822,0.158493063,0.395088619,0.196647855,0.000101771,0,0,0,0,0,0.8204982,0.391187403,0.44324795,0.292855499,0.154166627,0,0,0,0,0,0.751299769,0.304860991,0.564974916,0.589373979,0.286013999,23.69412798
"Notting Hill Gate Station, Notting Hill",-0.196422,51.50935342,-0.216877057,-0.391135497,0.125837832,-0.342714889,0.390182785,0.049038905,8.47E-05,0,0,-1.301885705,0,0,0.958041994,0.208144637,0.457441016,0.429789227,0.161402955,0,0,-2.846018739,0,0,0.083573932,0.150575998,0.00454191,0.184005507,0.291033066,23.89993146
"Prince Albert Road, The Regent's Park",-0.160854428,51.53589283,0.025703037,-0.264909215,0.22690302,-0.201199984,0.558227081,0.258318174,0.000252756,0,0,0,0,0,0.754416226,0.406427658,0.410910666,0.313820422,0.156508397,0,0,0,0,0,0.960036206,0.236007981,0.209413795,0.645011652,0.291291228,18.75241916
"Moor Street, Soho",-0.130110822,51.51352755,0.054812648,0.004227133,0.069972253,-0.015159605,0.654302329,0.109825761,4.24E-07,0,0,0,0,0,0.327427983,0.740353744,0.451232236,0.69912224,0.131606847,0,0,0,0,0,0.585455392,0.847039682,0.316031785,0.387668901,0.291995058,25.27542415
"Ebury Bridge, Pimlico",-0.149186,51.490491,-0.051922593,-0.073663605,-0.196094197,0.144171604,0.200322972,0.083920183,2.76E-05,0,0,0,0,0,0.437249574,0.313589947,0.307289565,0.359246851,0.127472653,0,0,0,0,0,0.355836566,0.140913753,0.061119081,0.109113261,0.302055049,24.78715066
"Holy Trinity Brompton, Knightsbridge",-0.168917077,51.49705603,-0.226580261,-0.341179629,0.433311491,-0.659891752,0.337009556,0.065175984,0.000431816,0,-0.61097405,0,0,0,0.455733924,0.254115107,0.496006177,0.507012414,0.117277061,0,-2.404320061,0,0,0,0.465246548,0.016432411,0.364541024,0.072394675,0.3053637,26.88358626
"Northumberland Avenue, Strand",-0.123702,51.506767,0.355611964,0.322486989,0.701991787,-0.346379822,0.481199967,0.195516435,0.000481925,0,0,0,-2.519355192,0,0.829732072,0.810131238,0.47613342,0.881875272,0.15132119,0,0,0,-2.856815778,0,0.074510719,0.154310672,0.740279921,0.004391801,0.306454797,22.59945955
"Pall Mall East, West End",-0.130699733,51.50777049,0.54967604,0.470211583,0.507653464,0.042022576,0.559522125,0.144953649,4.66E-06,0,0,0,-1.873166098,0,0.477979318,0.956404114,0.51319789,0.859062896,0.166446909,0,0,0,-2.180476082,0,0.233207726,0.228596075,0.895007427,0.029517335,0.307729005,19.03206231
"London Zoo Car Park, The Regent's Park",-0.150181444,51.53692216,0.355611964,0.072951246,0.203227142,0.152384822,0.579360632,0.194759629,9.27E-05,0,0,0,0,0,0.642463899,0.446552184,0.290956886,0.290495232,0.145452835,0,0,0,0,0,0.782759386,0.537518881,0.212551768,0.897937034,0.310948958,18.61661138
"Princes Square, Bayswater",-0.191351186,51.5134891,-0.236283465,-0.433541823,0.703174062,-0.939457527,0.37854269,0.09772609,0.001408684,-4.401668399,0,-2.634583428,1.764666162,0,1.433934766,0.247423169,0.662306471,0.65841004,0.172910779,-3.069643405,0,-3.977891721,2.680193275,0,0.002216653,0.059444968,7.59E-05,0.007511634,0.311258776,23.90891501
"Lord's, St. John's Wood",-0.171185285,51.5291212,-0.449753948,-0.648180569,0.044804808,-0.494558755,0.282584634,0.123595283,0.000523304,0,0,0,0,0,0.779275085,0.37180963,0.430758409,0.281627858,0.148615009,0,0,0,0,0,0.696967631,0.319191827,0.677218842,0.579541119,0.322501214,27.48218839
