name,id,lat,lon,number,min_rail,min_rail_distance,min_park,min_park_distance,min_pier,min_pier_distance,population_density,intercept,min_rail_distance_estimate,min_park_distance_estimate,min_pier_distance_estimate,population_density_estimate,localR2
"Bolsover Street, Fitzrovia",28,51.52351808,-0.143613641,36.0,Euston_diatance,854.0,The Regent's Park St. Andrew's Gate_distance,259.0,Embankment Pier_diatance,2400.0,26160.0,-0.26997997128859413,0.021619341895727513,-0.4517360022213859,0.06383463470465238,-0.17847574081858597,0.17475398108329168
"Hereford Road, Bayswater",29,51.513735,-0.193487,51.0,Paddington_diatance,1207.0,Kensington Gardens Black Lion Gate_diatance,564.0,Cadogan Pier_diatance,3915.0,24552.0,0.01918488575375188,-0.07650233971759614,-0.31471833733894267,-0.054611086023078736,-0.23766422439902563,0.18625828663400246
"Windsor Terrace, Hoxton",30,51.52915444,-0.093421615,53.0,Liverpool Street_diatance,1428.0,Lincoln's Inn Fields South_distance,2177.0,Blackfriars Pier_diatance,2126.0,24596.0,-0.17709805225001518,0.10349275340274033,0.07965671945158455,-0.09973382878527322,0.00461033586484706,0.06840499232646383
"Fanshaw Street, Hoxton",31,51.52953709,-0.083353323,47.0,Liverpool Street_diatance,1231.0,Victoria Park St Agnes Gate_diatance,2348.0,Blackfriars Pier_diatance,2430.0,17320.0,-0.13147130806363075,0.16919472639515298,0.07168573060876154,-0.10112232731125097,-0.008079444126972979,0.08995408519657563
"Leonard Circus , Shoreditch",32,51.52469624,-0.084439283,43.0,Liverpool Street_diatance,711.0,Lincoln's Inn Fields South_distance,2416.0,Blackfriars Pier_diatance,1938.0,6784.0,-0.13950251249936169,0.15873965128574125,0.07462504153398211,-0.11875777212087885,-0.00018046128931929116,0.08704922978918567
"Pancras Road, King's Cross",34,51.5341235,-0.129386874,24.0,St Pancras_diatance,379.0,The Regent's Park Chester Gate_distance,1351.0,Embankment Pier_diatance,3069.0,6945.0,-0.14853087284687438,0.020368166014537382,-0.09680690976296209,0.04666999171859997,-0.08934187925865544,0.1535668661942695
"De Vere Gardens, Kensington",36,51.50173726,-0.184980612,45.0,Paddington_diatance,1797.0,Kensington Gardens Palace Gate_diatance,51.0,Cadogan Pier_diatance,2465.0,14798.0,-0.020321213589887276,-0.0904486964535899,-0.3800150824237363,-0.02982168669167157,-0.271911813616636,0.1909289469117392
"Penywern Road, Earl's Court",37,51.49159394,-0.192369256,70.0,Paddington_diatance,3032.0,Holland Park Ilchester Gate_diatance,1253.0,Cadogan Pier_diatance,2047.0,24684.0,0.031525344427408314,-0.07342010631685063,-0.19717074999538708,-0.013122952962373936,-0.2244649220401019,0.1872668060988636
"Abingdon Villas, Kensington",38,51.4973875,-0.197245586,34.0,Paddington_diatance,2605.0,Holland Park Ilchester Gate_diatance,541.0,Cadogan Pier_diatance,2681.0,14743.0,0.04081578055251464,-0.07098269499387558,-0.19623916389865428,-0.031903114658004876,-0.21655364751513972,0.18320039132389124
"Shoreditch High Street, Shoreditch",39,51.5263778,-0.078130921,91.0,Liverpool Street_diatance,914.0,Victoria Park St Agnes Gate_diatance,2168.0,Tower Millennium Pier_diatance,2125.0,13333.0,-0.11815476531735533,0.18405212528039072,0.06795469334888145,-0.1047242167407044,-0.011074531554645033,0.09243565780272969
"Commercial Street, Shoreditch",40,51.52127071,-0.0755789,32.0,Liverpool Street_diatance,535.0,Victoria Park Bonner Gate_diatance,2307.0,Tower Millennium Pier_diatance,1573.0,16990.0,-0.11475280038290547,0.18012310419499256,0.0665641104495055,-0.11114524782593592,-0.008678183954716832,0.08801479582999534
"Pindar Street, Liverpool Street",41,51.520955,-0.083493552,1.0,Liverpool Street_diatance,294.0,Lincoln's Inn Fields South_distance,2338.0,Tower Millennium Pier_diatance,1554.0,6784.0,-0.1401029864428555,0.16047440791363227,0.07577153344857239,-0.13191149154596502,0.003332435949508249,0.08733009237345465
"Wenlock Road , Hoxton",42,51.53099181,-0.093903825,45.0,Liverpool Street_diatance,1618.0,Lincoln's Inn Fields South_distance,2300.0,Blackfriars Pier_diatance,2317.0,24596.0,-0.17642803336412105,0.10246435955162464,0.07841806104267898,-0.08999367973917963,0.0015402103292206436,0.0643580093857288
"Crawford Street, Marylebone",43,51.52026,-0.157183945,46.0,Marylebone_diatance,512.0,The Regent's Park Clarence Gate_distance,503.0,Embankment Pier_diatance,2887.0,23675.0,-0.5343934404873878,0.10625597266211394,-0.9814429700240012,0.024247685040542394,-0.21908571017645698,0.1781346818861538
"Bruton Street, Mayfair",44,51.51073687,-0.144165239,17.0,Charing Cross_diatance,1502.0,Green Park Devonshire Gates_diatance,567.0,Embankment Pier_diatance,1634.0,2938.0,-0.4184141168788838,0.03025283465986525,-0.7828314508256189,0.04017493374068205,-0.15546909097145967,0.16420927755817852
"Boston Place, Marylebone",45,51.522511,-0.162298,17.0,Marylebone_diatance,82.0,The Regent's Park Clarence Gate_distance,375.0,Embankment Pier_diatance,3319.0,20491.0,-0.5642690203089388,0.11335840796916918,-1.0270646451661,0.02748972346225233,-0.22769822952289082,0.1799162459788552
"Nesham Street, Wapping",46,51.507131,-0.06691,34.0,Fenchurch Street_diatance,920.0,Mile End Park Football Pitch_diatance,2560.0,Tower Bridge Quay_diatance,475.0,7364.0,-0.10543324125635922,0.1562638372384834,0.0631197134057084,-0.10853240506408936,-0.011470248067348754,0.05990607698977056
"Warwick Avenue Station, Maida Vale",47,51.52334476,-0.183846408,74.0,Paddington_diatance,844.0,The Regent's Park Hanover Gate_distance,1379.0,Cadogan Pier_diatance,4664.0,13908.0,-0.24280050293854263,-0.003345989629804301,-0.6127443992773935,-0.0017589432444580601,-0.2415866275994305,0.18574713384959884
"Godliman Street, St. Paul's",48,51.51248445,-0.099141408,22.0,Blackfriars_diatance,285.0,Lincoln's Inn Fields South_distance,1231.0,Blackfriars Pier_diatance,242.0,1021.0,-0.23187899360616834,0.035181505944696996,0.06868031768966681,-0.18970893522560262,0.032843668911342196,0.12305434835453198
"Curzon Street, Mayfair",49,51.50706909,-0.145904427,22.0,Victoria_diatance,1167.0,Green Park Devonshire Gates_diatance,180.0,Westminster Pier_diatance,1683.0,4530.0,-0.49784620031477794,0.0581611484669717,-0.960611756538941,0.018565236104922514,-0.1480477537909544,0.16128114976728625
"East Road, Hoxton",50,51.52867339,-0.087459376,29.0,Liverpool Street_diatance,1195.0,Lincoln's Inn Fields South_distance,2460.0,Blackfriars Pier_diatance,2214.0,52750.0,-0.14911427797917684,0.14437196273921374,0.07600344242760323,-0.10417874439744522,-0.0013538598080706729,0.08052584708267861
"Finsbury Library , Finsbury",51,51.52671796,-0.104298194,27.0,Kings Cross_diatance,1458.0,Lincoln's Inn Fields South_distance,1481.0,Blackfriars Pier_diatance,1805.0,30164.0,-0.20504333288532742,0.019581892993900417,0.05230669351323642,-0.09059615016919564,0.004690832805036314,0.10699883907731984
"Roscoe Street, St. Luke's",52,51.52295439,-0.094934859,64.0,Liverpool Street_diatance,1029.0,Lincoln's Inn Fields South_distance,1680.0,Blackfriars Pier_diatance,1433.0,19126.0,-0.1917699701986819,0.08364734265777088,0.07924860349577327,-0.13065746690277472,0.016997797614540403,0.08731979890784035
"Grafton Street, Mayfair",53,51.5099923,-0.143495266,12.0,Charing Cross_diatance,1438.0,Green Park Devonshire Gates_diatance,490.0,Embankment Pier_diatance,1570.0,2938.0,-0.4141738013735332,0.020469272998928225,-0.7741775699704724,0.0435023220369093,-0.14941496550934003,0.1628077960087091
"Golden Lane, Barbican",54,51.52174785,-0.094475072,5.0,Liverpool Street_diatance,942.0,Lincoln's Inn Fields South_distance,1649.0,Blackfriars Pier_diatance,1316.0,32149.0,-0.1917632351941153,0.08487356446711443,0.07948633267113228,-0.13756225192313906,0.01889180755136367,0.08999875905331026
"Finsbury Circus, Liverpool Street",55,51.51707521,-0.086685542,28.0,Liverpool Street_diatance,367.0,Lincoln's Inn Fields South_distance,2048.0,London Bridge City Pier_diatance,1137.0,1021.0,-0.16666610681209854,0.1281747625310498,0.08109963636965416,-0.15016974756675638,0.01610118887062058,0.08336144758958157
"Paddington Street, Marylebone",56,51.52058381,-0.154701411,29.0,Marylebone_diatance,639.0,The Regent's Park York Gate_distance,461.0,Embankment Pier_diatance,2760.0,23675.0,-0.47451980863411736,0.09773261153051754,-0.8840196224869545,0.030454595827661086,-0.21268011889195682,0.17784150069462162
"Guilford Street , Bloomsbury",57,51.52334672,-0.120202614,33.0,St Pancras_diatance,984.0,Lincoln's Inn Fields West_distance,839.0,Embankment Pier_diatance,1822.0,23833.0,-0.21580580024687734,-0.06724730121246182,0.0048750811923250065,-0.06598236866268156,-0.037688726625475275,0.10715540632897823
"New Inn Yard, Shoreditch",58,51.52452699,-0.079248081,33.0,Liverpool Street_diatance,695.0,Victoria Park Bonner Gate_diatance,2334.0,Tower Millennium Pier_diatance,1919.0,6784.0,-0.12064507698518873,0.18012579444922777,0.06889516642158018,-0.11265115185926859,-0.007699651303993009,0.09265225291868816
"Lisson Grove, St. John's Wood",60,51.52644828,-0.172190727,11.0,Marylebone_diatance,737.0,The Regent's Park Hanover Gate_distance,502.0,Embankment Pier_diatance,4132.0,27036.0,-0.5013840787039308,0.0913018725841413,-0.9155784296293168,0.0421195820927328,-0.23435811210481772,0.18244248229983528
"Great Dover Street, The Borough",61,51.49738251,-0.089446947,60.0,London Bridge_diatance,930.0,Geraldine Mary Harmsworth Park East_diatance,1159.0,London Bridge City Pier_diatance,1112.0,36858.0,-0.22518243627425102,0.08450505281925018,0.07651494556426323,-0.2426833446428706,0.038577115453617965,0.09523518465883925
"Cotton Garden Estate, Kennington",62,51.4907579,-0.106323685,33.0,Vauxhall_diatance,1268.0,Geraldine Mary Harmsworth Park East_diatance,586.0,Millbank Millennium Pier_diatance,1277.0,19750.0,-0.2224783424598988,0.0898524894350102,0.041713756288057825,-0.2627703937636155,-0.003033812950263288,0.10971243146498619
"Murray Grove , Hoxton",63,51.53089041,-0.089782579,35.0,Liverpool Street_diatance,1482.0,Lincoln's Inn Fields South_distance,2492.0,Blackfriars Pier_diatance,2383.0,24596.0,-0.15773737972434634,0.13295747830152707,0.0777306975602015,-0.09499283582101327,-0.0019669203794354597,0.0730687849467071
"William IV Street, Strand",64,51.50946212,-0.124749274,51.0,Charing Cross_diatance,246.0,St. James's Park Waterloo Place Gate_distance,621.0,Embankment Pier_diatance,363.0,5614.0,-0.30030592833355607,-0.1757052964144081,-0.1073954690381052,-0.06403896883828195,-0.06165026958359521,0.1353302965828664
"Gower Place , Euston",65,51.52522753,-0.13518856,0.0,Euston_diatance,389.0,The Regent's Park St. Andrew's Gate_distance,743.0,Embankment Pier_diatance,2244.0,11192.0,-0.20604746153812037,-0.02771179838413856,-0.2404902645859976,0.06566913048951543,-0.12740684399871827,0.16608075846770198
"Holborn Circus, Holborn",66,51.51795029,-0.108657431,24.0,Blackfriars_diatance,807.0,Lincoln's Inn Fields South_distance,581.0,Blackfriars Pier_diatance,974.0,31587.0,-0.2485777909494099,-0.04350876098397674,0.03861191301870419,-0.13163340921856054,0.010947969356714347,0.14682277987255862
"Hatton Garden, Holborn",67,51.51882555,-0.108028472,24.0,Blackfriars_diatance,876.0,Lincoln's Inn Fields South_distance,666.0,Blackfriars Pier_diatance,1036.0,17909.0,-0.2451448178616361,-0.03715297415343124,0.041422918432367534,-0.12858745420095147,0.011831476318235246,0.14346966630076186
"Theobald's Road , Holborn",68,51.52059681,-0.116688468,20.0,St Pancras_diatance,1366.0,Lincoln's Inn Fields West_distance,526.0,Festival Pier_diatance,1514.0,5611.0,-0.24068197726703164,-0.07641454320850051,0.0247123658959593,-0.10224753087226296,-0.019474367891994842,0.12664422969139538
"Euston Road, Euston",69,51.5262363,-0.134407652,25.0,Euston_diatance,274.0,The Regent's Park St. Andrew's Gate_distance,803.0,Embankment Pier_diatance,2325.0,6943.0,-0.19692787441812867,-0.024039874686997323,-0.21635972429579167,0.06296623412836996,-0.12213472410942473,0.16510899987892155
"Calshot Street , King's Cross",70,51.53136059,-0.117069978,20.0,Kings Cross_diatance,446.0,Lincoln's Inn Fields West_distance,1716.0,Blackfriars Pier_diatance,2562.0,18269.0,-0.17857525674437524,-0.0004000558272564263,0.007228677073722353,-0.030045091886823017,-0.033283439844813134,0.09078642735486396
"Newgate Street , St. Paul's",71,51.5154186,-0.098850915,35.0,Blackfriars_diatance,513.0,Lincoln's Inn Fields South_distance,1200.0,Blackfriars Pier_diatance,553.0,1021.0,-0.2212220358730652,0.03888902196738243,0.06924799986400863,-0.17015136616423485,0.028935126160187466,0.11957445790323241
"Farringdon Lane, Clerkenwell",72,51.52352001,-0.108340165,21.0,Blackfriars_diatance,1376.0,Lincoln's Inn Fields South_distance,1030.0,Blackfriars Pier_diatance,1523.0,10379.0,-0.2268933040232184,-0.020695384043996342,0.04208374467573132,-0.10092557816136466,0.0041088987905718655,0.12877677203848759
"Old Street Station, St. Luke's",73,51.52548,-0.089659871,27.0,Liverpool Street_diatance,944.0,Lincoln's Inn Fields South_distance,2137.0,Blackfriars Pier_diatance,1828.0,7965.0,-0.16425798785768458,0.12473089817184743,0.07956020456745501,-0.11790744928576803,0.0068881414266600905,0.07792376504945785
"Vauxhall Cross, Vauxhall",74,51.48591714,-0.124469948,88.0,Vauxhall_diatance,109.0,Geraldine Mary Harmsworth Park West_diatance,1433.0,St. George Wharf_diatance,198.0,48800.0,-0.013486514414857839,-0.010699023909440303,-0.10099683475534323,0.058792130543319776,-0.07294856805437853,0.13066885685895302
"Torrens Street, Angel",75,51.53219984,-0.105480698,11.0,Kings Cross_diatance,1233.0,Lincoln's Inn Fields South_distance,1984.0,Blackfriars Pier_diatance,2420.0,18101.0,-0.18898744276174714,0.0343631784644418,0.045334977457714004,-0.056192530077922014,-0.007565901338820372,0.08485964886932312
"Longford Street, The Regent's Park",76,51.52559505,-0.144083893,38.0,Euston_diatance,748.0,The Regent's Park St. Andrew's Gate_distance,130.0,Embankment Pier_diatance,2601.0,4780.0,-0.2548110701176611,0.030409490610134166,-0.42672681414453506,0.06344908321705031,-0.1798864802722162,0.17613398591706725
"Russell Square Station, Bloomsbury",77,51.52341837,-0.124121774,32.0,St Pancras_diatance,898.0,Lincoln's Inn Fields West_distance,935.0,Embankment Pier_diatance,1838.0,30478.0,-0.20279132693433796,-0.06765350140265877,-0.04644702964853016,-0.023822611375557145,-0.05994976700775688,0.12866062172445245
"Sadlers Sports Centre, Finsbury",78,51.52486887,-0.099489485,31.0,Liverpool Street_diatance,1408.0,Lincoln's Inn Fields South_distance,1545.0,Blackfriars Pier_diatance,1588.0,32680.0,-0.19811979289074086,0.04814150064142707,0.06584546443827438,-0.11212539400560359,0.012597884442587002,0.10144259649081339
"Arundel Street, Temple",79,51.511726,-0.11385596,18.0,Blackfriars_diatance,751.0,Lincoln's Inn Fields South_distance,465.0,Festival Pier_diatance,592.0,2977.0,-0.28330573747758375,-0.09452918177807532,0.015864088202574848,-0.14951982438106276,-0.004029979681588005,0.15034783053155687
"Webber Street , Southwark",80,51.50069361,-0.102091246,40.0,Waterloo East_diatance,671.0,Geraldine Mary Harmsworth Park East_diatance,587.0,Bankside Pier_diatance,970.0,11382.0,-0.26409375582258665,0.0461960019972332,0.05217865336524228,-0.2626612497650855,0.02808597395339019,0.1265679332490263
"Great Titchfield Street, Fitzrovia",81,51.52025302,-0.141327271,36.0,Euston_diatance,1051.0,The Regent's Park St. Andrew's Gate_distance,650.0,Embankment Pier_diatance,2023.0,10022.0,-0.27784573966467935,-0.006577650621242377,-0.44918178848745505,0.06801847516038072,-0.1644874337418605,0.17116771785158358
"Chancery Lane, Holborn",82,51.514274,-0.111257,18.0,Blackfriars_diatance,644.0,Lincoln's Inn Fields South_distance,374.0,Blackfriars Pier_diatance,821.0,2977.0,-0.26563903171962316,-0.06954042754161138,0.026440583042929955,-0.14282315743954063,0.005154127126816412,0.15246438391296047
"Panton Street, West End",83,51.50963938,-0.131510949,132.0,Charing Cross_diatance,629.0,St. James's Park Waterloo Place Gate_distance,450.0,Embankment Pier_diatance,764.0,5614.0,-0.30612788328263485,-0.16641624848710257,-0.3227787174599871,0.04440186649039686,-0.09177835206871994,0.14977791186379327
"Breams Buildings, Holborn",84,51.51593725,-0.111778348,6.0,Blackfriars_diatance,776.0,Lincoln's Inn Fields South_distance,307.0,Blackfriars Pier_diatance,955.0,2733.0,-0.26176368080817103,-0.07009494446089272,0.027990494174064108,-0.13477829223542445,0.0028146420631042514,0.1514167647597881
"Tanner Street, Bermondsey",85,51.50064702,-0.078600401,72.0,London Bridge_diatance,686.0,Geraldine Mary Harmsworth Park East_diatance,1968.0,Tower Bridge Quay_diatance,689.0,14036.0,-0.15116865935081894,0.15304054547847065,0.07776674231973288,-0.1883016699616345,0.016928820578987615,0.08301350400552766
"Sancroft Street, Vauxhall",86,51.48947903,-0.115156562,20.0,Vauxhall_diatance,668.0,Geraldine Mary Harmsworth Park West_diatance,743.0,Millbank Millennium Pier_diatance,708.0,19457.0,-0.17376577641324875,0.053628285435431175,0.008312292410481783,-0.18351398450463308,-0.03860181477908113,0.11306167090959802
"Devonshire Square, Liverpool Street",87,51.51646835,-0.079684557,7.0,Liverpool Street_diatance,273.0,Lincoln's Inn Fields South_distance,2528.0,Tower Millennium Pier_diatance,1024.0,1021.0,-0.12764811926261893,0.17344931177620374,0.0723292894185826,-0.14002562048397038,0.001463571408805567,0.0906804957329163
"Bayley Street , Bloomsbury",88,51.51858757,-0.132053392,53.0,Euston_diatance,1137.0,Lincoln's Inn Fields West_distance,1019.0,Embankment Pier_diatance,1489.0,12381.0,-0.24641454627724063,-0.09824298918852209,-0.24386208360062686,0.050917506348420905,-0.10419492724526715,0.15759220890745748
"Tavistock Place, Bloomsbury",89,51.5262503,-0.123509611,45.0,St Pancras_diatance,600.0,Lincoln's Inn Fields West_distance,1210.0,Embankment Pier_diatance,2148.0,19753.0,-0.1891817287753687,-0.045311190116568006,-0.03413731897026164,-0.018793788809741172,-0.05701706769218572,0.12091132410248076
"Harrington Square 1, Camden Town",90,51.53301907,-0.139174593,23.0,Euston_diatance,579.0,The Regent's Park Chester Gate_distance,756.0,Embankment Pier_diatance,3148.0,15115.0,-0.16526013896642583,0.04221885537625114,-0.2380433846676221,0.06527914754683263,-0.14586137783227848,0.17490745606988292
"Walnut Tree Walk, Vauxhall",91,51.49368637,-0.111014912,26.0,Waterloo_diatance,1058.0,Geraldine Mary Harmsworth Park West_diatance,210.0,Millbank Millennium Pier_diatance,971.0,17675.0,-0.2405559050273316,0.044319005569614066,0.022459116495458516,-0.2409459788423383,-0.013981679446783916,0.11816224623700955
"Borough Road, Elephant & Castle",92,51.49889832,-0.100440521,30.0,Waterloo East_diatance,884.0,Geraldine Mary Harmsworth Park East_diatance,502.0,Bankside Pier_diatance,1126.0,12715.0,-0.25654659292267845,0.06329559209960642,0.0569970878650556,-0.27092893717707445,0.02878413802745999,0.12039499271039547
"Cloudesley Road, Angel",93,51.53440868,-0.109025404,45.0,Kings Cross_diatance,1012.0,Lincoln's Inn Fields South_distance,2144.0,Blackfriars Pier_diatance,2704.0,22945.0,-0.1770355406164455,0.033789533305236645,0.029559621065264143,-0.03511469186191515,-0.017735551501214288,0.08267518742924415
"Bricklayers Arms, Borough",94,51.49506109,-0.085814489,70.0,London Bridge_diatance,1140.0,Geraldine Mary Harmsworth Park East_diatance,1405.0,London Bridge City Pier_diatance,1322.0,22671.0,-0.2067258894150403,0.10349431735520938,0.07801003309700075,-0.23555615265012514,0.033487023979565114,0.08897604258053565
