name,id,lat,lon,number,min_rail,min_rail_distance,min_park,min_park_distance,min_pier,min_pier_distance,population_density,intercept,min_rail_distance_estimate,min_park_distance_estimate,min_pier_distance_estimate,population_density_estimate,localR2
"Margery Street, Clerkenwell",204,51.52659961,-0.112432615,20.0,Kings Cross_diatance,991.0,Lincoln's Inn Fields West_distance,1246.0,Blackfriars Pier_diatance,1947.0,10332.0,-0.2113740665462241,-0.02251969100136906,0.02893113654997437,-0.0735351180528271,-0.011743563594134506,0.1176869290947068
"New Road 1 , Whitechapel",206,51.518154,-0.062697,50.0,Fenchurch Street_diatance,1315.0,Mile End Park Solebay Street_diatance,1899.0,Tower Bridge Quay_diatance,1548.0,10945.0,-0.08851173263973483,0.14190693862245107,0.04578249352345577,-0.05862576670837643,-0.02905443853904101,0.016689815807550454
"Grosvenor Crescent, Belgravia",207,51.50135267,-0.153194766,28.0,Victoria_diatance,785.0,Hyde Park White Horse Gate_diatance,232.0,Battersea Power Station Pier_diatance,2002.0,5287.0,-0.6070621586332698,0.062191504266335615,-1.1794471513732003,0.0028324208996960763,-0.176429803417827,0.16304891449854753
"Mallory Street, Marylebone",208,51.52505151,-0.166304359,20.0,Marylebone_diatance,315.0,The Regent's Park Hanover Gate_distance,375.0,Embankment Pier_diatance,3704.0,31119.0,-0.5463161614007557,0.11256410548578717,-0.992704585003252,0.036366972823954784,-0.23108553457047304,0.1811924895656232
"Denyer Street, Knightsbridge",209,51.49358391,-0.165101392,38.0,Victoria_diatance,1445.0,Hyde Park Albert Gate_diatance,1099.0,Cadogan Pier_diatance,1199.0,22959.0,-0.2652024727509698,0.002064066288592266,-0.7483580036126692,0.06065618021131906,-0.262436975707072,0.17446207378271827
"Hinde Street, Marylebone",210,51.51681444,-0.151926305,45.0,Marylebone_diatance,1037.0,Hyde Park Marble Arch_diatance,701.0,Embankment Pier_diatance,2383.0,7737.0,-0.4801511923692548,0.09097911009275235,-0.8985234328167511,0.023943315642725196,-0.20055054057839677,0.1746349718733809
"Cadogan Place, Knightsbridge",211,51.49464523,-0.158105512,47.0,Victoria_diatance,946.0,Hyde Park Albert Gate_diatance,882.0,Cadogan Pier_diatance,1433.0,11095.0,-0.39821062845604743,0.027495336485491777,-0.9470727118918223,0.07127697978809554,-0.19778694371624184,0.16685913449112616
"Campden Hill Road, Notting Hill",212,51.50658458,-0.199004026,17.0,Paddington_diatance,1925.0,Holland Park Duchess of Bedford_diatance,478.0,Cadogan Pier_diatance,3476.0,11513.0,0.05489181479359074,-0.0777674579082402,-0.2182811669156664,-0.05000645867928344,-0.21989733384006166,0.1823894278828757
"Wellington Arch, Hyde Park",213,51.50274025,-0.149569201,391.0,Victoria_diatance,758.0,Green Park Wellington Arch_diatance,15.0,Westminster Pier_diatance,1833.0,1810.0,-0.5642494087570576,0.05519217015167164,-1.0989910704447752,0.003933754222453924,-0.15568837638924046,0.1611733184669344
"Endsleigh Gardens, Euston",214,51.52683806,-0.130504336,26.0,Euston_diatance,345.0,The Regent's Park Chester Gate_distance,1072.0,Embankment Pier_diatance,2298.0,17263.0,-0.18188116410679755,-0.028996121875548345,-0.14573052174163337,0.04516190384276917,-0.09815373237097538,0.1584360548552464
"Moorfields, Moorgate",215,51.51906932,-0.088285377,14.0,Liverpool Street_diatance,446.0,Lincoln's Inn Fields South_distance,1968.0,Blackfriars Pier_diatance,1285.0,1021.0,-0.1688859867912727,0.12006427382030456,0.07977946451650277,-0.1431526211682515,0.015264651675572564,0.08461170207707638
"Old Brompton Road, South Kensington",216,51.49094565,-0.181190899,46.0,Victoria_diatance,2597.0,Kensington Gardens Queen Gate_diatance,1192.0,Cadogan Pier_diatance,1366.0,21151.0,0.004173895646930677,-0.09025297357672515,-0.3096471706083677,0.0316142565573093,-0.2922557466171778,0.1925941688700298
"Wormwood Street, Liverpool Street",217,51.51615461,-0.082422399,46.0,Liverpool Street_diatance,263.0,Lincoln's Inn Fields South_distance,2337.0,Tower Millennium Pier_diatance,1017.0,1021.0,-0.14070705849871123,0.15983253861404853,0.0757939252696671,-0.14685799882583014,0.0072526240459378855,0.08852176916905087
"St. Luke's Church, Chelsea",218,51.48971651,-0.170194408,21.0,Victoria_diatance,1917.0,Battersea Park Albert Gate_diatance,1179.0,Cadogan Pier_diatance,810.0,9264.0,-0.08773815317502731,-0.045058755776132664,-0.49221168864925274,0.08585867933657161,-0.2999288135566645,0.18103950107505667
"Bramham Gardens, Earl's Court",219,51.49016361,-0.19039362,71.0,Paddington_diatance,3137.0,Kensington Gardens Palace Gate_diatance,1370.0,Cadogan Pier_diatance,1852.0,17448.0,0.02917854661928009,-0.07506653501560118,-0.20137822555577697,-0.004784287054260325,-0.23102813310115605,0.18890252548849992
"Chelsea Green, Chelsea",220,51.49066456,-0.166485083,29.0,Victoria_diatance,1640.0,Battersea Park Albert Gate_diatance,1237.0,Cadogan Pier_diatance,871.0,14577.0,-0.16171987347332162,-0.02479365954773076,-0.6120445752329231,0.08984399311790708,-0.27560554021991635,0.17665475152407997
"Horseferry Road, Westminster",221,51.49481649,-0.13045856,31.0,Victoria_diatance,1012.0,St. James's Park Queen Anne's Gate_distance,718.0,Millbank Millennium Pier_diatance,523.0,38122.0,-0.0732551792771652,-0.07832938766561358,-0.2284306528497,0.10618001225401322,-0.08737945424310048,0.1415533555725918
"Knightsbridge, Hyde Park",222,51.50275704,-0.155349725,92.0,Victoria_diatance,1001.0,Hyde Park White Horse Gate_diatance,36.0,Battersea Power Station Pier_diatance,2193.0,5287.0,-0.6244689909154169,0.08105893070179779,-1.1986184122467771,-0.005796747047501077,-0.19069768492279043,0.1662367467456499
"Rodney Road , Walworth",223,51.49148474,-0.090220911,60.0,London Bridge_diatance,1577.0,Geraldine Mary Harmsworth Park East_diatance,1207.0,London Bridge City Pier_diatance,1760.0,17498.0,-0.22191888456897946,0.10095155377908226,0.07311997599512778,-0.26227634468025934,0.03378303322127897,0.09243659546940557
"Queensway, Kensington Gardens",224,51.51031,-0.18740235,145.0,Paddington_diatance,1048.0,Kensington Gardens Black Lion Gate_diatance,36.0,Cadogan Pier_diatance,3384.0,27598.0,-0.03898521148264364,-0.07220850414363744,-0.40346028594294814,-0.04152628506234145,-0.25613253639435934,0.18849004128659377
"Notting Hill Gate Station, Notting Hill",225,51.50935342,-0.196422,32.0,Paddington_diatance,1602.0,Kensington Gardens Black Lion Gate_diatance,603.0,Cadogan Pier_diatance,3609.0,17672.0,0.04959448242662347,-0.08137270433724135,-0.2511582073829402,-0.0538403263634538,-0.2294111551900192,0.18459854520454771
"Charles II Street, West End",226,51.50844614,-0.131961389,72.0,Charing Cross_diatance,622.0,St. James's Park Waterloo Place Gate_distance,321.0,Embankment Pier_diatance,753.0,1810.0,-0.30920377704142077,-0.1660525643765206,-0.34647364793215735,0.0479921734743577,-0.09227467150852121,0.14920924926272258
"Great Percy Street, Clerkenwell",227,51.52891573,-0.115480888,31.0,Kings Cross_diatance,665.0,Lincoln's Inn Fields West_distance,1453.0,Blackfriars Pier_diatance,2270.0,13116.0,-0.19535470907277672,-0.01584152705707269,0.01863673918329723,-0.05139662089541222,-0.024765923919398813,0.10262829637055272
"St. James's Square, St. James's",228,51.50742485,-0.134621209,78.0,Charing Cross_diatance,797.0,St. James's Park Waterloo Place Gate_distance,311.0,Embankment Pier_diatance,921.0,1810.0,-0.3268503001232108,-0.14326558869243386,-0.45196443901023475,0.06318161396259579,-0.1001312186275084,0.15041987560519718
"Whitehall Place, Strand",229,51.50654321,-0.123179697,181.0,Charing Cross_diatance,107.0,St. James's Park Waterloo Place Gate_distance,567.0,Embankment Pier_diatance,136.0,1810.0,-0.3133373578177378,-0.17333477996924793,-0.08036497659518194,-0.10022855602742245,-0.05419270943504546,0.13136378905221416
"Poured Lines, Bankside",230,51.50669284,-0.103137426,29.0,Blackfriars_diatance,546.0,Geraldine Mary Harmsworth Park North_diatance,1125.0,Blackfriars Pier_diatance,462.0,9469.0,-0.2623567725392789,0.007525104562883132,0.051910486675311666,-0.21883235633708092,0.030147793565754623,0.1367629290837935
"Queen's Gate (Central), South Kensington",231,51.49396755,-0.17873226,34.0,Victoria_diatance,2367.0,Kensington Gardens Queen Gate_diatance,860.0,Cadogan Pier_diatance,1505.0,8081.0,-0.04204295030057862,-0.08037344426351069,-0.40215475712769977,0.02006295593448675,-0.3071720431017565,0.18924973521374028
"Carey Street, Holborn",232,51.51501025,-0.112753217,8.0,Blackfriars_diatance,774.0,Lincoln's Inn Fields South_distance,248.0,Blackfriars Pier_diatance,952.0,5611.0,-0.2661287672071959,-0.078302616659007,0.024288284951517802,-0.1367083308865481,-0.0004234476366365677,0.14988738523518277
"Pall Mall East, West End",233,51.50777049,-0.130699733,111.0,Charing Cross_diatance,527.0,St. James's Park Waterloo Place Gate_distance,244.0,Embankment Pier_diatance,654.0,1810.0,-0.3047687475160038,-0.17602440098783398,-0.30637194097772713,0.03504022949299568,-0.0872839891402418,0.1469685634202147
"Liverpool Road (N1 Centre), Angel",234,51.53450449,-0.106992706,40.0,Kings Cross_diatance,1152.0,Lincoln's Inn Fields South_distance,2191.0,Blackfriars Pier_diatance,2689.0,11849.0,-0.1799351152268914,0.03857293544658432,0.037216551333354865,-0.04007726579442602,-0.014162425102762825,0.07857272858076599
"Kennington Road  , Vauxhall",235,51.49571828,-0.110889274,42.0,Waterloo_diatance,836.0,Geraldine Mary Harmsworth Park West_diatance,19.0,Millbank Millennium Pier_diatance,1052.0,8733.0,-0.260068376461846,0.024477964860393067,0.017822662459428738,-0.24172823316393505,-0.008998577843095604,0.1237674550790866
"Fashion Street, Whitechapel",236,51.51838043,-0.073438925,17.0,Liverpool Street_diatance,586.0,Victoria Park Bonner Gate_diatance,2407.0,Tower Millennium Pier_diatance,1292.0,16990.0,-0.11233850313310147,0.17447888958250982,0.06515718055375654,-0.1094980805051922,-0.008294540215028767,0.08263841506122217
"Dock Street, Wapping",237,51.5097860151,-0.0681619805156,45.0,Fenchurch Street_diatance,724.0,Mile End Park Football Pitch_diatance,2508.0,Tower Bridge Quay_diatance,563.0,11416.0,-0.10689005540538747,0.16293317784569916,0.06460388650786189,-0.10939087808318368,-0.010431967290048853,0.06503927605483117
"Frampton Street, Paddington",238,51.5233534,-0.175116099,40.0,Paddington_diatance,706.0,The Regent's Park Hanover Gate_distance,863.0,Embankment Pier_diatance,4143.0,17517.0,-0.45112941489068,0.06546706085655257,-0.8634956729126627,0.03137759710473948,-0.23939858081526405,0.18294135408885512
"Warren Street Station, Euston",239,51.52443845,-0.138019439,59.0,Euston_diatance,533.0,The Regent's Park St. Andrew's Gate_distance,556.0,Embankment Pier_diatance,2259.0,11192.0,-0.22112938387835324,-0.014646139099044567,-0.30498377481498923,0.07022531918432985,-0.14583261949772053,0.17023973874821283
"Beaumont Street, Marylebone",242,51.52200801,-0.151359288,25.0,Marylebone_diatance,814.0,The Regent's Park York Gate_distance,316.0,Embankment Pier_diatance,2666.0,10935.0,-0.38769121251481414,0.0830193053351297,-0.729016918192509,0.041017448611310355,-0.20525820868584022,0.17774723878023874
"Gloucester Street, Pimlico",243,51.49096258,-0.139625122,65.0,Victoria_diatance,722.0,St. James's Park Buckingham Gate_distance,1062.0,Battersea Power Station Pier_diatance,897.0,23108.0,-0.00951260215789107,-0.06115398699325616,-0.44776828719940476,0.24913110223036394,-0.0927812323479408,0.147289928805565
"Earnshaw Street , Covent Garden",244,51.51611887,-0.128585022,43.0,Charing Cross_diatance,1031.0,Lincoln's Inn Fields West_distance,736.0,Embankment Pier_diatance,1134.0,14797.0,-0.25773516617447,-0.1342881929397719,-0.1740162101546489,0.011542644320927628,-0.08288062864700889,0.14802526007062106
"Grosvenor Road, Pimlico",245,51.4853572,-0.142207481,15.0,Victoria_diatance,1263.0,Battersea Park Sopwith Way_diatance,661.0,Battersea Power Station Pier_diatance,304.0,37134.0,0.08627353161958537,-0.06999349156701128,-0.44610462012055924,0.35291035294623085,-0.0820711411262028,0.14770977371722974
"Berry Street, Clerkenwell",246,51.52285301,-0.099994052,29.0,Blackfriars_diatance,1268.0,Lincoln's Inn Fields South_distance,1378.0,Blackfriars Pier_diatance,1362.0,32680.0,-0.20380986547582639,0.03999116073061763,0.06470814823803385,-0.12243649386520349,0.015858265083538672,0.10940945486482867
"St. John's Wood Church, The Regent's Park",247,51.530529,-0.167515,58.0,Marylebone_diatance,883.0,The Regent's Park Hanover Gate_distance,270.0,Embankment Pier_diatance,4131.0,6376.0,-0.48459080124004106,0.10680321834194831,-0.8876964448954071,0.04361472016600852,-0.22776010025370516,0.18258487901259743
"Triangle Car Park, Hyde Park",248,51.50645179,-0.170279555,602.0,Paddington_diatance,1270.0,Serpentine Bridge North_diatance,106.0,Cadogan Pier_diatance,2640.0,891.0,-0.4553978794358671,0.04619596718933201,-0.9663461614247503,0.0009196304419979463,-0.26373831488346583,0.17833621380467868
"Harper Road, The Borough",249,51.49859784,-0.096191134,28.0,London Bridge_diatance,1070.0,Geraldine Mary Harmsworth Park East_diatance,740.0,Bankside Pier_diatance,1132.0,15510.0,-0.24400621513459486,0.0746480543512485,0.06767703529888654,-0.26412695842095857,0.03534060118954725,0.11103667634913485
"Royal Avenue 1, Chelsea",250,51.489932,-0.162727,30.0,Victoria_diatance,1446.0,Battersea Park Albert Gate_diatance,1165.0,Cadogan Pier_diatance,829.0,14837.0,-0.18262518186282536,-0.014950841604413732,-0.6566549113348837,0.10881732756116683,-0.23856894619796656,0.1727534322943856
"Brushfield Street, Liverpool Street",251,51.518908,-0.079249,89.0,Liverpool Street_diatance,189.0,Lincoln's Inn Fields South_distance,2582.0,Tower Millennium Pier_diatance,1294.0,16990.0,-0.12402270771923132,0.17668975054731753,0.07097280783511432,-0.13093253453534318,-0.0017785700772133418,0.09121848651014536
"Jubilee Gardens, South Bank",252,51.5046364,-0.116542278,297.0,Waterloo_diatance,288.0,Geraldine Mary Harmsworth Park North_diatance,998.0,Festival Pier_diatance,277.0,6252.0,-0.316795552044393,-0.11111946323033475,-0.011645602500511566,-0.1778491192853267,-0.018768034801735986,0.14035616264326284
"Shoreditch Park, Hoxton",253,51.53404294,-0.086379717,84.0,Liverpool Street_diatance,1756.0,Victoria Park St Agnes Gate_diatance,2443.0,Blackfriars Pier_diatance,2793.0,11282.0,-0.14165589724878674,0.1577408518955212,0.07407854717041717,-0.08488077743565485,-0.010296634515910159,0.08216138800498579
"Chadwell Street, Angel",254,51.53051587,-0.106408455,32.0,Kings Cross_diatance,1187.0,Lincoln's Inn Fields South_distance,1787.0,Blackfriars Pier_diatance,2244.0,14646.0,-0.19455074989054746,0.02374841453977687,0.04358156214662334,-0.06294565560552565,-0.0059266909498795605,0.09386588640907771
"Clifton Road, Maida Vale",255,51.52557531,-0.179592915,37.0,Paddington_diatance,961.0,The Regent's Park Hanover Gate_distance,1015.0,Embankment Pier_diatance,4531.0,27130.0,-0.35859971510426475,0.03676062438533147,-0.7356486272615123,0.022719095553089153,-0.23786617474059826,0.1840789110345332
"Houghton Street, Strand",256,51.51362054,-0.116764211,8.0,Charing Cross_diatance,810.0,Lincoln's Inn Fields South_distance,229.0,Festival Pier_diatance,740.0,2977.0,-0.2789439159698819,-0.10954887520050628,0.015295761894190832,-0.1362615928163078,-0.01695095592156082,0.14058273034464747
"Westminster University, Marylebone",257,51.52248185,-0.154907218,32.0,Marylebone_diatance,564.0,The Regent's Park York Gate_distance,266.0,Embankment Pier_diatance,2893.0,23675.0,-0.4500337714327963,0.09752208241441669,-0.8405189098781826,0.034785518632673824,-0.21436960597489602,0.1789054895065254
"Kensington Gore, Knightsbridge",258,51.50143293,-0.178656971,23.0,Paddington_diatance,1746.0,Kensington Gardens Albert Memorial Gate_diatance,82.0,Cadogan Pier_diatance,2236.0,4109.0,-0.13579896514420994,-0.06187088141898547,-0.5527958617939763,-0.014810464706783068,-0.29268543199515545,0.1867405678208114
"Bourne Street, Belgravia",259,51.490959,-0.1532331,36.0,Victoria_diatance,857.0,Battersea Park Sopwith Way_diatance,1094.0,Battersea Power Station Pier_diatance,931.0,13792.0,-0.24135996626509348,-0.019728068979024474,-0.7947830571524978,0.17373954286075916,-0.14858919277358995,0.16119320899333003
"Broadwick Street, Soho",260,51.5136846,-0.135580879,51.0,Charing Cross_diatance,1104.0,St. James's Park Waterloo Place Gate_distance,948.0,Embankment Pier_diatance,1236.0,14540.0,-0.3073893136753376,-0.11159146258779488,-0.40568931541336595,0.06880062587351182,-0.1183980853326085,0.15776980818825953
"Princes Square, Bayswater",261,51.5134891,-0.191351186,30.0,Paddington_diatance,1078.0,Kensington Gardens Black Lion Gate_diatance,449.0,Cadogan Pier_diatance,3822.0,22058.0,-0.0028970295898395836,-0.0741336331783289,-0.34922647123573436,-0.05064382255420985,-0.2432191056104162,0.18732799941461314
"LSBU (Borough Road), Elephant & Castle",262,51.49874469,-0.103132904,58.0,Waterloo East_diatance,766.0,Geraldine Mary Harmsworth Park East_diatance,363.0,Bankside Pier_diatance,1198.0,18013.0,-0.26699328775985703,0.05210883690904783,0.046557299925142744,-0.2724911050490793,0.02318561782072737,0.12525476676380584
"St. Mary Axe, Aldgate",263,51.51422502,-0.080660083,12.0,Fenchurch Street_diatance,354.0,Lincoln's Inn Fields South_distance,2464.0,Tower Millennium Pier_diatance,783.0,1021.0,-0.13535862349295455,0.1669182841042579,0.07491782822276717,-0.1501170678659155,0.006100717300402676,0.08899495091678164
"Tysoe Street, Clerkenwell",264,51.52644342,-0.109256828,38.0,Kings Cross_diatance,1176.0,Lincoln's Inn Fields South_distance,1293.0,Blackfriars Pier_diatance,1851.0,10332.0,-0.2138301339055667,-0.010489066748536151,0.03829312504686605,-0.0812038992505079,-0.0032390544542858926,0.1179209771997142
"Southwick Street, Paddington",265,51.51595344,-0.169249375,49.0,Paddington_diatance,545.0,Hyde Park Victoria Gate_diatance,500.0,Embankment Pier_diatance,3463.0,24494.0,-0.5543229608971805,0.09140299168049262,-1.046542328200298,0.018508073601474977,-0.24088817073333713,0.1794984900550875
"Queen's Gate (North), Kensington",266,51.50102668,-0.180246101,36.0,Paddington_diatance,1802.0,Kensington Gardens Queen Gate_diatance,69.0,Cadogan Pier_diatance,2240.0,14798.0,-0.09519310365464577,-0.0741672902478208,-0.49511508902194634,-0.017905257922932204,-0.2905310053141175,0.1883618035114451
"Regency Street, Westminster",267,51.49206037,-0.132224622,46.0,Vauxhall_diatance,941.0,St. James's Park Queen Anne's Gate_distance,991.0,Millbank Millennium Pier_diatance,522.0,24216.0,-0.00987267057309674,-0.06498974442559859,-0.25249204361569205,0.1631673986458224,-0.08823879917505398,0.14150462725623547
"Empire Square, The Borough",269,51.50082346,-0.089740764,46.0,London Bridge_diatance,592.0,Geraldine Mary Harmsworth Park East_diatance,1248.0,London Bridge City Pier_diatance,765.0,19495.0,-0.22327512709950623,0.08188053221669297,0.07888777488681073,-0.2316272864362441,0.039682311835621376,0.09645298803945754
"Kennington Lane Rail Bridge, Vauxhall",270,51.4863434,-0.122492418,53.0,Vauxhall_diatance,57.0,Geraldine Mary Harmsworth Park West_diatance,1309.0,St. George Wharf_diatance,330.0,11597.0,-0.04972223687856377,0.003492752690446155,-0.06842435751429284,-0.0008345040279943206,-0.06794576195776102,0.12560826400412006
"London Zoo,  The Regent's Park",271,51.53583617,-0.156285395,173.0,Marylebone_diatance,1490.0,The Regent's Park Monkey Gate_distance,197.0,Embankment Pier_diatance,4018.0,5024.0,-0.2767185306077051,0.11172194970105412,-0.5687226231995514,0.04494264606312711,-0.2012100437909039,0.18423130310461727
"Baylis Road, Waterloo",272,51.50144456,-0.110699309,66.0,Waterloo_diatance,253.0,Geraldine Mary Harmsworth Park North_diatance,499.0,London Eye - Waterloo Pier_diatance,712.0,6252.0,-0.2948361608144844,-0.03623145985379658,0.009543990899470837,-0.21909712633314896,0.003046213574386726,0.14025046655128384
"Belvedere Road 1, South Bank",273,51.50613324,-0.114686385,119.0,Waterloo_diatance,353.0,Lincoln's Inn Fields South_distance,1063.0,Festival Pier_diatance,236.0,6252.0,-0.3065992769140579,-0.10017724991539066,-0.0009957465877927997,-0.1744614800228921,-0.009219235993781872,0.14573500615854115
"Warwick Road, Olympia",274,51.49671237,-0.20528437,53.0,Paddington_diatance,3000.0,Holland Park Abbotsbury Gate_diatance,449.0,Chelsea Harbour Pier_diatance,3078.0,16405.0,0.03397146507566721,-0.05721413408915816,-0.16844134623954884,-0.034495269126167946,-0.19133968121344141,0.17485906488262937
"Barbican Centre, Barbican",275,51.52004497,-0.092176447,25.0,Liverpool Street_diatance,731.0,Lincoln's Inn Fields South_distance,1732.0,Blackfriars Pier_diatance,1211.0,7347.0,-0.1863011353911097,0.09709066617070808,0.08135102196831177,-0.14579101288830165,0.019917034176679827,0.08794867002496091
"Kensington Church Street, Kensington",277,51.50315739,-0.191496313,42.0,Paddington_diatance,1850.0,Kensington Gardens Studio Gate_diatance,245.0,Cadogan Pier_diatance,2852.0,7318.0,0.03590354298560201,-0.08996589500479919,-0.27344048619434996,-0.04177355720099335,-0.24276668215412778,0.18897415035652734
"Tooley Street, Bermondsey",278,51.5034938,-0.07962099,210.0,London Bridge_diatance,429.0,Geraldine Mary Harmsworth Park East_diatance,2009.0,Tower Millennium Pier_diatance,423.0,9193.0,-0.14927807561189768,0.15342280006135212,0.07734154757144189,-0.18157866077265572,0.01573839472323457,0.08536835205098584
"North Wharf Road, Paddington",279,51.51862243,-0.176645823,28.0,Paddington_diatance,170.0,Kensington Gardens Marlborough Gate_diatance,798.0,Embankment Pier_diatance,4041.0,6897.0,-0.3909228638601339,0.03624286168759977,-0.8144013720830481,0.014858839507259712,-0.24828115472069293,0.18342133478290257
"Royal Avenue 2, Chelsea",280,51.490083,-0.162418,73.0,Victoria_diatance,1419.0,Battersea Park Albert Gate_diatance,1185.0,Cadogan Pier_diatance,851.0,14837.0,-0.18909557647858447,-0.012937314233708806,-0.6648844057252677,0.10688103920054702,-0.23568865898653613,0.1724190237916557
"Smith Square, Westminster",281,51.49580589,-0.127575233,32.0,Vauxhall_diatance,1148.0,St. James's Park Storey's Gate_distance,649.0,Millbank Millennium Pier_diatance,490.0,6973.0,-0.12068787828778474,-0.08851266924577592,-0.16453338938834747,0.04026924525498043,-0.08137520903963166,0.138032587735187
"Royal London Hospital, Whitechapel",282,51.518675,-0.06111,31.0,Fenchurch Street_diatance,1439.0,Mile End Park Solebay Street_diatance,1778.0,Tower Bridge Quay_diatance,1653.0,10945.0,-0.07559008480540176,0.11644054328454767,0.02962097419214196,-0.03607689214447742,-0.03322438545370544,0.028148507506325176
"Kingsway, Covent Garden",283,51.51440928,-0.118478757,14.0,Charing Cross_diatance,832.0,Lincoln's Inn Fields West_distance,174.0,Festival Pier_diatance,825.0,2977.0,-0.280739926594013,-0.12110092715450382,0.016883355909387183,-0.1339093596530386,-0.02495536664649253,0.13673825994069447
"Lambeth North Station, Waterloo",284,51.49914063,-0.112031483,42.0,Waterloo_diatance,448.0,Geraldine Mary Harmsworth Park North_diatance,325.0,London Eye - Waterloo Pier_diatance,755.0,6252.0,-0.29330699598655013,-0.02345493300053388,0.005063625094535238,-0.23056273025875065,-0.0057814853258541165,0.13387939306184576
"St. John's Wood Road, St. John's Wood",286,51.5272947,-0.174653609,18.0,Marylebone_diatance,931.0,The Regent's Park Hanover Gate_distance,635.0,Embankment Pier_diatance,4326.0,33719.0,-0.4648604779815598,0.07633412266924619,-0.8610671786472069,0.04035621025534164,-0.2343744687044576,0.18306304675618135
"Bedford Way, Bloomsbury",287,51.52367314,-0.128377673,24.0,Euston_diatance,701.0,Lincoln's Inn Fields West_distance,1123.0,Embankment Pier_diatance,1919.0,5482.0,-0.19866224120585993,-0.060959413036356706,-0.12356712787993995,0.023433517114024586,-0.08497993862453394,0.1508686242617831
"Elizabeth Bridge, Victoria",288,51.49236962,-0.147478734,60.0,Victoria_diatance,506.0,St. James's Park Buckingham Gate_distance,1098.0,Battersea Power Station Pier_diatance,946.0,6936.0,-0.19506406924939093,-0.03387933301586019,-0.7188971860594568,0.18858890139105758,-0.12094837987394937,0.1554107403496942
"South Audley Street, Mayfair",289,51.50923022,-0.151296092,14.0,Victoria_diatance,1475.0,Hyde Park Park Lane_diatance,500.0,Embankment Pier_diatance,2089.0,9898.0,-0.6056017738167717,0.09906374109500479,-1.126855995808627,-0.011469543767045745,-0.1807724009120144,0.16773232006838487
"St Mary's Hospital, Paddington",290,51.518268,-0.17110323,104.0,Paddington_diatance,422.0,Hyde Park Victoria Gate_diatance,716.0,Embankment Pier_diatance,3666.0,29198.0,-0.5253834224554919,0.08472878935775448,-0.9925021114407834,0.02508042867804212,-0.24244796562780493,0.18085004006079747
"Claverton Street, Pimlico",291,51.48483991,-0.138089062,17.0,Vauxhall_diatance,1058.0,Battersea Park Sopwith Way_diatance,868.0,Battersea Power Station Pier_diatance,554.0,20587.0,0.10631873884850133,-0.06008405337405021,-0.3451588232317756,0.3151076241449813,-0.08256523722977212,0.14408055973181308
"Montpelier Street, Knightsbridge",292,51.49888404,-0.165471605,57.0,Victoria_diatance,1453.0,Hyde Park Albert Gate_diatance,633.0,Cadogan Pier_diatance,1786.0,891.0,-0.4151189626771844,0.04253619801990487,-0.936660702182362,0.020306484946810095,-0.25634296155454156,0.17404396740955957
"Kensington Olympia Station, Olympia",293,51.49815779,-0.209494128,13.0,Paddington_diatance,3086.0,Holland Park Abbotsbury Gate_diatance,406.0,Chelsea Harbour Pier_diatance,3380.0,17233.0,0.03324903540611588,-0.053947622431072075,-0.16163737575560547,-0.03750845353446059,-0.18264998753101927,0.1709121061702425
"St. George's Square, Pimlico",294,51.488226,-0.135635511,62.0,Vauxhall_diatance,919.0,Battersea Park Sopwith Way_diatance,1215.0,St. George Wharf_diatance,618.0,20587.0,0.06196728673491286,-0.058431251161338724,-0.31005660920579814,0.2517813057614519,-0.08658207035304234,0.14290984622390834
"Swan Street, The Borough",295,51.50029631,-0.092762704,29.0,London Bridge_diatance,769.0,Geraldine Mary Harmsworth Park East_diatance,1035.0,London Bridge City Pier_diatance,927.0,36858.0,-0.23366110913615953,0.0745280932069538,0.07437257520580622,-0.2444686380518448,0.039223741704762234,0.10447902967371242
"Knaresborough Place, Earl's Court",296,51.49363156,-0.190603326,57.0,Paddington_diatance,2777.0,Kensington Gardens Palace Gate_diatance,1016.0,Cadogan Pier_diatance,2063.0,19718.0,0.03361984714280102,-0.08064597403716806,-0.21892850158498808,-0.01515868216301242,-0.23807950444822545,0.18930595647289472
"Geraldine Street, Elephant & Castle",297,51.49612799,-0.106000855,7.0,Waterloo_diatance,922.0,Geraldine Mary Harmsworth Park East_diatance,11.0,London Eye - Waterloo Pier_diatance,1290.0,8733.0,-0.2629708419851929,0.05570697449291342,0.03496293992663808,-0.2718090697077518,0.009761378766925054,0.12413919647574871
"Curlew Street, Shad Thames",298,51.50227992,-0.074189225,58.0,London Bridge_diatance,826.0,Geraldine Mary Harmsworth Park East_diatance,2312.0,Tower Bridge Quay_diatance,413.0,40648.0,-0.1300134441461409,0.16811773317685266,0.0748949918538482,-0.16470148209766844,0.00741914755104842,0.08047232583179227
"Vincent Square, Westminster",299,51.49398524,-0.136928582,10.0,Victoria_diatance,618.0,St. James's Park Buckingham Gate_distance,731.0,Millbank Millennium Pier_diatance,882.0,24216.0,-0.06122741315501718,-0.06198384284864902,-0.40602393226571243,0.18322889840790563,-0.09441959807715207,0.14634494917774693
"Serpentine Car Park, Hyde Park",300,51.505014,-0.17306032,312.0,Paddington_diatance,1370.0,Serpentine Bridge South_diatance,54.0,Cadogan Pier_diatance,2509.0,891.0,-0.3588573935187015,0.008645345735253423,-0.8475123672665796,-0.0048015905076508845,-0.27804711600639176,0.18081059238388675
