name,id,lat,lon,number,min_rail,min_rail_distance,min_park,min_park_distance,min_pier,min_pier_distance,population_density,intercept,min_rail_distance_95,min_park_distance_95,min_pier_distance_95,population_density_95,localR2
"Exhibition Road, Knightsbridge",428,51.499917,-0.174554,125.0,Paddington_diatance,1918.0,Hyde Park Alexandra Gate_diatance,218.0,Cadogan Pier_diatance,1982.0,4109.0,-2.3674607515160955,0.0,-5.4262993971083775,0.0,-3.734616448811125,0.18286834636783547
"South Parade, Chelsea",430,51.48902,-0.17524,21.0,Victoria_diatance,2270.0,Battersea Park Albert Gate_diatance,1258.0,Cadogan Pier_diatance,922.0,10752.0,0.0,0.0,-4.238170688345771,0.0,-3.8532465881918876,0.18694475793486098
"Crinan Street, King's Cross",431,51.534474,-0.122203,15.0,Kings Cross_diatance,243.0,The Regent's Park Chester Gate_distance,1808.0,Blackfriars Pier_diatance,3033.0,18269.0,0.0,0.0,0.0,0.0,0.0,0.10435781475631467
"Exhibition Road Museums 1, South Kensington",432,51.496468,-0.17379696,40.0,Victoria_diatance,2007.0,Hyde Park Alexandra Gate_diatance,604.0,Cadogan Pier_diatance,1601.0,8106.0,-1.981868539931315,0.0,-5.273031818734909,0.0,-3.873451050859121,0.18303801379499818
"Wren Street, Holborn",433,51.524564,-0.116279,27.0,Kings Cross_diatance,998.0,Lincoln's Inn Fields West_distance,966.0,Blackfriars Pier_diatance,1879.0,23525.0,0.0,0.0,0.0,0.0,0.0,0.11503033205926114
"Kennington Station, Kennington",435,51.488852,-0.105593,38.0,Vauxhall_diatance,1242.0,Geraldine Mary Harmsworth Park East_diatance,799.0,Millbank Millennium Pier_diatance,1362.0,19750.0,0.0,0.0,0.0,0.0,0.0,0.10488187179832947
"Red Lion Street, Holborn",436,51.51824,-0.11655,21.0,Blackfriars_diatance,1193.0,Lincoln's Inn Fields West_distance,274.0,Festival Pier_diatance,1253.0,5611.0,0.0,0.0,0.0,0.0,0.0,0.13549491624113305
"Vauxhall Walk, Vauxhall",437,51.488124,-0.120903,34.0,Vauxhall_diatance,283.0,Geraldine Mary Harmsworth Park West_diatance,1086.0,St. George Wharf_diatance,484.0,11597.0,0.0,0.0,0.0,0.0,0.0,0.1235370500014681
"Killick Street, King's Cross",439,51.5338,-0.118677,12.0,Kings Cross_diatance,356.0,Lincoln's Inn Fields West_distance,1987.0,Blackfriars Pier_diatance,2855.0,12099.0,0.0,0.0,0.0,0.0,0.0,0.08574030653144163
"Kennington Oval, Oval",440,51.483145,-0.113134,41.0,Vauxhall_diatance,742.0,Geraldine Mary Harmsworth Park West_diatance,1392.0,St. George Wharf_diatance,1040.0,13236.0,0.0,0.0,0.0,0.0,0.0,0.10129101372389843
"Sail Street, Vauxhall",441,51.495656,-0.114605,28.0,Waterloo_diatance,833.0,Geraldine Mary Harmsworth Park West_diatance,267.0,Millbank Millennium Pier_diatance,821.0,17675.0,0.0,0.0,0.0,0.0,0.0,0.12245473322798403
"Walmer Road, Avondale",442,51.510101,-0.211358,15.0,Paddington_diatance,2508.0,Holland Park Abbotsbury Gate_diatance,1119.0,Cadogan Pier_diatance,4347.0,13760.0,0.0,0.0,-2.4230852047051394,0.0,-2.3687563477329285,0.17164384081767448
"Philpot Street, Whitechapel",443,51.515256,-0.058641,26.0,Fenchurch Street_diatance,1426.0,Mile End Park Football Pitch_diatance,1694.0,Tower Bridge Quay_diatance,1458.0,24194.0,0.0,0.0,0.0,0.0,0.0,0.040807677556396034
"Bethnal Green Garden, Bethnal Green",444,51.52568,-0.055312,49.0,Liverpool Street_diatance,2005.0,Victoria Park Bonner Gate_diatance,1000.0,Tower Bridge Quay_diatance,2528.0,31093.0,0.0,0.0,0.0,0.0,0.0,0.09387505274806704
"Cheshire Street, Bethnal Green",445,51.52388,-0.065076,31.0,Liverpool Street_diatance,1309.0,Victoria Park Bonner Gate_diatance,1566.0,Tower Bridge Quay_diatance,2075.0,14523.0,0.0,0.0,0.0,0.0,0.0,0.019742148390595918
"York Hall, Bethnal Green",446,51.528936,-0.055894,28.0,Liverpool Street_diatance,2141.0,Victoria Park Bonner Gate_diatance,720.0,Tower Bridge Quay_diatance,2830.0,18194.0,0.0,0.0,0.0,0.0,0.0,0.09693551574248081
"Jubilee Crescent, Cubitt Town",447,51.493381,-0.007542,31.0,Fenchurch Street_diatance,5292.0,Mile End Park Pavilion_diatance,2961.0,Greenwich Pier_diatance,1044.0,22503.0,3.151175520228012,0.0,0.0,2.771309789932288,-2.3279868954729332,0.10113395132694962
"Fisherman's Walk West, Canary Wharf",448,51.50623,-0.02296,126.0,Fenchurch Street_diatance,3873.0,Mile End Park Pavilion_diatance,1203.0,Canary Wharf Pier_diatance,418.0,4318.0,2.7027944890929247,0.0,0.0,2.6189634299325752,-2.228106210835567,0.10320111020399118
"Shadwell Station, Shadwell",449,51.511088,-0.057159,34.0,Fenchurch Street_diatance,1463.0,Mile End Park Football Pitch_diatance,1756.0,Tower Bridge Quay_diatance,1267.0,16614.0,0.0,0.0,0.0,0.0,0.0,0.03932329532261583
"Jubilee Street, Stepney",450,51.515975,-0.053177,17.0,Fenchurch Street_diatance,1811.0,Mile End Park Football Pitch_diatance,1308.0,Tower Bridge Quay_diatance,1794.0,22207.0,0.0,0.0,0.0,0.0,0.0,0.08629064384192887
"Hermitage Court, Wapping",451,51.504719,-0.063531,21.0,Fenchurch Street_diatance,1264.0,Mile End Park Football Pitch_diatance,2512.0,Tower Bridge Quay_diatance,705.0,13767.0,0.0,0.0,0.0,0.0,0.0,0.04259538179396235
"St. Katharine's Way, Tower",452,51.505697,-0.070542,61.0,Fenchurch Street_diatance,831.0,Geraldine Mary Harmsworth Park East_diatance,2682.0,Tower Bridge Quay_diatance,208.0,7364.0,0.0,0.0,0.0,0.0,0.0,0.07400413685174302
